,age,gender,experience,loan_amount,loan_duration,income,saving
7090,-0.0,0.0,-0.0,-0.1,-0.4,-0.1,-14.6
8637,0.1,0.0,-0.0,-0.4,0.0,-1.8,-11.5
8484,0.0,0.0,-0.0,0.1,-0.3,-1.9,-13.6
6010,-0.0,0.0,-0.0,-0.5,0.5,0.5,-2.9
5135,0.1,0.0,-0.0,0.2,0.0,-3.8,-25.4
8779,-0.1,0.0,-0.0,-0.0,0.3,-0.2,-0.9
7250,0.1,0.0,0.0,0.2,-0.2,0.3,-21.5
6008,0.0,0.0,0.1,-0.1,0.5,-3.3,-22.9
8001,-0.2,0.0,-0.0,-0.2,0.5,-4.9,-32.1
8537,0.0,0.0,-0.0,0.3,-0.1,0.2,-17.7
8313,-0.0,0.0,-0.1,-0.2,0.2,-0.2,-43.4
5147,-0.0,0.0,-0.0,-0.3,-0.2,-0.3,-7.8
5277,-0.1,0.0,-0.0,0.5,0.5,-0.3,-21.9
5188,0.0,0.0,-0.0,-0.2,0.3,-5.2,-34.3
7837,0.0,0.0,-0.0,-0.5,0.5,0.5,-2.8
9121,0.1,0.0,-0.0,-0.2,-0.3,-1.3,-7.1
7815,-0.1,0.0,-0.0,0.1,0.1,-0.8,-3.8
8684,0.1,0.0,-0.0,-0.1,0.4,-4.1,-27.4
6340,-0.0,0.0,-0.0,0.1,0.2,0.1,-34.0
8560,0.0,0.0,-0.0,-0.3,0.2,-6.6,-40.4
8522,-0.0,0.0,-0.0,0.1,-0.4,-6.5,-41.0
5029,0.1,0.0,-0.0,0.3,-0.2,0.4,-23.9
6356,0.1,0.0,-0.0,-0.3,-0.2,-0.3,-28.9
6731,0.0,0.0,-0.0,-0.1,0.0,0.4,-21.3
7148,0.2,0.0,-0.0,-0.1,0.4,-0.1,-16.9
8670,-0.0,0.0,-0.0,-0.2,0.4,-0.2,-1.3
9768,-0.1,0.0,-0.1,0.2,-0.4,-0.1,-69.8
9050,0.1,0.0,-0.0,-0.2,-0.4,0.3,-21.7
6739,0.2,0.0,-0.0,0.1,0.2,-2.5,-14.4
7144,0.0,0.0,-0.0,0.5,0.2,0.2,-20.7
5244,-0.1,0.0,-0.0,0.3,-0.2,0.3,-16.0
5381,0.1,0.0,-0.0,-0.1,-0.3,-0.1,-0.7
7490,0.0,0.0,-0.0,0.2,0.4,-5.9,-33.8
8585,0.1,0.0,-0.0,-0.4,-0.2,0.1,-25.9
7400,-0.2,0.0,-0.0,0.0,-0.1,0.0,-6.0
7262,-0.0,0.0,-0.0,0.5,-0.3,-0.4,-1.5
5159,0.0,0.0,-0.0,0.3,0.1,-0.2,-25.1
8854,-0.0,0.0,-0.0,-0.1,-0.2,0.4,-41.2
5046,-0.0,0.0,-0.0,0.1,-0.4,0.1,-20.0
7592,-0.1,0.0,-0.0,0.2,-0.1,0.2,-13.0
8131,-0.0,0.0,-0.0,-0.3,0.2,-0.3,-9.0
5499,-0.1,0.0,-0.0,-0.3,0.4,-4.9,-33.0
8794,-0.0,0.0,-0.0,-0.3,-0.5,-1.3,-8.3
6851,0.0,0.0,-0.0,0.5,-0.5,0.5,-18.1
6467,-0.0,0.0,0.0,0.2,-0.2,-1.5,-10.7
7960,0.0,0.0,-0.0,-0.1,-0.4,-0.1,-0.9
5679,0.0,0.0,-0.0,-0.3,0.0,-0.3,-31.6
9141,-0.0,0.0,-0.0,0.3,0.5,0.2,-23.8
9901,0.2,0.0,0.0,-0.3,-0.1,0.3,-26.2
6471,0.0,0.0,-0.0,0.1,0.2,-2.0,-11.2
8853,0.0,0.0,-0.0,0.4,0.3,-0.5,-14.6
6183,0.5,0.0,-0.0,-0.4,0.0,-0.5,-11.3
9606,0.0,0.0,-0.0,-0.4,-0.1,0.3,-12.3
9675,0.0,0.0,-0.0,0.2,-0.2,0.2,-12.6
8852,-0.0,0.0,0.0,-0.1,-0.1,-0.4,-26.9
7113,-0.0,0.0,-0.0,0.2,-0.3,0.3,-15.8
7725,0.0,0.0,-0.0,0.0,0.3,-3.7,-21.7
7870,0.0,0.0,-0.0,0.1,-0.4,-4.7,-31.2
5979,-0.0,0.0,-0.0,-0.2,-0.3,-5.8,-36.4
7997,-0.0,0.0,-0.0,-0.2,-0.4,-0.3,-14.8
9884,0.1,0.0,-0.0,0.1,0.2,-0.2,-22.7
6893,0.0,0.0,-0.0,0.4,0.2,0.4,-25.1
8843,0.1,0.0,-0.0,0.1,-0.5,-3.9,-23.9
7559,0.0,0.0,-0.0,0.3,0.4,0.0,-36.6
7781,0.0,0.0,-0.0,-0.3,0.1,-0.3,-1.8
6571,0.0,0.0,-0.0,0.2,-0.4,-0.3,-7.1
5715,0.0,0.0,-0.0,-0.3,-0.4,0.0,-6.9
7617,0.0,0.0,-0.0,-0.4,0.5,-0.1,-36.3
8183,-0.0,0.0,-0.0,-0.3,0.2,0.4,-17.6
8141,0.1,0.0,-0.0,0.3,0.0,0.4,-12.0
5359,0.0,0.0,-0.0,0.0,0.0,-1.0,-5.9
6796,0.1,0.0,-0.0,-0.1,-0.5,-0.2,-15.1
6439,0.0,0.0,-0.0,0.1,0.4,-0.4,-22.4
8636,0.0,0.0,-0.0,-0.1,0.2,-0.1,-1.3
5818,0.0,0.0,-0.0,0.2,-0.3,-1.3,-7.5
8630,0.0,0.0,-0.0,0.2,-0.3,0.3,-4.0
5977,0.0,0.0,-0.0,0.0,0.0,0.0,-13.4
6371,0.1,0.0,-0.0,0.2,0.4,0.5,-32.6
6620,0.1,0.0,-0.0,-0.4,0.4,-0.4,-22.3
7158,0.0,0.0,-0.0,0.1,0.0,-2.4,-15.5
7822,0.0,0.0,-0.0,0.0,-0.4,-8.2,-51.4
8207,0.0,0.0,-0.0,-0.3,-0.3,-5.3,-35.4
7524,0.0,0.0,0.0,-0.2,0.3,-8.3,-53.2
7024,-0.1,0.0,-0.1,0.4,0.4,0.4,-45.4
9527,0.0,0.0,-0.0,-0.1,-0.4,-1.8,-12.5
6027,-0.0,0.0,-0.0,-0.1,-0.2,-0.0,-0.7
7695,-0.0,0.0,-0.0,0.2,0.5,-0.3,-28.1
5459,-0.0,0.0,-0.0,-0.2,-0.1,-1.6,-11.7
8869,-0.0,0.0,-0.0,-0.1,0.0,-2.6,-17.3
8925,0.1,0.0,-0.0,-0.4,-0.2,-0.3,-19.6
8758,0.1,0.0,-0.1,0.2,-0.5,-0.3,-54.2
9574,0.1,0.0,-0.0,-0.1,-0.1,-6.2,-40.3
9683,-0.1,0.0,-0.0,-0.4,0.3,0.4,-48.3
6418,-0.0,0.0,-0.1,-0.1,0.4,-0.2,-73.4
5666,-0.0,0.0,-0.0,0.4,-0.2,0.5,-20.7
9225,0.2,0.0,-0.0,0.0,-0.3,-0.1,-10.9
9485,-0.0,0.0,-0.0,-0.4,-0.1,-0.4,-17.2
7220,0.1,0.0,-0.0,0.1,0.1,0.2,-17.1
7230,0.1,0.0,-0.0,0.1,0.3,-0.1,-33.4
8877,0.4,0.0,-0.1,-0.4,0.0,0.4,-44.2
