,y_hat
326,False
342,False
368,False
285,False
383,False
273,False
493,False
425,False
482,False
427,False
395,False
498,False
290,False
438,False
258,False
479,False
375,False
272,False
366,False
386,False
447,False
319,False
350,False
310,False
464,False
468,False
268,False
259,False
458,False
411,False
497,False
401,False
288,False
422,False
460,False
299,False
353,False
372,False
371,False
283,False
476,False
398,False
306,False
323,False
492,False
324,False
406,False
428,False
278,False
483,False
499,False
393,False
494,False
352,False
317,False
355,False
348,False
445,False
388,False
251,False
300,False
253,False
412,False
316,False
451,False
260,False
252,False
408,False
349,False
297,False
277,False
389,False
379,False
402,False
254,False
365,False
311,False
490,False
313,False
488,False
442,False
263,False
496,False
436,False
414,False
441,False
455,False
481,False
261,False
363,False
289,False
486,False
421,False
424,False
334,False
296,False
394,False
387,False
265,False
320,False
