,y_hat
1362,False
1831,False
1761,False
1708,False
1002,False
1196,False
1485,False
1347,False
1990,False
1458,False
1806,False
1118,False
1989,False
1603,False
1652,False
1717,False
1858,False
1486,False
1864,False
1009,False
1899,False
1716,False
1606,False
1234,False
1316,False
1842,False
1426,False
1385,False
1317,False
1386,False
1398,False
1607,False
1817,False
1949,False
1794,False
1811,False
1110,False
1344,False
1267,False
1306,False
1014,False
1302,False
1617,False
1685,False
1572,False
1540,False
1587,False
1130,False
1769,False
1539,False
1962,False
1633,False
1295,False
1659,False
1888,False
1383,False
1366,False
1170,False
1263,False
1826,False
1236,False
1166,False
1462,False
1536,False
1751,False
1651,False
1495,False
1418,False
1065,False
1287,False
1699,False
1087,False
1985,False
1468,False
1687,False
1567,False
1464,False
1230,False
1955,False
1770,False
1575,False
1901,False
1922,False
1563,False
1627,False
1146,False
1661,False
1631,False
1629,False
1348,False
1836,False
1648,False
1439,False
1504,False
1303,False
1209,False
1168,False
1427,False
1016,False
1879,False
