,senior-level_skill
3575,1.0
2766,1.0
2399,1.0
3351,1.0
2856,1.0
2280,1.0
2025,1.0
2961,1.0
3647,1.0
3453,1.0
3252,1.0
2089,1.0
2623,1.0
2177,1.0
2449,1.0
3740,1.0
2063,1.0
2192,1.0
2676,1.0
3331,1.0
3348,1.0
3170,1.0
2160,1.0
3333,1.0
2009,1.0
3525,1.0
2342,1.0
3560,1.0
3148,1.0
2189,1.0
2479,0.0
3802,1.0
3941,1.0
2627,1.0
2466,1.0
3490,1.0
2551,1.0
3508,1.0
3713,1.0
3021,1.0
3982,1.0
2294,1.0
2754,1.0
2384,1.0
3562,1.0
2273,1.0
2939,1.0
3451,1.0
2610,1.0
2770,1.0
3439,1.0
3082,1.0
3293,1.0
2348,1.0
3934,1.0
2344,1.0
3336,1.0
3873,1.0
3424,1.0
2681,1.0
2134,1.0
3892,1.0
3774,1.0
3274,1.0
2331,1.0
3162,1.0
3486,1.0
3410,1.0
3305,1.0
3242,1.0
3811,1.0
2219,1.0
2068,1.0
3887,1.0
3807,1.0
3272,1.0
3657,1.0
2559,1.0
2720,1.0
3289,1.0
2920,1.0
2554,1.0
2756,1.0
2452,1.0
2757,1.0
3553,1.0
3819,1.0
3469,1.0
3004,1.0
2059,1.0
3270,1.0
2051,1.0
3167,1.0
2002,1.0
2443,1.0
2217,1.0
3894,1.0
3169,1.0
2518,1.0
3876,1.0
2771,1.0
3678,0.0
2968,1.0
3406,1.0
3863,1.0
2543,1.0
2032,1.0
3524,1.0
2503,1.0
3332,1.0
3399,1.0
2154,1.0
2106,1.0
2509,1.0
2078,1.0
2981,1.0
3627,1.0
2276,1.0
3173,1.0
3571,1.0
3549,1.0
3679,1.0
3801,1.0
2225,1.0
3664,1.0
3936,1.0
3660,1.0
3536,1.0
3447,1.0
2175,1.0
3820,1.0
2999,1.0
3204,0.0
2741,1.0
3054,1.0
2264,1.0
3529,1.0
3972,1.0
3616,1.0
2738,1.0
3300,1.0
2511,1.0
3833,1.0
3916,1.0
2004,1.0
2716,1.0
2940,1.0
2093,1.0
3239,1.0
3841,1.0
2267,1.0
3558,1.0
3088,1.0
2473,1.0
2249,1.0
3106,1.0
2921,1.0
3769,1.0
2091,1.0
3094,1.0
2726,1.0
2759,1.0
2507,1.0
3208,1.0
3676,1.0
3968,1.0
2816,1.0
2772,1.0
2500,1.0
3126,1.0
3080,1.0
3450,1.0
2067,1.0
3025,1.0
3808,1.0
3142,1.0
2798,1.0
3437,1.0
2844,1.0
3043,1.0
2283,1.0
3517,1.0
3970,1.0
2607,1.0
2822,1.0
3435,1.0
3955,1.0
2453,1.0
2532,1.0
2686,1.0
3584,1.0
2141,1.0
2195,0.0
2387,1.0
2535,1.0
3736,1.0
2800,1.0
3548,1.0
3621,1.0
2669,1.0
