,x1,x2
494,0.44,1.96
402,0.08,1.7
451,1.0,0.68
393,1.49,1.87
473,1.93,2.18
342,0.71,0.85
401,1.54,0.63
340,0.65,2.73
482,2.45,0.85
349,0.75,2.09
446,1.17,0.26
304,1.3899999856948853,1.2599999904632568
269,2.14,0.0
286,-0.13,1.53
299,1.590000033378601,0.10000000149011612
394,1.6399999856948853,2.990000009536743
327,1.6399999856948853,2.109999895095825
480,0.12,3.4
252,0.69,3.02
462,0.3,0.82
333,1.14,1.08
498,0.61,0.96
258,1.78,0.0
428,2.67,3.76
356,0.89,0.92
318,1.9800000190734863,0.800000011920929
354,0.14,1.23
423,1.5,0.6000000238418579
328,1.03,1.38
436,0.03999999910593033,1.9299999475479126
476,0.699999988079071,2.2899999618530273
453,2.71,2.03
492,0.21,1.22
438,0.27000001072883606,1.2799999713897705
463,0.7400000095367432,2.0899999141693115
435,1.36,1.25
427,1.01,1.24
298,1.02,1.26
380,1.15,0.71
376,0.0,1.76
277,1.1,2.0
488,1.52,2.96
317,1.99,2.23
316,1.5,1.49
479,0.82,1.78
330,1.340000033378601,2.5
261,0.87,2.08
323,0.18,1.43
469,1.21,0.0
384,0.18000000715255737,1.6100000143051147
387,0.2,1.7
460,0.28,2.41
440,1.94,4.81
386,0.57,0.78
411,0.6800000071525574,4.369999885559082
407,1.95,-0.0
257,0.59,1.35
483,0.09,1.13
396,1.23,0.39
297,1.02,0.66
398,1.9600000381469727,2.0799999237060547
326,0.4,1.88
465,1.08,3.89
263,0.85,0.44
293,1.190000057220459,2.7300000190734863
360,1.67,1.0
296,0.64,1.95
343,1.7100000381469727,2.740000009536743
364,1.1,2.08
276,1.3,1.05
279,1.7,2.0
466,0.14000000059604645,1.100000023841858
385,0.10000000149011612,1.2100000381469727
267,2.13,1.42
331,1.73,0.28
251,-0.01,1.49
273,0.12,1.39
324,1.09,1.77
282,1.25,1.54
400,0.51,0.89
470,1.79,0.44
408,1.2799999713897705,1.5199999809265137
250,0.33,1.46
312,0.8100000023841858,1.7100000381469727
344,0.47,2.08
308,0.59,1.87
416,1.18,0.67
486,0.89,2.26
421,1.21,1.74
374,1.29,3.58
295,0.39,1.12
395,1.409999966621399,2.0899999141693115
434,1.2699999809265137,0.5400000214576721
472,-0.08,1.59
341,1.08,1.56
338,0.97,2.5
437,1.36,0.17
303,0.93,1.35
255,0.28,1.64
404,2.82,-0.0
