,x1,x2
1642,1.0,1.5
1373,0.7,-0.0
1281,1.2,0.0
1059,0.4,-0.0
1991,1.0,0.0
1953,1.1,-0.0
1896,1.2,2.6
1578,0.4,0.0
1357,0.4,-0.0
1075,1.1,0.0
1971,1.4,2.2
1223,0.9,-0.0
1218,0.5,0.0
1399,0.5,0.0
1935,0.9,-0.0
1168,1.5,0.9
1924,2.1,3.1
1266,0.4,-0.0
1363,1.2,0.0
1247,0.4,0.0
1110,1.1,-0.0
1100,0.9,0.0
1892,1.1,0.0
1711,0.9,-0.0
1019,0.4,0.0
1897,0.3,-0.0
1709,0.9,0.0
1103,0.9,-0.0
1911,1.0,0.0
1977,1.1,1.6
1489,0.3,0.0
1326,0.4,0.0
1746,0.7,0.0
1241,0.6,-0.0
1844,0.4,-0.0
1687,0.0,2.6
1933,1.0,0.0
1527,0.4,0.0
1203,0.7,0.0
1209,0.8,0.0
1332,0.8,0.0
1838,0.4,-0.0
1236,1.3,0.0
1310,0.7,-0.0
1036,1.0,-0.0
1798,0.8,0.0
1133,0.9,0.0
1716,0.6,0.0
1319,1.1,0.0
1824,0.6,2.3
1900,0.8,-0.0
1762,0.0,0.8
1468,0.9,1.4
1826,0.7,0.0
1484,0.1,2.6
1253,0.7,0.0
1568,0.9,1.3
1513,0.4,0.0
1689,0.4,-0.0
1206,0.7,2.1
1621,1.1,0.0
1785,0.4,0.0
1827,0.8,0.0
1282,0.8,-0.0
1497,0.4,0.0
1562,0.9,0.0
1940,0.9,0.0
1293,0.9,0.0
1033,0.7,-0.0
1679,0.7,-0.0
1431,0.9,-0.0
1681,1.1,1.7
1135,0.4,-0.0
1006,0.5,-0.0
1560,1.4,-0.0
1751,0.9,-0.0
1508,0.3,0.0
1902,0.4,1.6
1840,1.2,0.0
1427,1.0,0.0
1649,0.7,-0.0
1296,0.4,0.0
1781,0.6,1.3
1625,0.8,-0.0
1567,0.8,-0.0
1370,0.9,0.0
1942,0.9,0.0
1313,1.5,2.1
1420,1.2,0.0
1195,0.7,0.0
1302,1.7,2.6
1945,0.4,0.0
1288,0.8,1.3
1865,0.7,0.0
1725,0.6,0.0
1667,1.2,-0.0
1517,0.9,0.0
1093,0.7,0.0
1146,1.0,0.0
1661,0.8,-0.0
