,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,1.0,0.51744664,7.0,3.0,3.0
2001,2.0,3.0,0.88441527,1.0,11.0,2.0
2002,6.0,1.0,0.23556769,4.0,3.0,9.0
2003,5.0,3.0,0.46334934,6.0,0.0,3.0
2004,2.0,2.0,0.36935413,1.0,0.0,4.0
2005,4.0,1.0,0.26154745,5.0,8.0,1.0
2006,3.0,0.0,0.52741706,2.0,2.0,2.0
2007,2.0,3.0,0.5617831,10.0,4.0,3.0
2008,2.0,1.0,0.69848144,3.0,2.0,7.0
2009,4.0,1.0,0.40164983,7.0,4.0,2.0
2010,1.0,0.0,0.6382922,2.0,7.0,1.0
2011,0.0,1.0,0.88209045,2.0,2.0,7.0
2012,0.0,0.0,0.79169345,4.0,7.0,5.0
2013,4.0,2.0,0.5538918,2.0,5.0,4.0
2014,2.0,0.0,0.074843645,3.0,5.0,0.0
2015,5.0,0.0,0.26675916,2.0,5.0,6.0
2016,5.0,0.0,0.75337803,3.0,5.0,0.0
2017,1.0,2.0,0.78679836,2.0,4.0,4.0
2018,4.0,2.0,0.43096232,8.0,7.0,2.0
2019,4.0,2.0,0.76600957,3.0,1.0,1.0
2020,2.0,2.0,0.8917377,1.0,11.0,4.0
2021,4.0,2.0,0.43342614,1.0,3.0,5.0
2022,4.0,0.0,0.71469533,7.0,6.0,5.0
2023,3.0,0.0,0.6300317,5.0,5.0,5.0
2024,1.0,0.0,0.74767756,4.0,2.0,0.0
2025,4.0,1.0,0.96590734,0.0,2.0,5.0
2026,2.0,2.0,0.47968233,4.0,12.0,1.0
2027,4.0,0.0,0.016672969,5.0,5.0,7.0
2028,3.0,2.0,0.16742635,7.0,7.0,5.0
2029,4.0,3.0,0.8481399,3.0,0.0,0.0
2030,3.0,0.0,0.9006138,1.0,2.0,6.0
2031,5.0,0.0,0.011222124,3.0,3.0,7.0
2032,4.0,0.0,0.51372516,5.0,2.0,3.0
2033,4.0,1.0,0.23149228,3.0,4.0,2.0
2034,1.0,2.0,0.21893716,3.0,5.0,2.0
2035,1.0,3.0,0.5653409,6.0,5.0,3.0
2036,3.0,3.0,0.29204237,6.0,1.0,4.0
2037,5.0,2.0,0.8398446,5.0,0.0,5.0
2038,4.0,0.0,0.16078126,3.0,2.0,8.0
2039,4.0,0.0,0.7677512,5.0,0.0,5.0
2040,4.0,3.0,0.9738951,7.0,12.0,3.0
2041,4.0,0.0,0.96136343,4.0,3.0,11.0
2042,3.0,2.0,0.7610811,4.0,3.0,3.0
2043,3.0,1.0,0.15674376,5.0,11.0,1.0
