,years_experience,degree,nr_commits,nr_languages,nr_stars
2168,0.0,0.0,1.0,5.0,4.0
2909,2.0,1.0,27.0,1.0,8.0
3784,2.0,0.0,25.0,8.0,1.0
3012,1.0,0.0,15.0,5.0,5.0
2891,0.0,0.0,5.0,0.0,1.0
2269,0.0,0.0,4.0,2.0,4.0
3309,3.0,0.0,33.0,3.0,7.0
2463,2.0,0.0,28.0,4.0,1.0
2983,0.0,0.0,1.0,1.0,2.0
3413,3.0,0.0,32.0,0.0,5.0
3783,3.0,0.0,35.0,4.0,7.0
3600,2.0,0.0,27.0,5.0,11.0
2017,2.0,0.0,28.0,6.0,1.0
3155,0.0,0.0,4.0,1.0,3.0
2221,2.0,0.0,25.0,0.0,6.0
2910,2.0,0.0,20.0,5.0,6.0
3450,1.0,1.0,12.0,2.0,3.0
3338,0.0,0.0,5.0,3.0,1.0
3098,2.0,0.0,24.0,3.0,6.0
3156,3.0,0.0,31.0,5.0,1.0
2011,1.0,1.0,11.0,6.0,2.0
2045,2.0,0.0,25.0,1.0,4.0
3549,1.0,1.0,16.0,0.0,5.0
2617,1.0,1.0,21.0,13.0,2.0
3390,1.0,0.0,17.0,3.0,0.0
2511,1.0,0.0,11.0,2.0,3.0
2932,2.0,0.0,22.0,6.0,5.0
2048,1.0,0.0,16.0,3.0,5.0
2353,1.0,1.0,11.0,3.0,2.0
2955,3.0,0.0,39.0,7.0,1.0
2587,3.0,0.0,33.0,1.0,1.0
2808,1.0,1.0,14.0,1.0,5.0
3063,2.0,0.0,23.0,2.0,3.0
2060,2.0,0.0,25.0,2.0,4.0
3330,2.0,0.0,26.0,7.0,0.0
3032,3.0,0.0,33.0,6.0,2.0
3411,2.0,1.0,25.0,7.0,6.0
3899,2.0,0.0,23.0,1.0,9.0
3860,2.0,0.0,30.0,2.0,7.0
2118,1.0,1.0,16.0,2.0,3.0
3271,2.0,1.0,25.0,0.0,3.0
3461,2.0,1.0,26.0,3.0,7.0
3322,2.0,1.0,25.0,4.0,2.0
3798,3.0,0.0,34.0,2.0,3.0
2665,3.0,0.0,34.0,5.0,2.0
3337,3.0,0.0,36.0,5.0,8.0
2278,1.0,0.0,16.0,2.0,4.0
2320,0.0,0.0,3.0,0.0,7.0
2129,3.0,0.0,37.0,2.0,3.0
2864,2.0,0.0,23.0,12.0,8.0
3436,1.0,0.0,13.0,1.0,0.0
2213,3.0,0.0,33.0,2.0,5.0
3051,0.0,2.0,2.0,8.0,1.0
2329,1.0,0.0,16.0,1.0,4.0
3517,2.0,0.0,26.0,0.0,6.0
3073,1.0,1.0,17.0,4.0,3.0
3373,1.0,0.0,12.0,2.0,4.0
3108,2.0,1.0,27.0,2.0,3.0
2721,2.0,0.0,22.0,2.0,3.0
3223,3.0,0.0,33.0,3.0,7.0
2032,1.0,0.0,16.0,2.0,1.0
2685,3.0,0.0,34.0,4.0,2.0
2867,1.0,0.0,15.0,4.0,4.0
3796,2.0,0.0,23.0,3.0,5.0
2972,2.0,0.0,25.0,2.0,5.0
3339,2.0,0.0,29.0,1.0,7.0
3192,3.0,0.0,31.0,3.0,2.0
2203,3.0,0.0,31.0,4.0,10.0
3673,0.0,0.0,4.0,5.0,2.0
3603,2.0,0.0,25.0,4.0,3.0
2576,1.0,0.0,14.0,4.0,6.0
3227,0.0,3.0,2.0,6.0,3.0
2596,2.0,0.0,23.0,5.0,4.0
3764,2.0,0.0,26.0,2.0,4.0
3689,2.0,0.0,22.0,16.0,1.0
2244,2.0,0.0,30.0,0.0,6.0
3636,3.0,0.0,37.0,3.0,1.0
2363,3.0,0.0,38.0,10.0,1.0
2759,3.0,0.0,37.0,5.0,0.0
2824,0.0,2.0,2.0,6.0,8.0
2240,0.0,0.0,1.0,7.0,4.0
3528,1.0,1.0,13.0,5.0,3.0
3889,0.0,3.0,8.0,2.0,1.0
2718,2.0,1.0,27.0,13.0,1.0
3145,1.0,0.0,12.0,3.0,1.0
2510,0.0,2.0,1.0,0.0,4.0
3536,2.0,0.0,27.0,4.0,6.0
3006,1.0,0.0,15.0,1.0,2.0
2980,0.0,1.0,5.0,1.0,1.0
2702,2.0,0.0,23.0,1.0,3.0
2530,2.0,0.0,22.0,1.0,1.0
3210,0.0,3.0,2.0,1.0,1.0
2997,1.0,2.0,12.0,7.0,4.0
2640,1.0,1.0,15.0,6.0,2.0
3008,2.0,0.0,22.0,3.0,5.0
3799,0.0,0.0,8.0,0.0,4.0
3918,3.0,0.0,36.0,8.0,7.0
3282,3.0,0.0,34.0,2.0,4.0
2898,1.0,1.0,15.0,2.0,5.0
3610,1.0,0.0,13.0,4.0,3.0
2603,1.0,1.0,14.0,1.0,7.0
2192,2.0,0.0,23.0,2.0,4.0
3354,0.0,0.0,2.0,4.0,5.0
2145,3.0,0.0,35.0,5.0,4.0
3183,0.0,1.0,3.0,4.0,3.0
3597,1.0,0.0,15.0,4.0,3.0
3111,3.0,0.0,32.0,4.0,0.0
3152,0.0,1.0,2.0,3.0,7.0
3023,2.0,0.0,22.0,11.0,0.0
3645,2.0,0.0,22.0,10.0,3.0
3248,1.0,0.0,14.0,2.0,7.0
2655,1.0,0.0,11.0,2.0,1.0
2207,0.0,3.0,8.0,0.0,6.0
2456,3.0,0.0,32.0,4.0,2.0
3268,2.0,0.0,24.0,0.0,3.0
3406,1.0,0.0,13.0,4.0,3.0
3366,1.0,0.0,14.0,7.0,5.0
3885,4.0,0.0,45.0,0.0,4.0
3102,2.0,0.0,27.0,7.0,5.0
2282,1.0,0.0,16.0,1.0,4.0
2141,2.0,0.0,21.0,2.0,4.0
2080,1.0,1.0,14.0,4.0,2.0
2529,0.0,1.0,0.0,6.0,4.0
3493,1.0,1.0,17.0,2.0,4.0
3503,2.0,0.0,24.0,0.0,3.0
2498,3.0,0.0,34.0,6.0,2.0
2736,0.0,2.0,6.0,0.0,5.0
2008,2.0,1.0,23.0,2.0,3.0
3666,1.0,0.0,16.0,12.0,4.0
2816,1.0,2.0,16.0,2.0,4.0
2093,1.0,0.0,16.0,3.0,1.0
2916,2.0,1.0,24.0,2.0,2.0
2430,1.0,0.0,17.0,8.0,5.0
2247,0.0,0.0,5.0,1.0,5.0
2523,3.0,0.0,33.0,2.0,1.0
2416,1.0,0.0,20.0,2.0,12.0
3977,1.0,2.0,10.0,2.0,6.0
2969,1.0,0.0,15.0,7.0,4.0
3659,2.0,1.0,21.0,4.0,0.0
2941,0.0,1.0,5.0,3.0,6.0
2512,2.0,0.0,24.0,9.0,3.0
2445,1.0,1.0,13.0,2.0,7.0
2683,2.0,0.0,24.0,10.0,4.0
3744,2.0,0.0,26.0,1.0,5.0
3875,0.0,1.0,1.0,11.0,9.0
