,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,1.0,0.0,0.9,1.0,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,improvement,2,,0.8999999761581421,1.1540000000000001
1,1.0,0.95,0.95,0.09000000357627869,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,acceptance,2,,0.9940000772476196,1.1540000000000001
2,1.0,0.95,0.95,0.09000000357627869,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,counterfactual,2,,0.9940000772476196,5.291
3,1.0,0.95,0.95,0.9900000095367432,0.0,0.91,,"[1.0, 1.0, 1.0]",150.0,0.5,subpopulation,improvement,2,,0.9100000262260437,1.1540000000000001
4,1.0,0.95,0.95,0.09000000357627869,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,subpopulation,acceptance,2,,0.9940000772476196,5.507
5,1.0,0.95,0.95,1.0,0.0,0.86,1.0,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,improvement,1,,0.8580000996589661,0.9179999999999998
6,1.0,0.95,0.95,0.12999999523162842,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,acceptance,1,,0.9919999837875366,0.9179999999999998
7,1.0,0.95,0.95,0.12999999523162842,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,counterfactual,1,,0.9919999837875366,4.622
8,1.0,0.95,0.95,1.0,0.0,0.94,,"[1.0, 1.0, 1.0]",150.0,0.5,subpopulation,improvement,1,,0.9399999380111694,0.9179999999999998
9,1.0,0.95,0.95,0.12999999523162842,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,subpopulation,acceptance,1,,0.9919999837875366,5.945
10,1.0,0.95,0.95,1.0,0.0,0.91,1.0,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,improvement,0,,0.9100000262260437,1.0170000000000001
11,1.0,0.95,0.95,0.14000000059604645,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,acceptance,0,,0.9859999418258667,1.0170000000000001
12,1.0,0.95,0.95,0.14000000059604645,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,individualized,counterfactual,0,,0.9859999418258667,4.664000000000001
13,1.0,0.95,0.95,1.0,0.0,0.9,,"[1.0, 1.0, 1.0]",150.0,0.5,subpopulation,improvement,0,,0.8999999761581421,1.0170000000000001
14,1.0,0.95,0.95,0.14000000059604645,0.0,1.0,,"[1.0, 1.0, 1.0]",150.0,0.5,subpopulation,acceptance,0,,0.9859999418258667,
