,0
1704,0.0
1847,0.0
1008,1.0
1880,0.0
1256,0.0
1655,1.0
1579,0.0
1204,1.0
1684,1.0
1693,0.0
1961,0.0
1324,0.0
1391,0.0
1348,0.0
1680,0.0
1402,1.0
1072,0.0
1952,0.0
1369,1.0
1692,0.0
1453,0.0
1170,0.0
1494,0.0
1014,1.0
1316,0.0
1491,1.0
1144,1.0
1549,0.0
1904,0.0
1042,0.0
1248,0.0
1385,0.0
1482,0.0
1889,1.0
1094,1.0
1607,0.0
1492,0.0
1476,0.0
1308,1.0
1334,1.0
1449,1.0
1030,0.0
1983,0.0
1272,0.0
1025,1.0
1557,0.0
1606,0.0
1270,0.0
1255,1.0
1570,0.0
1550,0.0
1424,1.0
1467,1.0
1006,1.0
1127,0.0
1839,0.0
1738,0.0
1001,0.0
1089,0.0
1015,1.0
1379,0.0
1323,0.0
1874,0.0
1157,0.0
1615,0.0
1288,0.0
1171,0.0
1750,0.0
1375,0.0
1099,0.0
1519,0.0
1319,0.0
1863,0.0
1772,0.0
1282,0.0
1900,0.0
1346,0.0
1516,1.0
1823,0.0
1685,0.0
1158,0.0
1879,0.0
1434,0.0
1165,1.0
1398,1.0
1768,0.0
1559,0.0
1890,0.0
1968,0.0
1960,0.0
1734,0.0
1808,0.0
1239,0.0
1762,1.0
1457,0.0
1474,0.0
1362,0.0
1428,0.0
1284,0.0
1206,0.0
