,years_experience,degree
2099,0.0,3.0
3021,0.0,1.0
2749,0.0,2.0
3228,0.0,3.0
2338,1.0,1.0
3043,3.0,0.0
3248,0.0,3.0
3226,0.0,3.0
2405,1.0,1.0
3088,1.0,1.0
3650,0.0,3.0
3526,0.0,2.0
3898,3.0,0.0
3540,0.0,2.0
3682,0.0,1.0
2734,0.0,1.0
3126,2.0,0.0
3467,0.0,1.0
2182,0.0,3.0
2695,0.0,1.0
3733,0.0,1.0
2565,2.0,1.0
2952,0.0,3.0
2396,1.0,1.0
2821,0.0,3.0
3760,0.0,2.0
3654,0.0,1.0
3704,0.0,1.0
2801,2.0,1.0
3677,0.0,2.0
2334,0.0,3.0
2561,1.0,1.0
3674,0.0,3.0
3745,0.0,3.0
3617,0.0,1.0
2699,2.0,1.0
3777,0.0,2.0
2383,1.0,0.0
2243,0.0,1.0
3455,1.0,0.0
3285,0.0,1.0
3801,0.0,2.0
2885,3.0,0.0
2029,0.0,3.0
3571,0.0,2.0
2716,0.0,1.0
3866,0.0,1.0
2351,0.0,2.0
3049,0.0,1.0
3332,2.0,0.0
2042,2.0,0.0
3282,0.0,2.0
2702,0.0,2.0
3328,0.0,2.0
2941,1.0,1.0
2097,0.0,1.0
2329,0.0,1.0
2893,0.0,2.0
2791,0.0,1.0
2746,0.0,1.0
3977,0.0,1.0
3549,0.0,2.0
3028,0.0,2.0
3008,0.0,1.0
2162,0.0,2.0
2169,0.0,3.0
2837,1.0,0.0
2147,2.0,0.0
2718,0.0,1.0
2661,0.0,3.0
2120,0.0,1.0
2198,0.0,2.0
3430,2.0,1.0
3915,2.0,0.0
2563,0.0,2.0
3943,0.0,1.0
2489,1.0,0.0
2420,2.0,1.0
3879,0.0,1.0
3996,3.0,0.0
3942,2.0,0.0
2984,0.0,1.0
3483,1.0,0.0
2597,0.0,2.0
2316,0.0,2.0
3634,0.0,1.0
2010,0.0,3.0
2231,0.0,3.0
3287,3.0,0.0
2407,1.0,1.0
3559,0.0,1.0
2246,2.0,1.0
2685,0.0,3.0
3432,0.0,1.0
2869,1.0,0.0
3045,2.0,0.0
2259,2.0,1.0
3035,1.0,0.0
2014,0.0,2.0
2129,0.0,3.0
2040,2.0,0.0
2666,2.0,0.0
3614,2.0,0.0
3337,0.0,3.0
2189,1.0,2.0
3307,0.0,3.0
2250,0.0,1.0
2339,0.0,1.0
3193,1.0,1.0
2274,1.0,1.0
3404,0.0,1.0
3980,2.0,0.0
3422,0.0,3.0
3118,1.0,1.0
3830,0.0,2.0
2675,2.0,0.0
3719,0.0,1.0
3548,0.0,2.0
3504,0.0,1.0
2585,0.0,1.0
3842,2.0,0.0
2088,0.0,2.0
2426,1.0,1.0
3800,0.0,1.0
2514,0.0,1.0
3632,1.0,1.0
2919,3.0,0.0
3475,0.0,3.0
2982,2.0,1.0
2355,0.0,1.0
2584,2.0,0.0
2141,0.0,3.0
2320,0.0,1.0
2245,0.0,1.0
3103,1.0,1.0
2429,0.0,2.0
2868,1.0,1.0
3076,0.0,3.0
2793,0.0,2.0
2670,0.0,1.0
3456,0.0,1.0
3521,0.0,1.0
2160,0.0,3.0
3832,2.0,1.0
2973,0.0,1.0
3841,1.0,1.0
3354,0.0,2.0
3137,2.0,0.0
2826,1.0,1.0
2969,2.0,0.0
3581,1.0,0.0
3488,0.0,2.0
2043,0.0,1.0
2066,0.0,3.0
2580,0.0,3.0
2625,0.0,1.0
2495,2.0,0.0
2655,0.0,2.0
2902,0.0,2.0
3454,0.0,1.0
2787,3.0,0.0
2689,1.0,0.0
3352,0.0,1.0
3642,1.0,0.0
3143,0.0,2.0
2660,2.0,1.0
2009,3.0,0.0
2915,0.0,1.0
3655,0.0,2.0
2820,0.0,2.0
2196,0.0,3.0
2676,3.0,0.0
2268,0.0,1.0
2207,0.0,3.0
2349,2.0,1.0
3322,2.0,0.0
3460,0.0,1.0
3881,0.0,2.0
2956,0.0,1.0
3078,0.0,1.0
2278,0.0,2.0
3715,0.0,2.0
2728,2.0,0.0
3935,0.0,1.0
2698,1.0,2.0
3959,0.0,1.0
3006,1.0,0.0
2205,1.0,1.0
3262,0.0,1.0
2546,0.0,3.0
2713,0.0,1.0
3144,0.0,1.0
2917,0.0,1.0
2478,0.0,1.0
2013,0.0,1.0
3969,0.0,1.0
2326,1.0,1.0
3767,0.0,1.0
3780,1.0,1.0
3023,0.0,1.0
