,h_post,h_post_individualized
978,0.86,
762,0.5,
601,0.84,
942,1.0,
860,0.5,
693,0.54,
923,0.44,
646,0.86,
931,0.44,
588,0.5,
611,0.44,
714,0.96,
562,0.62,
970,1.0,
739,0.78,
502,1.0,
565,0.46,
590,0.78,
763,0.76,
683,0.92,
855,0.8,
995,0.5,
691,0.76,
980,0.42,
871,1.0,
637,0.5,
627,0.82,
563,0.8,
832,0.9,
892,0.56,
711,0.84,
945,0.48,
535,0.66,
652,0.66,
873,0.78,
987,0.86,
799,0.68,
759,0.96,
907,0.54,
926,0.38,
996,0.42,
722,0.19999999999999998,
687,0.66,
834,0.9,
709,0.86,
718,0.38,
552,0.54,
625,0.33999999999999997,
599,0.58,
571,1.0,
929,0.72,
796,0.7,
551,1.0,
736,0.64,
713,0.94,
930,0.8,
865,0.7,
628,0.9,
654,0.26,
887,0.38,
788,0.96,
812,0.94,
801,0.33999999999999997,
539,0.88,
630,0.33999999999999997,
899,0.62,
643,0.44,
756,0.82,
968,0.92,
844,0.4,
520,0.56,
969,0.8,
729,0.6,
998,0.42,
642,0.48,
896,0.52,
917,0.72,
733,0.64,
549,0.8,
863,0.66,
511,0.33999999999999997,
983,0.96,
657,0.58,
886,0.96,
746,0.56,
567,0.96,
966,0.92,
845,0.56,
634,0.86,
772,0.42,
850,0.9,
717,0.72,
851,0.6,
999,0.26,
780,0.74,
600,0.48,
977,0.76,
639,0.38,
529,0.8,
993,0.86,
