,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,0.0,0.17211998,10.0,2.0,5.0
2001,2.0,0.0,0.05181086,1.0,3.0,6.0
2002,1.0,0.0,0.97612524,5.0,2.0,4.0
2003,2.0,3.0,0.22607231,4.0,0.0,9.0
2004,4.0,1.0,0.872385,3.0,1.0,2.0
2005,7.0,1.0,0.5163193,3.0,3.0,2.0
2006,3.0,0.0,0.7387817,2.0,0.0,0.0
2007,8.0,0.0,0.23574078,3.0,4.0,5.0
2008,6.0,2.0,0.011635542,4.0,2.0,7.0
2009,1.0,0.0,0.26065934,3.0,0.0,5.0
2010,4.0,2.0,0.31373346,7.0,4.0,4.0
2011,3.0,0.0,0.6772883,3.0,2.0,3.0
2012,5.0,2.0,0.6672623,9.0,9.0,3.0
2013,1.0,2.0,0.29822588,4.0,2.0,5.0
2014,5.0,1.0,0.68471503,7.0,1.0,3.0
2015,3.0,2.0,0.26582682,5.0,7.0,5.0
2016,4.0,0.0,0.93276393,3.0,3.0,2.0
2017,0.0,1.0,0.992018,4.0,4.0,15.0
2018,4.0,0.0,0.8677492,3.0,1.0,3.0
2019,1.0,2.0,0.725093,8.0,2.0,4.0
2020,7.0,1.0,0.51954293,5.0,2.0,12.0
2021,4.0,2.0,0.85571134,1.0,0.0,4.0
2022,1.0,0.0,0.60476065,2.0,5.0,7.0
2023,3.0,1.0,0.8421917,5.0,2.0,2.0
2024,0.0,1.0,0.47416127,8.0,1.0,3.0
2025,6.0,2.0,0.27459693,8.0,5.0,7.0
2026,2.0,3.0,0.7356671,4.0,7.0,7.0
2027,2.0,1.0,0.05943072,2.0,5.0,3.0
2028,4.0,0.0,0.6813401,5.0,7.0,5.0
2029,5.0,3.0,0.8618034,3.0,0.0,4.0
2030,4.0,0.0,0.19545627,5.0,3.0,4.0
2031,1.0,2.0,0.72373307,2.0,4.0,4.0
2032,4.0,3.0,0.7890605,3.0,9.0,1.0
2033,3.0,2.0,0.5571618,4.0,2.0,2.0
2034,3.0,3.0,0.33044982,7.0,1.0,8.0
2035,4.0,2.0,0.7188126,4.0,6.0,6.0
2036,3.0,1.0,0.04061532,1.0,1.0,5.0
2037,4.0,0.0,0.123464465,3.0,1.0,9.0
2038,2.0,3.0,0.35856915,6.0,6.0,9.0
2039,4.0,1.0,0.2781024,2.0,11.0,5.0
2040,3.0,0.0,0.79398537,2.0,10.0,2.0
2041,5.0,0.0,0.22164726,7.0,15.0,2.0
2042,4.0,2.0,0.51046586,6.0,10.0,2.0
2043,2.0,0.0,0.22097099,6.0,13.0,1.0
2044,4.0,1.0,0.61423385,5.0,16.0,5.0
2045,4.0,1.0,0.93574286,4.0,5.0,8.0
2046,2.0,1.0,0.22555196,9.0,0.0,5.0
2047,6.0,2.0,0.6354388,3.0,6.0,0.0
2048,5.0,0.0,0.68395984,6.0,7.0,6.0
2049,4.0,2.0,0.18208003,2.0,6.0,2.0
2050,5.0,0.0,0.059865236,5.0,3.0,7.0
2051,0.0,2.0,0.46083224,5.0,1.0,6.0
2052,0.0,0.0,0.5343596,3.0,1.0,2.0
2053,2.0,1.0,0.013758659,2.0,6.0,4.0
2054,6.0,0.0,0.751655,6.0,0.0,7.0
2055,3.0,3.0,0.6912657,3.0,4.0,11.0
2056,8.0,2.0,0.34284353,7.0,1.0,3.0
2057,4.0,0.0,0.3469249,3.0,3.0,1.0
2058,4.0,0.0,0.27829492,2.0,8.0,4.0
2059,3.0,1.0,0.3442961,3.0,6.0,1.0
2060,3.0,2.0,0.19587362,10.0,2.0,7.0
2061,1.0,1.0,0.20804,3.0,4.0,0.0
2062,5.0,1.0,0.10554874,5.0,2.0,11.0
2063,10.0,2.0,0.5857314,5.0,6.0,4.0
2064,2.0,0.0,0.7280469,4.0,4.0,10.0
2065,2.0,2.0,0.2501377,11.0,1.0,2.0
2066,4.0,1.0,0.4750067,4.0,1.0,5.0
2067,5.0,0.0,0.51102364,2.0,18.0,4.0
2068,2.0,2.0,0.6996832,3.0,1.0,7.0
2069,3.0,2.0,0.063744426,4.0,1.0,2.0
2070,6.0,0.0,0.152251,6.0,4.0,7.0
2071,3.0,1.0,0.60350025,0.0,3.0,6.0
2072,1.0,2.0,0.9137335,7.0,1.0,4.0
2073,1.0,1.0,0.44357777,5.0,0.0,1.0
2074,3.0,3.0,0.409104,10.0,2.0,1.0
2075,2.0,2.0,0.52333176,3.0,5.0,1.0
2076,1.0,3.0,0.84829354,3.0,11.0,0.0
2077,2.0,1.0,0.36434472,6.0,4.0,1.0
2078,3.0,1.0,0.09075737,6.0,4.0,5.0
2079,7.0,0.0,0.8813404,3.0,6.0,4.0
2080,1.0,0.0,0.4221183,5.0,2.0,4.0
2081,4.0,2.0,0.6250639,7.0,1.0,4.0
2082,7.0,0.0,0.78135693,7.0,3.0,2.0
2083,2.0,0.0,0.1435591,5.0,5.0,2.0
2084,3.0,2.0,0.25086474,4.0,4.0,0.0
2085,4.0,0.0,0.31140614,6.0,2.0,6.0
2086,1.0,0.0,0.8174126,1.0,7.0,4.0
2087,2.0,3.0,0.93478453,6.0,5.0,3.0
2088,2.0,1.0,0.3437885,4.0,1.0,3.0
2089,6.0,2.0,0.7575413,6.0,2.0,0.0
2090,1.0,3.0,0.6339437,5.0,5.0,1.0
2091,2.0,1.0,0.75400114,7.0,1.0,1.0
