,y_hat
727,False
982,False
688,False
850,False
806,False
740,False
987,False
718,False
619,False
676,False
596,False
978,False
624,False
650,False
711,False
673,False
739,False
642,False
720,False
872,False
731,False
587,False
842,False
590,False
881,False
674,False
734,False
661,False
656,False
738,False
892,False
867,False
870,False
771,False
632,False
707,False
940,False
520,False
741,False
969,False
791,False
887,False
629,False
543,False
808,False
954,False
534,False
657,False
836,False
617,False
644,False
775,False
882,False
719,False
516,False
748,False
827,False
802,False
900,False
693,False
959,False
903,False
761,False
706,False
578,False
662,False
702,False
766,False
737,False
822,False
692,False
671,False
722,False
785,False
860,False
542,False
522,False
914,False
639,False
810,False
726,False
605,False
948,False
990,False
902,False
792,False
968,False
844,False
815,False
564,False
960,False
602,False
938,False
509,False
581,False
583,False
998,False
830,False
615,False
638,False
