r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.9606666962305704,0.5533333222071329,2.6496666666666666,0.0,0.0,0.0,0.0,,0.019731531159348895,0.07571877395560297,0.34289405555263475
individualized,acceptance,0.75,0.75,1.0,1.0,,0.9886666933695475,0.11999999980131786,1.0296666666666667,0.0,0.0,0.0,0.0,,0.011015150791450257,0.026457510407233525,0.11850879010998876
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.990666667620341,0.11999999980131786,1.0296666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.004163392930396486,0.026457510407233525,0.11850879010998876
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9773333470026652,0.5533333222071329,2.6496666666666666,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.0075719167548047,0.07571877395560297,0.34289405555263475
subpopulation,acceptance,0.75,0.75,1.0,0.9933333333333333,,0.9566666881243387,0.5566666523615519,2.655,0.0,0.0,0.0,0.011547005383792525,,0.023094023156254723,0.07371114504727284,0.3243624515877264
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.9886666933695475,0.11999999980131786,1.0296666666666667,0.0,0.0,0.0,0.0,,0.011015150791450257,0.026457510407233525,0.11850879010998876
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.990666667620341,0.11999999980131786,5.726,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.004163392930396486,0.026457510407233525,0.3097127701597083
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9773333271344503,0.5400000015894572,2.7183333333333337,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.009451667223534063,0.08660252661334078,0.35562948884103135
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.9566666682561239,0.4866666595141093,2.765333333333334,0.0,0.0,0.0,0.0,,0.025006685469352048,0.09609021868329642,0.37911651683002845
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.9886666933695475,0.11999999980131786,1.0296666666666667,0.0,0.0,0.0,0.0,,0.011015150791450257,0.026457510407233525,0.11850879010998876
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.990666667620341,0.11999999980131786,4.859000000000001,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.004163392930396486,0.026457510407233525,0.3747118893229838
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9753333330154419,0.4866666595141093,2.765333333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.007571903635054274,0.09609021868329642,0.37911651683002845
individualized,improvement,0.75,0.75,1.0,0.9633333333333333,1.0,0.9633333086967468,1.0,5.313666666666666,0.0,0.0,0.0,0.005773502691896262,0.0,0.005773600424128143,0.0,0.7267505303288971
individualized,improvement,0.75,0.75,1.0,0.8633333333333333,1.0,0.8633333643277487,1.0,5.313666666666666,0.0,0.0,0.0,0.04163331998932269,0.0,0.04163331369003154,0.0,0.7267505303288971
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.89,1.0,0.8893333673477173,1.0,1.0296666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.02645751311064593,0.0,0.027592218076503756,0.0,0.11850879010998876
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9866666666666667,1.0,0.9866666396458944,1.0,6.126333333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896262,0.0,0.005773462773097318,0.0,0.7271597715312189
subpopulation,improvement,0.75,0.75,1.0,0.8133333333333334,,0.8133333325386047,1.0,4.921666666666666,0.0,0.0,0.0,0.06429100507328636,,0.0642909993870333,0.0,0.7607616797219305
subpopulation,improvement,0.75,0.75,1.0,0.8300000000000001,,0.8299999833106995,1.0,4.921666666666666,0.0,0.0,0.0,0.07810249675906655,,0.07810247569587504,0.0,0.7607616797219305
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9166666666666666,,0.9166666467984518,0.996666669845581,1.0296666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.02081665999466128,,0.020816630597991867,0.005773497185855025,0.11850879010998876
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.7799999999999999,,0.7799999912579855,0.996666669845581,4.859000000000001,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0888819441731559,,0.08888194994035638,0.005773497185855025,0.3747118893229838
