r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.9520000020662943,0.1733333319425583,4.379,0.0,0.0,0.0,0.0,,0.03649655605425913,0.03214549737574746,0.5574979820591278
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9259999791781107,0.1566666637857755,4.236999999999999,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.01216548602167103,0.03511884594184737,0.5280028409014486
subpopulation,acceptance,0.75,0.75,1.0,0.9733333333333333,,0.921999990940094,0.17666666706403097,3.0780000000000003,0.0,0.0,0.0,0.005773502691896262,,0.05230679076839874,0.015275254007404484,0.031112698372208748
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9966666666666667,,0.9300000468889872,0.1400000030795733,4.34,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896262,,0.024000048637414808,0.04000000283122068,0.5624206610714086
individualized,counterfactual,0.75,0.75,1.0,0.9933333333333333,,0.9413333137830099,0.08333333457509677,2.753666666666667,0.0,0.0,0.0,0.005773502691896262,,0.06401048097872943,0.02081666191546821,0.3945026404643363
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9933333333333333,,0.9233334064483643,0.08333333457509677,4.379,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896262,,0.03324660733732808,0.02081666191546821,0.5574979820591278
individualized,improvement,0.75,0.75,1.0,0.9266666666666667,1.0,0.9266666571299235,1.0,4.228000000000001,0.0,0.0,0.0,0.025166114784235805,0.0,0.025166122363274486,0.0,0.5380827073972928
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,1.0,1.0,5.091333333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.33457634903461675
subpopulation,improvement,0.75,0.75,1.0,0.79,,0.793999969959259,1.0,4.1259999999999994,0.0,0.0,0.0,0.03605551275463986,,0.0353836062446151,0.0,0.5508910963157778
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.89,,0.8919999798138937,1.0,3.3523333333333336,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.040000000000000036,,0.039038446891409576,0.0,0.40770741142801603
