,y_hat
890,False
859,False
950,False
606,False
529,False
670,False
905,False
682,False
642,False
986,False
952,False
657,False
843,False
791,False
687,False
961,False
560,False
842,False
677,False
509,False
727,False
798,False
745,False
600,False
964,False
707,False
557,False
694,False
989,False
501,False
807,False
741,False
724,False
744,False
794,False
618,False
818,False
897,False
873,False
730,False
742,False
951,False
756,False
899,False
672,False
541,False
825,False
856,False
998,False
904,False
864,False
882,False
735,False
895,False
732,False
885,False
562,False
912,False
824,False
829,False
772,False
537,False
674,False
763,False
740,False
802,False
911,False
823,False
731,False
688,False
833,False
625,False
722,False
559,False
570,False
771,False
835,False
870,False
749,False
609,False
710,False
567,False
774,False
504,False
588,False
706,False
892,False
990,False
596,False
924,False
714,False
810,False
573,False
760,False
608,False
522,False
913,False
840,False
795,False
846,False
