,x1,x2
587,-0.0,3.8
583,2.0,0.0
754,1.0,4.7
926,0.8,2.9
617,0.9,3.0
968,0.9,2.5
670,1.1,2.6
769,1.4,3.7
645,0.1,4.1
815,-0.0,3.6
954,0.6,3.1
811,0.3,3.1
693,1.6,1.8
592,0.8,4.2
837,-0.0,3.6
906,-0.0,3.4
671,0.3,3.1
839,1.3,2.8
690,0.8,2.7
649,0.5,3.0
844,0.5,4.2
857,1.5,2.7
537,0.7,2.6
549,0.4,4.7
809,1.3,2.3
877,1.8,2.2
891,0.3,2.9
840,-0.0,3.3
561,1.6,-0.0
975,0.3,2.8
531,2.2,-0.0
603,1.5,2.8
984,0.5,3.6
651,0.1,4.2
658,0.1,3.1
792,0.1,2.6
925,0.1,3.1
869,-0.0,3.1
805,0.7,2.3
977,0.3,2.5
766,0.0,4.1
974,0.5,2.6
553,0.0,3.1
756,0.5,3.1
675,0.2,3.0
814,0.8,2.6
878,0.9,3.1
722,1.4,2.1
730,0.7,4.2
911,1.9,3.1
665,0.0,0.0
979,1.5,4.2
599,0.7,3.1
704,1.7,0.0
803,0.2,3.0
929,0.4,3.6
922,0.9,3.0
614,2.0,0.0
683,0.0,4.1
712,0.6,2.6
579,0.3,2.5
646,0.7,2.1
856,0.3,3.6
622,0.7,2.4
843,0.2,3.0
955,0.6,2.1
602,0.8,2.8
995,0.9,2.3
961,1.6,-0.0
543,0.5,3.1
552,0.1,2.9
851,0.5,2.8
988,1.8,0.0
870,1.0,2.6
679,1.9,-0.0
950,1.5,0.0
750,1.1,3.7
514,1.1,4.2
920,0.0,0.0
751,1.8,-0.0
513,0.2,2.7
818,0.7,3.7
559,1.0,3.1
848,1.3,4.1
775,0.0,2.7
506,1.8,0.0
551,0.1,3.5
510,0.0,4.2
547,0.1,4.1
793,1.3,2.0
936,0.3,4.2
912,0.0,3.6
717,0.3,4.2
942,1.0,2.3
886,1.0,2.1
577,0.2,2.8
838,0.2,3.7
689,1.4,2.1
580,1.1,3.1
565,0.3,3.3
