,years_experience,degree,nr_commits,nr_languages,nr_stars
0,3.0,2.0,3034.0,1.0,15.0
1,4.0,2.0,4043.0,1.0,14.0
2,6.0,2.0,6064.0,1.0,11.0
3,2.0,0.0,21.0,4.0,3.0
4,1.0,0.0,18.0,1.0,4.0
5,3.0,2.0,3036.0,4.0,13.0
6,1.0,0.0,13.0,0.0,3.0
7,2.0,2.0,2026.0,5.0,11.0
8,1.0,1.0,14.0,2.0,4.0
9,2.0,2.0,21.0,1.0,4.0
10,2.0,0.0,21.0,1.0,2.0
11,3.0,0.0,33.0,1.0,9.0
12,4.0,1.0,4043.0,5.0,15.0
13,1.0,2.0,1012.0,2.0,15.0
14,5.0,2.0,5054.0,9.0,20.0
15,1.0,0.0,16.0,9.0,2.0
16,4.0,2.0,4041.0,1.0,16.0
17,5.0,0.0,5054.0,2.0,17.0
18,3.0,0.0,3031.0,3.0,16.0
19,5.0,0.0,5055.0,3.0,10.0
20,4.0,0.0,4042.0,7.0,13.0
21,7.0,0.0,7072.0,6.0,12.0
22,6.0,0.0,6064.0,1.0,19.0
23,3.0,0.0,36.0,1.0,4.0
24,2.0,2.0,2023.0,5.0,14.0
25,1.0,0.0,14.0,3.0,8.0
26,1.0,2.0,1014.0,2.0,17.0
27,3.0,2.0,3035.0,7.0,11.0
28,3.0,0.0,35.0,5.0,7.0
29,1.0,2.0,1017.0,6.0,12.0
30,2.0,1.0,2022.0,6.0,13.0
31,4.0,0.0,4043.0,2.0,15.0
32,2.0,2.0,2023.0,4.0,11.0
33,3.0,3.0,3035.0,4.0,12.0
34,1.0,3.0,1012.0,2.0,17.0
35,4.0,1.0,4047.0,4.0,14.0
36,9.0,0.0,9095.0,7.0,12.0
37,6.0,2.0,6065.0,1.0,19.0
38,6.0,2.0,6065.0,2.0,15.0
39,4.0,0.0,4044.0,3.0,15.0
40,3.0,0.0,35.0,5.0,2.0
41,0.0,1.0,3.0,7.0,4.0
42,3.0,0.0,34.0,1.0,1.0
43,5.0,0.0,5055.0,10.0,12.0
44,5.0,2.0,5053.0,1.0,23.0
45,4.0,0.0,4042.0,1.0,11.0
46,2.0,0.0,23.0,2.0,4.0
47,2.0,1.0,20.0,8.0,4.0
48,2.0,2.0,2023.0,3.0,13.0
49,1.0,2.0,1011.0,8.0,10.0
50,8.0,3.0,8081.0,6.0,15.0
51,3.0,2.0,3034.0,5.0,12.0
52,4.0,2.0,4048.0,5.0,14.0
53,7.0,0.0,7072.0,4.0,14.0
54,2.0,2.0,2022.0,7.0,14.0
55,3.0,2.0,3039.0,7.0,11.0
56,1.0,2.0,1018.0,9.0,16.0
57,1.0,3.0,1016.0,4.0,13.0
58,1.0,2.0,1017.0,4.0,10.0
59,2.0,1.0,23.0,1.0,7.0
60,7.0,0.0,7072.0,6.0,12.0
61,7.0,1.0,7074.0,4.0,17.0
62,4.0,1.0,4042.0,10.0,12.0
63,5.0,0.0,5057.0,4.0,14.0
64,1.0,2.0,1019.0,5.0,19.0
65,0.0,0.0,8.0,6.0,2.0
66,0.0,0.0,2.0,2.0,5.0
67,1.0,0.0,14.0,3.0,1.0
68,3.0,0.0,35.0,2.0,2.0
69,4.0,3.0,4043.0,3.0,14.0
70,0.0,0.0,6.0,4.0,0.0
71,5.0,0.0,5052.0,8.0,16.0
72,1.0,0.0,20.0,5.0,2.0
73,4.0,2.0,4041.0,2.0,16.0
74,2.0,0.0,24.0,5.0,2.0
75,2.0,1.0,27.0,4.0,1.0
76,1.0,0.0,11.0,4.0,2.0
77,0.0,1.0,4.0,1.0,3.0
78,3.0,1.0,3039.0,9.0,15.0
79,3.0,0.0,32.0,3.0,3.0
80,5.0,1.0,5056.0,6.0,14.0
81,1.0,0.0,12.0,13.0,1.0
82,5.0,0.0,5053.0,4.0,13.0
83,5.0,2.0,5053.0,1.0,16.0
84,2.0,2.0,2022.0,2.0,16.0
85,1.0,2.0,1015.0,2.0,12.0
86,2.0,2.0,2025.0,4.0,18.0
87,0.0,2.0,4.0,5.0,3.0
88,4.0,2.0,4042.0,5.0,18.0
89,5.0,0.0,5052.0,6.0,10.0
90,1.0,2.0,1014.0,2.0,12.0
91,3.0,2.0,3036.0,2.0,15.0
92,1.0,0.0,16.0,0.0,2.0
93,5.0,0.0,5053.0,6.0,13.0
94,3.0,0.0,33.0,0.0,7.0
95,1.0,1.0,15.0,2.0,1.0
96,3.0,0.0,30.0,2.0,6.0
97,3.0,0.0,32.0,1.0,2.0
98,2.0,1.0,27.0,3.0,3.0
99,2.0,2.0,2026.0,2.0,13.0
100,1.0,1.0,14.0,2.0,3.0
101,1.0,0.0,21.0,5.0,7.0
102,2.0,1.0,2024.0,8.0,13.0
103,1.0,0.0,11.0,7.0,14.0
104,3.0,2.0,3038.0,20.0,15.0
105,0.0,3.0,5.0,1.0,12.0
106,0.0,1.0,6.0,5.0,5.0
107,1.0,0.0,15.0,0.0,6.0
108,4.0,0.0,4047.0,2.0,14.0
109,1.0,2.0,1016.0,4.0,13.0
110,1.0,0.0,16.0,8.0,7.0
111,2.0,1.0,25.0,0.0,1.0
112,3.0,3.0,3033.0,5.0,14.0
113,3.0,0.0,3034.0,5.0,10.0
114,3.0,1.0,3031.0,4.0,15.0
115,1.0,2.0,17.0,10.0,4.0
116,2.0,0.0,24.0,7.0,9.0
117,7.0,1.0,7075.0,12.0,10.0
118,9.0,0.0,9098.0,13.0,15.0
119,2.0,1.0,26.0,7.0,8.0
120,2.0,2.0,21.0,5.0,3.0
121,1.0,1.0,1017.0,4.0,10.0
122,4.0,1.0,4046.0,5.0,13.0
123,4.0,0.0,4047.0,8.0,14.0
124,10.0,0.0,10105.0,2.0,12.0
125,3.0,3.0,3037.0,4.0,13.0
126,2.0,0.0,27.0,1.0,7.0
127,6.0,0.0,6067.0,3.0,13.0
128,7.0,0.0,7070.0,6.0,15.0
129,3.0,1.0,3033.0,1.0,14.0
130,1.0,0.0,15.0,1.0,6.0
131,2.0,3.0,2025.0,1.0,14.0
132,0.0,0.0,2.0,0.0,0.0
133,5.0,1.0,5053.0,5.0,14.0
134,5.0,0.0,5054.0,3.0,18.0
135,4.0,3.0,4041.0,9.0,17.0
136,4.0,0.0,4047.0,7.0,12.0
137,4.0,0.0,4043.0,8.0,12.0
138,5.0,0.0,5059.0,10.0,11.0
139,1.0,0.0,16.0,4.0,4.0
140,0.0,2.0,4.0,3.0,11.0
141,1.0,2.0,1013.0,2.0,15.0
142,1.0,2.0,16.0,6.0,3.0
143,2.0,3.0,2021.0,4.0,21.0
144,1.0,0.0,13.0,2.0,3.0
145,5.0,0.0,5052.0,1.0,11.0
146,4.0,2.0,4042.0,9.0,12.0
147,3.0,2.0,3032.0,7.0,13.0
148,1.0,0.0,14.0,3.0,3.0
149,2.0,2.0,2023.0,15.0,11.0
150,2.0,1.0,23.0,5.0,4.0
151,3.0,1.0,3036.0,1.0,12.0
152,7.0,0.0,7073.0,11.0,13.0
153,1.0,2.0,10.0,18.0,7.0
154,3.0,0.0,33.0,0.0,1.0
155,3.0,3.0,3034.0,7.0,14.0
156,2.0,0.0,28.0,4.0,6.0
157,4.0,3.0,4041.0,2.0,12.0
158,5.0,0.0,5053.0,1.0,11.0
159,3.0,0.0,3031.0,2.0,10.0
160,9.0,0.0,9096.0,8.0,18.0
161,2.0,2.0,2024.0,4.0,16.0
162,2.0,2.0,2024.0,5.0,11.0
163,2.0,0.0,24.0,0.0,3.0
164,0.0,0.0,8.0,12.0,3.0
165,1.0,2.0,1016.0,2.0,14.0
166,2.0,1.0,23.0,0.0,0.0
167,5.0,0.0,5054.0,7.0,12.0
168,0.0,1.0,3.0,5.0,6.0
169,2.0,0.0,24.0,4.0,0.0
170,1.0,1.0,12.0,5.0,6.0
171,2.0,3.0,2021.0,7.0,17.0
172,4.0,0.0,4042.0,9.0,13.0
173,3.0,2.0,3034.0,4.0,15.0
174,2.0,2.0,2024.0,2.0,13.0
175,3.0,0.0,35.0,2.0,3.0
176,3.0,0.0,32.0,1.0,0.0
177,2.0,0.0,28.0,0.0,1.0
178,0.0,0.0,4.0,3.0,5.0
179,0.0,2.0,3.0,2.0,3.0
180,4.0,1.0,4043.0,8.0,18.0
181,3.0,2.0,3033.0,2.0,16.0
182,7.0,2.0,7076.0,3.0,11.0
183,1.0,0.0,11.0,3.0,3.0
184,2.0,1.0,2023.0,1.0,23.0
185,3.0,2.0,3034.0,2.0,17.0
186,1.0,0.0,12.0,4.0,5.0
187,1.0,2.0,1012.0,6.0,12.0
188,6.0,0.0,6063.0,3.0,10.0
189,3.0,1.0,3037.0,9.0,14.0
190,1.0,0.0,15.0,4.0,2.0
191,5.0,0.0,5056.0,5.0,13.0
192,5.0,0.0,5053.0,3.0,16.0
193,1.0,2.0,14.0,4.0,10.0
194,0.0,3.0,6.0,13.0,15.0
195,0.0,2.0,5.0,3.0,0.0
196,5.0,1.0,5052.0,12.0,13.0
197,3.0,1.0,3035.0,2.0,13.0
198,3.0,2.0,3035.0,5.0,15.0
199,5.0,0.0,5053.0,6.0,12.0
200,0.0,0.0,3.0,4.0,7.0
201,4.0,2.0,4042.0,6.0,16.0
202,5.0,1.0,5054.0,9.0,15.0
203,6.0,0.0,6061.0,3.0,14.0
204,0.0,0.0,5.0,0.0,3.0
205,7.0,0.0,7074.0,6.0,16.0
206,7.0,0.0,7074.0,3.0,13.0
207,6.0,1.0,6062.0,1.0,17.0
208,6.0,0.0,6061.0,2.0,15.0
209,1.0,1.0,12.0,2.0,0.0
210,3.0,2.0,3031.0,3.0,13.0
211,7.0,1.0,7071.0,2.0,10.0
212,5.0,0.0,5055.0,9.0,17.0
213,2.0,1.0,20.0,5.0,9.0
214,6.0,3.0,6068.0,5.0,18.0
215,4.0,0.0,4041.0,3.0,12.0
216,5.0,3.0,5052.0,5.0,16.0
217,2.0,2.0,2024.0,5.0,14.0
218,2.0,3.0,2024.0,6.0,12.0
219,0.0,2.0,2.0,1.0,3.0
220,7.0,3.0,7070.0,3.0,16.0
221,2.0,2.0,2024.0,11.0,13.0
222,1.0,0.0,15.0,1.0,0.0
223,1.0,1.0,12.0,3.0,2.0
224,5.0,3.0,5057.0,6.0,20.0
225,4.0,3.0,4043.0,2.0,15.0
226,2.0,0.0,25.0,1.0,5.0
227,11.0,2.0,11113.0,5.0,17.0
228,1.0,3.0,1015.0,4.0,13.0
229,0.0,3.0,2.0,8.0,11.0
230,4.0,2.0,4043.0,8.0,13.0
231,3.0,2.0,3031.0,2.0,13.0
232,1.0,2.0,1015.0,10.0,12.0
233,6.0,1.0,6062.0,4.0,14.0
234,6.0,0.0,6063.0,3.0,15.0
235,2.0,2.0,2025.0,2.0,18.0
236,1.0,0.0,20.0,2.0,3.0
237,1.0,2.0,14.0,2.0,3.0
238,1.0,2.0,14.0,1.0,3.0
239,2.0,3.0,2028.0,2.0,17.0
240,1.0,0.0,14.0,4.0,3.0
241,4.0,0.0,4043.0,5.0,13.0
242,1.0,0.0,13.0,5.0,1.0
243,0.0,2.0,5.0,4.0,4.0
244,7.0,2.0,7078.0,3.0,22.0
245,2.0,2.0,2022.0,4.0,11.0
246,6.0,0.0,6061.0,5.0,15.0
247,5.0,2.0,5052.0,2.0,15.0
248,4.0,0.0,4044.0,2.0,13.0
249,0.0,0.0,3.0,7.0,4.0
250,4.0,0.0,4043.0,10.0,16.0
251,3.0,2.0,3035.0,2.0,14.0
252,4.0,0.0,4042.0,1.0,12.0
253,9.0,0.0,9091.0,3.0,12.0
254,2.0,2.0,2023.0,3.0,13.0
255,8.0,0.0,8082.0,5.0,13.0
256,3.0,3.0,3036.0,1.0,14.0
257,3.0,1.0,3034.0,4.0,12.0
258,5.0,3.0,5055.0,1.0,15.0
259,5.0,2.0,5053.0,8.0,12.0
260,2.0,0.0,24.0,5.0,4.0
261,2.0,2.0,2022.0,3.0,12.0
262,0.0,0.0,2.0,6.0,4.0
263,2.0,1.0,2021.0,1.0,15.0
264,3.0,2.0,3034.0,1.0,11.0
265,1.0,0.0,17.0,0.0,3.0
266,3.0,2.0,3035.0,7.0,17.0
267,2.0,0.0,25.0,3.0,2.0
268,2.0,0.0,22.0,6.0,1.0
269,1.0,0.0,14.0,1.0,0.0
270,8.0,0.0,8084.0,4.0,16.0
271,3.0,2.0,3038.0,3.0,15.0
272,4.0,0.0,4045.0,2.0,15.0
273,2.0,2.0,2023.0,7.0,13.0
274,2.0,0.0,27.0,1.0,3.0
275,3.0,0.0,35.0,10.0,2.0
276,8.0,1.0,8082.0,6.0,14.0
277,5.0,0.0,5053.0,5.0,11.0
278,0.0,1.0,4.0,11.0,1.0
279,4.0,0.0,42.0,2.0,9.0
280,2.0,3.0,2023.0,8.0,18.0
281,5.0,0.0,5051.0,6.0,21.0
282,3.0,2.0,3035.0,2.0,17.0
283,1.0,2.0,15.0,1.0,3.0
284,1.0,0.0,14.0,3.0,2.0
285,5.0,0.0,5053.0,8.0,11.0
286,2.0,3.0,2025.0,2.0,16.0
287,4.0,3.0,4049.0,4.0,14.0
288,1.0,0.0,14.0,1.0,3.0
289,1.0,2.0,18.0,1.0,1.0
290,2.0,1.0,21.0,2.0,7.0
291,2.0,0.0,22.0,11.0,8.0
292,2.0,0.0,22.0,3.0,6.0
293,3.0,0.0,3035.0,10.0,14.0
294,4.0,0.0,4048.0,3.0,17.0
295,4.0,2.0,4042.0,3.0,12.0
296,4.0,2.0,4043.0,6.0,13.0
297,2.0,0.0,22.0,8.0,4.0
298,7.0,2.0,7073.0,6.0,19.0
299,5.0,2.0,5059.0,6.0,13.0
300,5.0,3.0,5054.0,5.0,17.0
301,2.0,2.0,2027.0,12.0,17.0
302,1.0,1.0,18.0,8.0,4.0
303,5.0,0.0,5051.0,5.0,13.0
304,3.0,0.0,32.0,7.0,4.0
305,3.0,1.0,3032.0,1.0,18.0
306,8.0,0.0,8086.0,1.0,14.0
307,0.0,2.0,4.0,4.0,3.0
308,3.0,2.0,3036.0,8.0,10.0
309,8.0,2.0,8087.0,8.0,15.0
310,2.0,0.0,26.0,0.0,1.0
311,0.0,2.0,2.0,5.0,5.0
312,2.0,0.0,28.0,4.0,3.0
313,1.0,0.0,12.0,4.0,6.0
314,0.0,2.0,2.0,0.0,5.0
315,1.0,2.0,1016.0,4.0,11.0
316,3.0,0.0,35.0,1.0,3.0
317,3.0,3.0,3037.0,3.0,14.0
318,5.0,1.0,5053.0,6.0,13.0
319,3.0,2.0,3034.0,4.0,19.0
320,5.0,1.0,5054.0,3.0,15.0
321,2.0,0.0,23.0,0.0,2.0
322,2.0,2.0,2027.0,4.0,11.0
323,5.0,0.0,5051.0,1.0,15.0
324,0.0,0.0,2.0,0.0,8.0
325,1.0,0.0,16.0,7.0,0.0
326,2.0,2.0,2020.0,3.0,12.0
327,5.0,0.0,5053.0,7.0,14.0
328,2.0,1.0,27.0,7.0,1.0
329,7.0,1.0,7077.0,7.0,13.0
330,1.0,0.0,11.0,5.0,1.0
331,0.0,2.0,2.0,9.0,10.0
332,0.0,0.0,7.0,1.0,5.0
333,1.0,2.0,1014.0,9.0,13.0
334,1.0,3.0,1015.0,14.0,13.0
335,3.0,2.0,3034.0,3.0,13.0
336,4.0,0.0,4043.0,1.0,16.0
337,1.0,2.0,1013.0,9.0,14.0
338,1.0,2.0,1014.0,4.0,11.0
339,2.0,0.0,24.0,4.0,4.0
340,2.0,0.0,26.0,5.0,1.0
341,2.0,2.0,2027.0,1.0,16.0
342,2.0,2.0,2021.0,7.0,15.0
343,2.0,0.0,21.0,0.0,6.0
344,1.0,1.0,14.0,0.0,4.0
345,0.0,1.0,2.0,2.0,1.0
346,1.0,0.0,13.0,3.0,8.0
347,2.0,0.0,24.0,3.0,2.0
348,0.0,1.0,6.0,3.0,1.0
349,4.0,0.0,4048.0,5.0,10.0
350,6.0,0.0,6063.0,7.0,13.0
351,2.0,3.0,2021.0,5.0,20.0
352,3.0,1.0,3037.0,1.0,16.0
353,4.0,2.0,4042.0,12.0,17.0
354,3.0,0.0,3034.0,4.0,12.0
355,3.0,0.0,3036.0,3.0,12.0
356,4.0,2.0,4041.0,10.0,17.0
357,5.0,2.0,5057.0,5.0,11.0
358,6.0,2.0,6069.0,3.0,15.0
359,2.0,1.0,2022.0,4.0,15.0
360,7.0,1.0,7072.0,1.0,20.0
361,2.0,3.0,2025.0,1.0,18.0
362,3.0,2.0,3033.0,1.0,12.0
363,4.0,0.0,4048.0,18.0,12.0
364,4.0,1.0,4044.0,11.0,12.0
365,3.0,1.0,3030.0,5.0,11.0
366,7.0,2.0,7072.0,8.0,13.0
367,2.0,2.0,2026.0,2.0,12.0
368,5.0,2.0,5055.0,8.0,12.0
369,8.0,1.0,8088.0,1.0,12.0
370,6.0,0.0,6066.0,1.0,12.0
371,0.0,2.0,6.0,5.0,2.0
372,3.0,1.0,3034.0,1.0,15.0
373,3.0,2.0,3032.0,7.0,14.0
374,3.0,2.0,3036.0,5.0,10.0
375,3.0,2.0,3033.0,4.0,13.0
376,0.0,1.0,0.0,6.0,2.0
377,1.0,0.0,14.0,9.0,1.0
378,3.0,3.0,3034.0,5.0,19.0
379,5.0,0.0,5051.0,3.0,10.0
380,5.0,2.0,5051.0,4.0,17.0
381,2.0,0.0,22.0,7.0,4.0
382,0.0,3.0,3.0,1.0,12.0
383,1.0,0.0,17.0,1.0,6.0
384,2.0,1.0,25.0,7.0,1.0
385,4.0,2.0,4044.0,1.0,15.0
386,1.0,0.0,14.0,2.0,5.0
387,2.0,2.0,2023.0,3.0,17.0
388,3.0,1.0,3035.0,1.0,12.0
389,4.0,0.0,4042.0,5.0,19.0
390,5.0,3.0,5054.0,1.0,17.0
391,1.0,2.0,1012.0,2.0,20.0
392,5.0,2.0,5054.0,1.0,13.0
393,0.0,2.0,9.0,7.0,13.0
394,11.0,0.0,11116.0,2.0,11.0
395,6.0,0.0,6071.0,2.0,16.0
396,1.0,2.0,1018.0,1.0,13.0
397,3.0,0.0,3032.0,5.0,12.0
398,3.0,0.0,33.0,2.0,2.0
399,1.0,1.0,13.0,4.0,4.0
400,4.0,0.0,4043.0,4.0,14.0
401,0.0,0.0,3.0,6.0,2.0
402,2.0,1.0,23.0,5.0,3.0
403,6.0,2.0,6062.0,13.0,14.0
404,2.0,3.0,2022.0,4.0,13.0
405,3.0,1.0,3036.0,10.0,17.0
406,4.0,3.0,4042.0,3.0,15.0
407,1.0,0.0,10.0,7.0,8.0
408,4.0,0.0,4046.0,2.0,12.0
409,3.0,2.0,3033.0,5.0,12.0
410,4.0,2.0,4047.0,2.0,14.0
411,3.0,2.0,3038.0,1.0,11.0
412,3.0,2.0,3034.0,8.0,15.0
413,2.0,0.0,23.0,4.0,1.0
414,5.0,0.0,5054.0,7.0,16.0
415,2.0,2.0,2024.0,2.0,12.0
416,3.0,2.0,3039.0,4.0,13.0
417,3.0,2.0,3033.0,2.0,17.0
418,1.0,0.0,14.0,6.0,2.0
419,1.0,3.0,1013.0,8.0,17.0
420,1.0,1.0,16.0,3.0,6.0
421,3.0,2.0,3032.0,7.0,14.0
422,1.0,2.0,1015.0,8.0,14.0
423,3.0,0.0,34.0,3.0,10.0
424,1.0,0.0,13.0,9.0,3.0
425,1.0,1.0,14.0,1.0,4.0
426,1.0,2.0,1015.0,7.0,15.0
427,4.0,0.0,4044.0,5.0,11.0
428,2.0,2.0,2022.0,6.0,14.0
429,1.0,0.0,14.0,4.0,1.0
430,4.0,0.0,4043.0,2.0,14.0
431,1.0,0.0,15.0,9.0,8.0
432,4.0,0.0,4043.0,7.0,12.0
433,4.0,0.0,4040.0,9.0,15.0
434,4.0,1.0,4046.0,1.0,12.0
435,3.0,0.0,34.0,2.0,0.0
436,1.0,0.0,21.0,0.0,2.0
437,3.0,0.0,31.0,11.0,6.0
438,7.0,0.0,7076.0,14.0,14.0
439,2.0,0.0,28.0,1.0,2.0
440,3.0,2.0,3034.0,6.0,13.0
441,6.0,2.0,6060.0,5.0,11.0
442,4.0,1.0,4044.0,1.0,14.0
443,1.0,0.0,15.0,0.0,7.0
444,5.0,2.0,5055.0,3.0,17.0
445,4.0,0.0,4045.0,3.0,14.0
446,2.0,2.0,2026.0,14.0,13.0
447,7.0,0.0,7076.0,4.0,12.0
448,3.0,0.0,33.0,9.0,6.0
449,5.0,2.0,5051.0,1.0,15.0
450,2.0,2.0,2023.0,3.0,12.0
451,2.0,0.0,24.0,0.0,1.0
452,1.0,3.0,1013.0,8.0,13.0
453,3.0,1.0,3039.0,5.0,11.0
454,1.0,0.0,14.0,2.0,3.0
455,6.0,0.0,6061.0,7.0,12.0
456,3.0,0.0,34.0,7.0,5.0
457,1.0,0.0,18.0,4.0,1.0
458,5.0,0.0,5056.0,4.0,15.0
459,7.0,0.0,7075.0,1.0,18.0
460,3.0,1.0,3031.0,3.0,15.0
461,3.0,0.0,3035.0,3.0,13.0
462,3.0,1.0,35.0,4.0,4.0
463,1.0,0.0,16.0,0.0,1.0
464,1.0,0.0,15.0,12.0,8.0
465,2.0,2.0,2024.0,4.0,10.0
466,0.0,3.0,4.0,1.0,15.0
467,3.0,1.0,3033.0,14.0,11.0
468,5.0,1.0,5056.0,2.0,14.0
469,6.0,1.0,6067.0,11.0,14.0
470,4.0,1.0,4045.0,5.0,17.0
471,3.0,2.0,3031.0,1.0,15.0
472,1.0,0.0,13.0,6.0,4.0
473,2.0,2.0,2021.0,2.0,13.0
474,2.0,2.0,2022.0,1.0,17.0
475,0.0,0.0,5.0,3.0,6.0
476,8.0,2.0,8082.0,1.0,12.0
477,6.0,0.0,6063.0,2.0,13.0
478,3.0,1.0,3033.0,2.0,14.0
479,2.0,0.0,23.0,2.0,5.0
480,4.0,1.0,4047.0,3.0,17.0
481,7.0,1.0,7075.0,2.0,13.0
482,5.0,2.0,5052.0,1.0,11.0
483,0.0,1.0,3.0,6.0,5.0
484,2.0,0.0,29.0,6.0,5.0
485,5.0,0.0,5052.0,4.0,17.0
486,3.0,2.0,3033.0,2.0,14.0
487,1.0,0.0,14.0,9.0,5.0
488,2.0,1.0,2022.0,1.0,18.0
489,3.0,0.0,35.0,6.0,5.0
490,4.0,0.0,4044.0,6.0,17.0
491,4.0,0.0,4043.0,4.0,14.0
492,2.0,0.0,24.0,2.0,0.0
493,7.0,0.0,7072.0,4.0,16.0
494,4.0,0.0,4042.0,5.0,21.0
495,6.0,0.0,6065.0,5.0,14.0
496,1.0,2.0,1015.0,1.0,10.0
497,3.0,0.0,32.0,5.0,9.0
498,2.0,1.0,25.0,3.0,4.0
499,1.0,0.0,11.0,8.0,6.0
500,2.0,1.0,22.0,0.0,10.0
501,1.0,0.0,17.0,2.0,4.0
502,2.0,0.0,24.0,2.0,1.0
503,5.0,0.0,5056.0,2.0,14.0
504,0.0,1.0,3.0,16.0,2.0
505,2.0,0.0,23.0,3.0,4.0
506,11.0,1.0,11119.0,10.0,21.0
507,1.0,0.0,18.0,1.0,8.0
508,0.0,0.0,5.0,0.0,3.0
509,3.0,2.0,3034.0,7.0,19.0
510,3.0,0.0,31.0,5.0,6.0
511,0.0,0.0,4.0,5.0,5.0
512,2.0,3.0,2023.0,3.0,17.0
513,1.0,2.0,16.0,7.0,1.0
514,1.0,2.0,1011.0,3.0,13.0
515,3.0,2.0,3033.0,3.0,13.0
516,6.0,0.0,6064.0,1.0,13.0
517,2.0,0.0,22.0,9.0,2.0
518,1.0,1.0,10.0,9.0,5.0
519,4.0,2.0,4046.0,1.0,18.0
520,6.0,2.0,6067.0,2.0,17.0
521,3.0,3.0,3035.0,4.0,14.0
