,y_hat
964,False
871,False
552,False
751,False
639,False
558,False
775,False
710,False
662,False
615,False
700,False
841,False
937,False
515,False
568,False
833,False
526,False
856,False
688,False
560,False
761,False
808,False
817,False
581,False
785,False
812,False
957,False
701,False
637,False
743,False
947,False
592,False
562,False
617,False
721,False
658,False
948,False
598,False
507,False
566,False
522,False
567,False
924,False
541,False
831,False
506,False
647,False
502,False
973,False
504,False
904,False
753,False
527,False
880,False
685,False
939,False
896,False
636,False
858,False
799,False
782,False
746,False
794,False
926,False
993,False
959,False
513,False
732,False
599,False
829,False
834,False
988,False
778,False
605,False
594,False
845,False
912,False
622,False
954,False
838,False
756,False
909,False
763,False
981,False
737,False
921,False
791,False
760,False
521,False
920,False
835,False
509,False
943,False
832,False
865,False
777,False
750,False
725,False
720,False
950,False
