,0
902,0.0
769,1.0
862,1.0
660,1.0
630,1.0
793,1.0
654,1.0
782,1.0
577,1.0
962,1.0
646,1.0
983,1.0
865,0.0
624,1.0
546,0.0
965,1.0
829,1.0
713,1.0
715,1.0
585,1.0
592,1.0
874,1.0
843,0.0
952,1.0
536,0.0
877,1.0
935,1.0
615,1.0
641,1.0
904,1.0
696,1.0
855,0.0
687,0.0
619,1.0
799,1.0
601,1.0
982,1.0
985,0.0
685,1.0
569,1.0
767,1.0
800,1.0
747,1.0
892,1.0
527,0.0
714,0.0
652,1.0
581,1.0
947,0.0
996,1.0
995,1.0
565,1.0
881,0.0
755,1.0
673,1.0
551,1.0
761,0.0
821,1.0
734,1.0
788,1.0
912,1.0
510,1.0
991,0.0
925,0.0
896,1.0
802,1.0
549,0.0
814,1.0
724,0.0
873,0.0
954,1.0
717,1.0
760,1.0
899,1.0
603,1.0
907,1.0
922,1.0
975,0.0
871,1.0
590,1.0
680,0.0
776,1.0
919,1.0
928,1.0
856,1.0
614,1.0
511,1.0
993,1.0
772,1.0
868,1.0
531,1.0
570,1.0
850,0.0
625,1.0
675,1.0
500,1.0
514,1.0
563,1.0
742,1.0
779,1.0
