,x1,x2
3812,0.5,0.0
3013,0.5,2.5
3907,1.9,0.0
2128,1.0,-0.0
3322,0.2,0.9
3108,0.8,0.0
3150,0.9,2.3
2223,1.6,-0.0
2797,1.0,-0.0
2901,0.7,1.3
3832,2.0,0.0
3291,0.9,2.2
2072,1.5,-0.0
2565,1.9,-0.0
2237,2.0,0.0
3892,1.2,-0.0
3917,1.1,0.0
2780,1.3,1.8
2927,1.0,-0.0
3001,1.1,0.0
2228,0.2,3.6
3905,1.1,0.0
3063,0.7,0.0
3261,0.7,1.8
3475,2.1,3.5
3440,0.6,3.1
2173,1.4,0.0
3621,0.9,0.0
3809,0.7,0.0
3106,2.3,1.4
3329,3.1,3.1
3490,0.9,-0.0
3062,2.0,-0.0
3346,0.6,-0.0
3871,0.8,-0.0
2302,0.7,-0.0
2926,1.2,-0.0
3959,0.1,1.3
3795,0.9,0.0
2888,1.4,1.8
2818,0.0,2.6
2208,0.8,0.0
3187,0.7,-0.0
2081,2.1,1.8
2887,0.6,2.0
2910,1.6,-0.0
2352,1.4,1.1
3794,0.8,2.6
2263,1.3,0.0
3267,1.8,-0.0
2099,1.6,2.6
2913,1.8,4.2
3667,2.0,0.0
3626,0.6,0.0
3369,1.9,0.0
2928,0.6,-0.0
3930,0.4,1.3
3117,0.2,2.1
3650,0.7,-0.0
2588,1.0,4.2
3526,1.3,3.1
3787,1.6,2.1
3796,1.1,-0.0
3192,1.8,0.0
3811,0.7,1.8
2049,1.5,3.1
3041,0.9,-0.0
3633,0.9,0.0
3575,0.1,2.1
2697,1.2,0.0
3477,1.4,0.0
3844,1.2,-0.0
2628,1.0,0.0
3956,0.2,1.3
3813,2.2,-0.0
2855,1.4,1.4
3059,0.9,0.0
3638,1.7,0.0
2328,0.7,-0.0
3502,1.6,0.0
2824,0.6,-0.0
3447,1.2,0.0
3898,1.2,-0.0
2200,0.8,-0.0
3544,0.5,1.3
3911,0.2,1.5
3327,1.3,1.6
2647,1.3,1.3
2963,1.4,-0.0
3612,1.5,-0.0
3617,1.4,0.0
2119,1.9,-0.0
2844,0.8,1.8
2350,0.9,-0.0
2629,0.8,-0.0
3971,1.1,0.0
3716,0.8,1.6
2484,1.7,-0.0
3304,1.0,-0.0
2232,0.5,2.1
2693,1.0,-0.0
2294,2.1,2.2
2295,2.1,-0.0
2271,1.9,2.1
3730,1.2,0.0
2482,2.2,-0.0
2557,1.1,-0.0
3863,2.1,2.1
3947,0.4,2.6
3085,0.1,2.6
3509,0.0,4.2
2042,0.9,2.8
3102,-0.0,2.1
2652,2.6,3.7
3269,1.2,-0.0
3708,0.4,1.3
3831,1.7,0.0
3096,0.9,-0.0
3923,1.2,-0.0
3583,2.3,2.1
3077,0.4,2.6
3097,0.7,1.4
3978,1.5,-0.0
2454,1.9,-0.0
3872,0.6,0.0
2388,1.6,0.0
2346,2.4,-0.0
3482,2.7,4.2
2074,-0.0,2.0
2203,2.3,0.0
2937,1.3,-0.0
3024,-0.0,2.1
2034,0.8,-0.0
3185,1.3,-0.0
3271,3.0,0.0
2718,1.3,3.3
2504,1.4,0.0
3004,1.2,-0.0
2085,0.6,0.0
2845,1.2,0.0
2649,0.8,0.0
2375,1.9,0.0
3746,0.6,0.0
2008,1.1,0.0
3389,0.5,-0.0
3615,0.9,0.7
2912,1.1,-0.0
3652,1.6,0.0
2462,0.3,2.1
2615,1.8,2.8
3918,0.1,1.1
3773,2.1,0.0
3414,1.1,0.0
3021,1.7,-0.0
3970,0.5,-0.0
2270,1.5,3.1
3990,1.6,-0.0
3696,0.7,2.1
2446,1.4,-0.0
2981,0.6,0.0
3782,1.7,-0.0
2541,0.8,1.0
2451,1.1,0.0
2502,1.0,0.0
3946,1.1,2.1
3772,2.7,-0.0
3751,1.0,4.2
3761,1.1,0.0
2136,1.9,0.0
3446,1.5,0.0
3353,0.6,2.6
3238,1.4,2.1
2808,1.1,3.1
2305,0.6,0.0
2370,2.6,2.3
3251,0.6,2.3
3627,1.5,0.0
2702,0.5,0.0
3276,1.2,-0.0
2562,1.3,-0.0
3215,1.0,-0.0
2140,-0.0,2.6
2789,4.6,1.9
2971,1.2,0.0
2507,1.8,-0.0
3231,0.5,-0.0
3408,1.6,0.0
3325,1.5,-0.0
2123,0.9,-0.0
3061,2.8,0.0
2316,1.5,-0.0
3498,2.2,4.7
2915,0.7,-0.0
2613,0.8,-0.0
3089,0.6,-0.0
3083,-0.0,2.3
2802,0.1,0.9
3857,1.4,-0.0
3427,1.3,-0.0
3429,1.4,-0.0
