ix,goal_cost,intv_cost
1746,1.0,1.5999999999999999
1255,1.0,1.2
1202,1.0,3.0
1649,1.0,0.3
1882,1.0,0.4
1683,1.0,2.7
1495,1.0,2.4
1165,1.0,1.0
1659,1.0,2.3
1303,1.0,0.7
1386,1.0,0.1
1288,1.0,1.6
1448,1.0,0.1
1415,1.0,0.6
1993,1.0,1.1
1708,1.0,0.4
1156,1.0,0.2
1313,1.0,0.9
1422,1.0,0.7
1182,1.0,0.2
1842,1.0,2.2
1204,1.0,1.9000000000000001
1608,1.0,0.2
1980,1.0,0.4
1351,1.0,6.199999999999999
1014,1.0,1.0
1089,1.0,2.6
1094,1.0,0.3
1336,1.0,0.30000000000000004
1623,1.0,0.7
1681,1.0,0.6
1538,1.0,0.30000000000000004
1933,1.0,0.3
1529,1.0,3.7
1531,1.0,1.3
1704,1.0,3.1
1074,1.0,4.6
1144,1.0,1.2
1015,1.0,1.1
1356,1.0,0.1
1848,1.0,0.3
1093,1.0,0.9
1676,1.0,0.1
1220,1.0,0.8999999999999999
1976,1.0,2.0
1166,1.0,0.1
1615,1.0,2.4
1459,1.0,1.4000000000000001
1840,1.0,0.2
1642,1.0,1.5999999999999999
1903,1.0,1.5
1859,1.0,1.0
1049,1.0,2.5
1337,1.0,0.6
1131,1.0,0.4
1319,1.0,0.6
1820,1.0,1.6
1567,1.0,1.5999999999999999
1680,1.0,1.2
1626,1.0,1.8
1744,1.0,1.3
1593,1.0,2.2
1460,1.0,4.4
1629,1.0,2.6
1219,1.0,1.5
1059,1.0,0.1
1031,1.0,0.2
1654,1.0,0.1
1079,1.0,0.1
1384,1.0,0.30000000000000004
1332,1.0,2.6
1434,1.0,2.4000000000000004
1428,1.0,3.2
1776,1.0,0.8
1145,1.0,0.9
1276,1.0,0.4
1139,1.0,3.8000000000000003
1884,1.0,0.1
1405,1.0,0.7999999999999999
1689,1.0,1.7
1030,1.0,0.8
1928,1.0,2.2
1286,1.0,1.7000000000000002
1956,1.0,0.1
1259,1.0,1.0
1488,1.0,2.6
1905,1.0,0.6000000000000001
1479,1.0,2.0
1491,1.0,0.5
1036,1.0,1.8
1964,1.0,0.5
1570,1.0,3.8
1245,1.0,2.4
1853,1.0,1.9
1244,1.0,0.6
1731,1.0,3.6
1528,1.0,1.4
1772,1.0,1.8
1590,1.0,3.0
1250,1.0,1.9000000000000001
