ix,goal_cost,intv_cost
2330,0.784,2.6
3086,0.802,6.8
2356,0.754,2.1
3500,0.778,1.9
2953,0.754,1.9
2429,0.758,4.0
2426,0.774,3.0
2860,0.784,4.1
3505,0.766,1.5
3290,0.78,1.1
2528,0.816,0.4
3375,0.802,2.5
3749,0.764,3.2
3168,0.762,2.0
3181,0.79,1.2
3140,0.764,0.4
3295,0.79,1.7
3207,0.772,1.1
3056,0.7519999742507935,3.0
2270,0.776,0.8
2196,0.752,4.6
2618,0.784,1.3
2613,0.774,0.9
2760,0.808,1.9
3699,0.798,3.1
3684,0.778,2.8
3776,0.8,1.2000000000000002
3297,0.778,2.2
2240,0.7940000295639038,3.0
2874,0.782,0.2
3376,0.752,1.1
3967,0.792,0.4
3317,0.764,3.5999999999999996
3686,0.77,4.3
3830,0.756,2.3
2984,0.834,2.0
2427,0.768,2.4
2748,0.754,2.5
3540,0.756,4.699999999999999
3482,0.77,2.5
2998,0.8,3.4
3586,0.8,1.7
2233,0.758,1.4
3236,0.754,2.1
2333,0.76,2.8
2129,0.8,4.2
3569,0.762,2.1
2064,0.766,1.3
3158,0.784,0.9
2063,0.79,3.3
2102,0.966,2.6
3273,0.774,3.2
3692,0.7540000081062317,1.5
3425,0.772,3.0
3523,0.8,2.9000000000000004
3706,0.758,1.7
3352,0.7739999890327454,1.5
2958,0.78,0.1
2509,0.7580000162124634,1.0
3996,0.756,2.5
3951,0.764,3.6999999999999997
3419,0.754,5.2
2138,0.76,4.2
2198,0.762,0.4
3619,0.754,1.5
2640,0.77,5.5
2683,0.78,4.5
2840,0.752,3.4000000000000004
2109,0.7680000066757202,2.5
3022,0.784,0.5
3524,0.78,0.6
2404,0.772,1.4
2204,0.76,2.5
2210,0.7839999794960022,1.5
3095,0.762,4.0
3887,0.828,1.6
3852,0.816,0.6
3474,0.7519999742507935,2.0
3177,0.758,2.8
3526,0.758,1.4
3330,0.7620000243186951,0.5
2694,0.756,5.6
3135,0.772,0.30000000000000004
2434,0.762,2.0
3992,0.756,1.4
2032,0.762,1.8
3804,0.752,2.8
2566,0.782,0.1
3246,0.768,0.3
3783,0.816,0.4
2158,0.758,2.2
2619,0.758,2.1999999999999997
2753,0.78,1.4
2440,0.752,3.5
2220,0.78,5.800000000000001
2068,0.7820000052452087,1.5
2169,0.788,3.3
3746,0.7639999985694885,3.5
2791,0.756,2.6
2533,0.764,3.6999999999999997
3223,0.756,0.6
2519,0.774,4.6
2719,0.814,1.2
3571,0.758,5.3
3078,0.79,0.6
2838,0.8240000009536743,0.5
3138,0.824,1.6
3902,0.81,1.7
2926,0.762,2.2
2495,0.778,1.0
3563,0.76,1.7
2459,0.802,1.4
3687,0.752,2.6
2420,0.772,3.2
2218,0.762,0.1
2727,0.758,2.0
2935,0.788,1.2
3734,0.77,3.4000000000000004
2786,0.778,5.8
2400,0.756,5.0
3445,0.777999997138977,0.5
3590,0.782,0.4
3314,0.772,0.4
2816,0.774,2.5
3023,0.808,3.0
3537,0.758,1.2
3759,0.794,1.7
3141,0.7739999890327454,4.0
3697,0.7739999890327454,1.5
2208,0.77,0.8
2466,0.788,2.7
3821,0.772,1.3
2235,0.928,0.6
3987,0.794,0.7
2707,0.788,0.4
2455,0.778,0.7
3790,0.764,2.2
2803,0.7820000052452087,1.5
2308,0.754,5.0
2191,0.804,1.7
2281,0.7559999823570251,2.5
2261,0.7540000081062317,2.5
3610,0.756,0.4
2918,0.78,1.2
3061,0.758,5.3999999999999995
2756,0.794,6.3
2227,0.822,0.6
2564,0.776,3.9
2968,0.78,1.4
2449,0.756,1.9
2248,0.758,0.8
2394,0.864,0.6
2959,0.772,2.1
2359,0.764,2.1
2276,0.762,3.0
2932,0.774,1.6
3272,0.752,0.9
2092,0.798,1.6
3665,0.77,0.7
2021,0.764,0.1
2157,0.77,0.8
2425,0.76,1.1
2096,0.77,1.5
3193,0.762,2.4000000000000004
2850,0.758,1.8
2016,0.752,2.9
3767,0.768,3.5999999999999996
3903,0.802,1.9
2901,0.752,1.8
3166,0.782,0.6
3279,0.756,3.0999999999999996
3244,0.794,1.1
3394,0.76,1.5
3542,0.792,1.6
3287,0.762,1.7
3598,0.776,2.0
3299,0.752,4.800000000000001
3426,0.762,2.1
3443,0.782,1.8
2369,0.772,0.8
3843,0.788,1.4
2532,0.774,1.9
2964,0.764,1.0
3661,0.7699999809265137,3.5
2186,0.764,6.5
2250,0.7739999890327454,1.0
2573,0.784,2.9
2329,0.7760000228881836,3.0
3363,0.76,0.9
2512,0.758,0.2
2515,0.788,1.8
2238,0.77,0.3
2097,0.762,3.2
2018,0.762,0.7
3310,0.79,0.7
2274,0.762,0.9
2700,0.8,0.5
2755,0.776,1.6
3632,0.7739999890327454,4.0
3786,0.774,3.9
