,y_hat
1082,False
1435,False
1198,False
1744,False
1281,False
1011,False
1143,False
1740,False
1697,False
1499,False
1816,False
1391,False
1941,False
1329,False
1649,False
1870,False
1502,False
1258,False
1116,False
1594,False
1039,False
1641,False
1464,False
1823,False
1898,False
1789,False
1661,False
1820,False
1414,False
1100,False
1212,False
1030,False
1270,False
1234,False
1189,False
1446,False
1520,False
1990,False
1366,False
1327,False
1387,False
1723,False
1290,False
1667,False
1625,False
1315,False
1664,False
1934,False
1793,False
1924,False
1369,False
1401,False
1267,False
1099,False
1348,False
1618,False
1657,False
1766,False
1953,False
1624,False
1617,False
1504,False
1991,False
1725,False
1855,False
1971,False
1567,False
1942,False
1302,False
1665,False
1629,False
1277,False
1075,False
1376,False
1475,False
1223,False
1830,False
1962,False
1408,False
1711,False
1552,False
1949,False
1002,False
1735,False
1633,False
1184,False
1090,False
1798,False
1203,False
1070,False
1162,False
1067,False
1168,False
1836,False
1388,False
1995,False
1233,False
1404,False
1639,False
1459,False
