ix,goal_cost,intv_cost
1832,0.768,3.4000000000000004
1472,0.766,4.9
1117,0.806,0.4
1171,0.756,3.9
1431,0.768,5.3
1203,0.756,4.4
1306,0.776,0.9
1327,0.838,0.9
1402,0.768,5.4
1881,0.776,2.8
1915,0.818,0.6
1340,0.76,1.8
1350,0.76,1.8
1541,0.776,1.4
1700,0.832,1.7
1155,0.766,4.5
1278,0.768,6.300000000000001
1103,0.78,4.9
1276,0.766,6.9
1509,0.78,1.1
1906,0.758,3.8
1525,0.752,2.4
1905,0.768,3.3
1640,0.754,4.1
1981,0.756,6.3
1696,0.768,7.5
1003,0.768,2.0
1996,0.756,11.0
1978,0.754,8.8
1735,0.768,4.6
1576,0.776,0.4
1107,0.756,2.5999999999999996
1446,0.76,11.8
1482,0.754,4.4
1234,0.768,6.4
1504,0.768,2.9
1818,0.772,0.9
1828,0.754,5.3
1510,0.79,2.6
1925,0.752,7.199999999999999
1800,0.766,3.5999999999999996
1588,0.756,5.6
1275,0.906,0.9
1359,0.756,2.4
1299,0.766,5.7
1218,0.756,8.2
1775,0.778,1.1
1526,0.818,0.3
1919,0.804,1.1
1444,0.8820000290870667,0.5
1911,0.768,3.5
1069,0.768,3.4
1357,0.776,0.6
1769,0.754,0.2
1211,0.768,5.9
1465,0.756,1.3
1523,0.754,1.5
1602,0.756,0.6
1740,0.768,2.7
1491,0.756,2.8
1802,0.76,5.9
1516,0.768,1.5
1219,0.768,9.1
1354,0.842,0.7
1087,0.766,2.5
1936,0.776,1.2999999999999998
1401,0.754,12.200000000000001
1129,0.766,7.4
1682,0.768,9.2
1235,0.756,9.1
1457,0.762,2.5
1378,0.768,2.5
1727,0.8320000171661377,0.5
1724,0.766,4.199999999999999
1490,0.762,7.0
1473,0.764,1.8
1971,0.76,7.1
1100,0.754,4.199999999999999
1451,0.774,2.8
1246,0.768,3.0999999999999996
1570,0.752,7.1
1147,0.756,5.2
1661,0.756,11.0
1180,0.832,0.9
1961,0.798,1.2
1717,0.776,0.4
1495,0.756,1.7
1059,0.78,3.3
1027,0.766,2.9000000000000004
1470,0.8700000047683716,0.5
1875,0.842,0.9
1122,0.754,16.2
1994,0.77,1.1
1792,0.832,0.8
1455,0.766,7.2
1000,0.768,9.7
1049,0.774,1.3
1268,0.832,0.3
1369,1.0,2.2
1880,0.754,6.0
