,u_x1,u_x2,u_x3,u_y
1000,-1.8333063,-0.45832658,-0.18333064,0.033378482
1001,1.002364,0.250591,0.10023641,0.8419161
1002,0.79256153,0.19814038,0.079256155,0.7859833
1003,-0.3523303,-0.088082574,-0.035233032,0.36229527
1004,-0.007875233,-0.0019688082,-0.0007875233,0.49685824
1005,-0.7942823,-0.19857058,-0.07942823,0.21351552
1006,-1.0194514,-0.25486284,-0.10194514,0.15399432
1007,-0.052897815,-0.013224454,-0.0052897814,0.47890663
1008,-1.0204225,-0.2551056,-0.10204225,0.15376401
1009,-1.5818293,-0.39545733,-0.15818293,0.056844234
1010,0.9335914,0.23339786,0.09335914,0.8247427
1011,-1.0406026,-0.26015064,-0.104060255,0.14902997
1012,1.5067279,0.37668198,0.1506728,0.93405974
1013,-0.021196343,-0.0052990858,-0.0021196343,0.49154449
1014,-0.6457578,-0.16143945,-0.064575784,0.2592181
1015,-0.25410405,-0.06352601,-0.025410404,0.39970756
1016,-0.7685802,-0.19214505,-0.07685802,0.22107124
1017,0.23367879,0.058419697,0.02336788,0.5923828
1018,0.09846376,0.02461594,0.009846376,0.53921795
1019,0.67724216,0.16931054,0.06772422,0.7508738
1020,-0.26152134,-0.065380335,-0.026152134,0.39684522
1021,0.1867275,0.046681874,0.01867275,0.5740628
1022,-0.10217016,-0.02554254,-0.010217017,0.45931077
1023,-0.49787754,-0.124469385,-0.049787756,0.30928516
1024,-2.056076,-0.514019,-0.20560761,0.019887567
1025,-0.7642133,-0.19105333,-0.076421335,0.22237003
1026,-2.1911097,-0.5477774,-0.21911097,0.014221907
1027,-0.36203998,-0.090509996,-0.036204,0.35866106
1028,-0.5851566,-0.14628915,-0.058515664,0.27922118
1029,-2.0416439,-0.51041096,-0.20416439,0.020593405
1030,-0.15118478,-0.037796196,-0.015118479,0.43991494
1031,-1.1557697,-0.28894243,-0.115576975,0.12388766
1032,0.43118966,0.107797414,0.043118965,0.6668347
1033,1.3655207,0.34138018,0.13655208,0.9139552
1034,-0.16777891,-0.041944727,-0.016777892,0.43337858
1035,1.0237432,0.2559358,0.102374315,0.8470217
1036,-1.9328964,-0.4832241,-0.19328964,0.026624441
1037,-0.23148999,-0.057872497,-0.023148999,0.40846705
1038,-1.483959,-0.37098974,-0.1483959,0.06890988
1039,-0.9220442,-0.23051105,-0.09220442,0.1782527
1040,0.907032,0.226758,0.090703204,0.81780505
1041,-2.2220492,-0.5555123,-0.22220492,0.013139963
1042,0.17018361,0.042545903,0.017018361,0.5675671
1043,-0.9707797,-0.24269493,-0.09707797,0.16582894
1044,-0.49706492,-0.12426623,-0.049706493,0.30957162
1045,0.78585535,0.19646384,0.078585535,0.7840239
1046,-0.099768646,-0.024942162,-0.009976865,0.46026397
1047,0.8598325,0.21495813,0.085983254,0.8050593
1048,0.7492921,0.18732302,0.07492921,0.7731594
1049,-0.13671671,-0.034179177,-0.013671671,0.44562733
1050,0.14467858,0.036169644,0.014467858,0.55751765
1051,0.50242007,0.12560502,0.050242007,0.6923139
1052,2.6396453,0.65991133,0.26396453,0.9958503
1053,0.31786117,0.07946529,0.031786118,0.62470484
1054,0.82226926,0.20556732,0.082226925,0.79453814
1055,0.03563603,0.008909008,0.0035636032,0.5142137
1056,1.0889074,0.27222684,0.108890735,0.8619026
1057,0.56437993,0.14109498,0.056437995,0.71375215
1058,1.4404525,0.3601131,0.14404525,0.92513025
1059,-0.7613142,-0.19032855,-0.076131426,0.22323465
1060,0.18010437,0.045026094,0.018010437,0.57146466
1061,-1.4340861,-0.35852152,-0.14340861,0.075773835
1062,0.015607431,0.0039018576,0.0015607431,0.5062262
1063,-0.93535024,-0.23383756,-0.09353503,0.17480385
1064,0.5972785,0.14931962,0.059727848,0.7248392
1065,-1.6622158,-0.41555396,-0.16622159,0.0482347
1066,0.4025026,0.10062565,0.04025026,0.65634286
1067,1.2035508,0.3008877,0.120355085,0.8856183
1068,-1.0762402,-0.26906005,-0.10762402,0.14090991
1069,-0.46528053,-0.11632013,-0.046528053,0.32086527
1070,-1.3235393,-0.3308848,-0.13235393,0.092828035
1071,0.81243926,0.20310982,0.081243925,0.79173017
1072,-1.4419116,-0.3604779,-0.14419116,0.07466364
1073,-1.4466132,-0.3616533,-0.14466132,0.07400262
1074,-0.9270019,-0.23175047,-0.09270019,0.17696273
1075,0.4712285,0.11780713,0.04712285,0.6812612
1076,1.5360605,0.3840151,0.15360604,0.9377382
1077,-0.17482144,-0.04370536,-0.017482145,0.43060994
1078,0.64788806,0.16197202,0.06478881,0.7414713
1079,0.017282804,0.004320701,0.0017282804,0.50689447
1080,-0.7176908,-0.1794227,-0.07176908,0.23647392
1081,-0.50160706,-0.12540177,-0.050160706,0.30797195
1082,-0.13124736,-0.03281184,-0.013124736,0.4477898
1083,-0.54907435,-0.13726859,-0.054907437,0.2914772
1084,-1.009761,-0.25244024,-0.1009761,0.15630484
1085,1.1921141,0.29802853,0.11921141,0.88339174
1086,2.2743278,0.56858194,0.22743277,0.9885268
1087,-0.2756487,-0.06891218,-0.027564872,0.39140892
1088,-0.56860083,-0.14215021,-0.056860086,0.28481352
1089,0.36366653,0.09091663,0.036366653,0.64194643
1090,0.96598756,0.24149689,0.09659876,0.8329748
1091,-1.0012252,-0.2503063,-0.10012253,0.15835893
1092,-0.20484099,-0.051210247,-0.0204841,0.41884816
1093,0.22667924,0.05666981,0.022667924,0.5896634
1094,-0.72324604,-0.18081151,-0.072324604,0.23476434
1095,1.5718932,0.3929733,0.15718932,0.9420123
1096,0.3705577,0.092639424,0.03705577,0.64451647
1097,-0.66744035,-0.16686009,-0.06674404,0.25224543
1098,1.1539223,0.28848058,0.11539223,0.875734
1099,-0.1736604,-0.0434151,-0.01736604,0.43106616
1100,-0.65673155,-0.16418289,-0.06567316,0.25567675
1101,0.42295006,0.105737515,0.042295005,0.6638341
1102,-0.07443698,-0.018609244,-0.0074436977,0.4703313
1103,-1.8897672,-0.4724418,-0.18897672,0.029394507
1104,-0.61504626,-0.15376157,-0.06150463,0.26926208
1105,-0.87920964,-0.21980241,-0.087920964,0.18964374
1106,0.21102372,0.05275593,0.021102373,0.5835656
1107,-0.30214933,-0.07553733,-0.030214934,0.3812691
1108,-0.4448141,-0.11120352,-0.044481408,0.32822704
1109,-0.25684834,-0.064212084,-0.025684834,0.3986479
1110,-1.4698354,-0.36745885,-0.14698355,0.070803165
1111,-0.6260884,-0.1565221,-0.06260884,0.26562846
1112,1.1289335,0.2822334,0.11289336,0.87053704
1113,-0.45100576,-0.11275144,-0.045100577,0.3259927
1114,2.3047075,0.5761769,0.23047076,0.9894085
1115,0.081783436,0.020445859,0.008178344,0.5325905
1116,0.3402687,0.085067175,0.034026872,0.63317287
1117,-0.14839624,-0.03709906,-0.014839624,0.441015
1118,-0.8868032,-0.2217008,-0.08868032,0.18759239
1119,0.22910504,0.05727626,0.022910504,0.59060633
1120,2.2399642,0.55999106,0.22399643,0.98745334
1121,0.7149158,0.17872895,0.071491584,0.76266944
1122,-3.2646294,-0.81615734,-0.32646295,0.0005480051
1123,1.8368685,0.45921713,0.18368685,0.9668853
1124,0.05459468,0.01364867,0.0054594683,0.5217693
1125,0.7313257,0.18283142,0.07313257,0.76770985
1126,0.7243646,0.18109114,0.07243646,0.765579
1127,-2.3055274,-0.57638186,-0.23055275,0.0105685
1128,0.35044628,0.08761157,0.03504463,0.63699806
1129,-1.3398253,-0.33495632,-0.13398252,0.09015107
1130,0.46271932,0.11567983,0.04627193,0.6782172
1131,0.5255912,0.1313978,0.05255912,0.7004138
1132,-0.5527723,-0.13819307,-0.05527723,0.29020965
1133,-0.45554042,-0.113885105,-0.04555404,0.32436025
1134,1.2469143,0.31172857,0.12469143,0.8937855
1135,-1.7320057,-0.43300143,-0.17320058,0.04163623
1136,0.4626837,0.11567093,0.04626837,0.6782044
1137,-0.8013581,-0.20033953,-0.080135815,0.21146214
1138,2.674487,0.6686218,0.26744872,0.9962578
1139,-0.0141321765,-0.0035330441,-0.0014132176,0.49436224
1140,0.34668514,0.086671285,0.034668516,0.635586
1141,1.69567,0.4239175,0.169567,0.9550258
1142,-0.5215122,-0.13037805,-0.05215122,0.301005
1143,0.21252447,0.05313112,0.021252448,0.584151
1144,-0.9017243,-0.22543107,-0.09017243,0.18360162
1145,-0.016138041,-0.0040345103,-0.0016138041,0.4935621
1146,1.5342507,0.38356268,0.15342508,0.937516
1147,-0.8662565,-0.21656412,-0.08662565,0.19317472
1148,-0.82634896,-0.20658724,-0.082634896,0.20430303
1149,-1.3518968,-0.3379742,-0.13518968,0.088204145
1150,0.14519133,0.03629783,0.014519133,0.55772007
1151,0.13938063,0.03484516,0.013938064,0.5554253
1152,-0.6572025,-0.16430062,-0.06572025,0.25552535
1153,0.4806764,0.1201691,0.04806764,0.6846267
1154,-0.41655406,-0.104138516,-0.041655406,0.3385023
1155,-0.71035653,-0.17758913,-0.07103565,0.23874152
1156,1.9067824,0.4766956,0.19067824,0.9717256
1157,-0.53449476,-0.13362369,-0.053449478,0.2964996
1158,0.47319648,0.11829912,0.047319647,0.68196344
1159,-1.2698534,-0.31746334,-0.12698534,0.102068424
1160,1.0019438,0.25048596,0.10019439,0.84181464
1161,-0.72923243,-0.18230811,-0.07292324,0.2329297
1162,-0.1993099,-0.049827475,-0.01993099,0.42101014
1163,0.648912,0.162228,0.064891204,0.74180233
1164,-0.23475724,-0.05868931,-0.023475725,0.40719855
1165,-0.053371802,-0.0133429505,-0.00533718,0.4787178
1166,-0.261474,-0.0653685,-0.026147401,0.39686346
1167,0.12975512,0.03243878,0.012975513,0.5516199
1168,-1.0598507,-0.26496267,-0.10598507,0.14460623
1169,0.81025815,0.20256454,0.08102582,0.7911041
1170,-1.746592,-0.436648,-0.17465921,0.040354013
1171,-1.4801407,-0.37003517,-0.14801407,0.069417834
1172,-0.5761628,-0.1440407,-0.057616282,0.28225255
1173,0.46263254,0.115658134,0.046263255,0.67818606
1174,-0.92039907,-0.23009977,-0.092039905,0.17868209
1175,-0.86712354,-0.21678089,-0.08671235,0.19293714
1176,-0.40021232,-0.10005308,-0.040021233,0.34450006
1177,-0.5802763,-0.14506908,-0.058027633,0.28086412
1178,1.0264978,0.25662446,0.102649786,0.8476715
1179,0.07981231,0.019953078,0.007981231,0.5318067
1180,-0.6244404,-0.1561101,-0.06244404,0.2661692
1181,1.8190181,0.45475453,0.18190181,0.96554565
1182,0.6897645,0.17244112,0.068976454,0.7548288
1183,1.4732794,0.36831984,0.14732794,0.9296621
1184,-0.48586544,-0.12146636,-0.048586544,0.31353128
1185,-1.2772918,-0.31932294,-0.12772918,0.10074961
1186,1.3193377,0.32983443,0.13193378,0.90647185
1187,0.02785876,0.00696469,0.0027858762,0.5111126
1188,-1.8095291,-0.45238227,-0.1809529,0.035184383
1189,0.17620988,0.04405247,0.017620988,0.56993544
1190,1.4186805,0.35467014,0.14186805,0.92200387
1191,0.5644942,0.14112355,0.05644942,0.713791
1192,0.097073324,0.024268331,0.009707333,0.5386659
1193,0.15008545,0.037521362,0.0150085455,0.5596514
1194,0.600486,0.1501215,0.0600486,0.72590876
1195,-0.70491266,-0.17622817,-0.07049127,0.24043226
1196,0.45724267,0.11431067,0.04572427,0.67625165
1197,0.118391,0.02959775,0.0118391,0.54712105
1198,0.010846316,0.002711579,0.0010846317,0.50432694
1199,-0.64783007,-0.16195752,-0.06478301,0.25854743
1200,0.26389045,0.06597261,0.026389046,0.6040678
1201,0.12537879,0.031344697,0.012537879,0.54988813
1202,-1.2185881,-0.30464703,-0.12185881,0.11150026
1203,-0.69301724,-0.17325431,-0.069301724,0.24414933
1204,-0.59291154,-0.14822789,-0.059291154,0.27662015
1205,0.6680381,0.16700952,0.066803806,0.7479453
1206,0.12919615,0.032299038,0.012919615,0.55139875
1207,0.76861846,0.19215462,0.07686185,0.7789401
1208,0.19911225,0.049778063,0.019911226,0.5789125
1209,-0.77829194,-0.19457299,-0.0778292,0.21819842
1210,0.3437882,0.08594705,0.034378823,0.63449717
1211,-1.0078286,-0.25195715,-0.100782864,0.15676832
1212,0.66511744,0.16627936,0.06651174,0.74701226
1213,0.6192557,0.15481393,0.06192557,0.732126
1214,0.086631514,0.021657879,0.008663151,0.53451777
1215,-1.0742692,-0.2685673,-0.10742692,0.14135098
1216,0.06124577,0.015311442,0.006124577,0.52441823
1217,-1.578201,-0.39455026,-0.1578201,0.05725968
1218,-1.5192577,-0.37981442,-0.15192577,0.06434882
1219,-1.7055601,-0.42639002,-0.17055601,0.04404497
1220,-0.17571597,-0.043928992,-0.017571596,0.4302585
1221,-1.9289238,-0.48223096,-0.19289239,0.026870131
1222,-1.574866,-0.3937165,-0.1574866,0.057643652
1223,-0.68268543,-0.17067136,-0.068268545,0.24740279
1224,0.6530681,0.16326703,0.06530681,0.7431438
1225,-0.5688643,-0.14221607,-0.05688643,0.28472412
1226,0.14594027,0.03648507,0.014594028,0.5580157
1227,-0.5440595,-0.13601488,-0.054405954,0.29320025
1228,0.9407994,0.23519985,0.09407994,0.82659614
