,age,gender,experience,loan_amount,loan_duration,income,saving
7090,-0.0,0.0,-0.0,-0.1,-0.4,-2.1,-13.6
8637,0.1,0.0,-0.0,0.4,-0.2,-1.6,-12.4
8484,0.0,0.0,-0.0,-0.1,-6.3,0.1,-13.6
6010,-0.0,0.0,-0.0,-0.5,0.5,0.5,-2.9
5135,0.1,0.0,-0.0,0.2,0.1,-4.3,-25.4
8779,-0.1,0.0,-0.0,-0.1,0.5,-0.1,-1.3
7250,0.0,0.0,-0.0,0.2,-0.3,-3.5,-21.2
6008,0.0,0.0,-0.0,-0.1,0.5,-4.1,-22.4
8001,0.2,0.0,-0.0,-0.2,0.5,-4.9,-32.1
8537,0.0,0.0,-0.0,0.4,-0.1,-2.6,-17.2
8313,-0.0,0.0,-0.0,-6.6,0.3,0.1,-43.4
5147,0.0,0.0,-0.0,-0.3,-0.1,-1.3,-7.3
5277,0.0,0.0,-0.0,0.5,0.5,-3.2,-21.8
5188,-0.1,0.0,-0.0,-0.3,0.4,-5.3,-34.3
7837,0.0,0.0,-0.0,-0.5,0.5,0.4,-2.8
9121,0.1,0.0,-0.0,-0.2,-0.3,-1.2,-7.1
7815,-0.1,0.0,-0.0,0.1,0.4,-0.9,-3.8
8684,0.1,0.0,-0.0,-0.3,0.5,-4.1,-27.4
6340,-0.0,0.0,-0.0,0.4,0.4,-5.2,-34.0
8560,0.1,0.0,0.0,-0.3,-0.1,-6.3,-40.5
8522,0.0,0.0,-0.0,-6.2,0.4,-0.3,-40.6
5029,-0.0,0.0,-0.0,0.5,0.1,-4.1,-23.4
6356,0.1,0.0,-0.0,0.5,0.5,-4.4,-28.7
6731,0.0,0.0,-0.0,0.5,0.4,-3.4,-21.6
7148,-0.2,0.0,-0.0,0.1,-0.2,-2.8,-16.4
8670,-0.0,0.0,-0.0,-0.2,0.4,-0.2,-1.3
9768,0.0,0.0,-0.1,0.2,0.2,0.1,-70.0
9050,0.1,0.0,0.0,-0.2,-0.4,-3.7,-21.7
6739,0.2,0.0,-0.0,-0.1,0.3,-1.9,-14.3
7144,0.0,0.0,-0.0,-0.1,-0.1,-3.1,-20.7
5244,0.0,0.0,-0.0,0.1,-0.2,-2.3,-15.5
5381,0.1,0.0,-0.0,-0.1,-0.3,-0.1,-0.7
7490,0.0,0.0,-0.0,0.1,0.4,-5.5,-34.3
8585,0.0,0.0,-0.0,-0.4,0.0,-4.3,-25.9
7400,-0.2,0.0,-0.0,0.0,-0.2,-0.9,-5.6
7262,-0.0,0.0,-0.0,-0.4,-0.3,-0.4,-1.7
5159,0.0,0.0,-0.0,0.2,0.1,-4.1,-24.4
8854,-0.1,0.0,-0.0,0.4,-0.2,-6.6,-41.2
5046,-0.0,0.0,-0.0,0.2,-0.2,-3.0,-19.1
7592,-0.0,0.0,-0.0,0.1,-0.5,-1.9,-13.0
8131,0.0,0.0,-0.0,-0.4,0.2,-1.7,-8.6
5499,-0.1,0.0,-0.0,-0.3,0.4,-5.3,-32.4
8794,-0.0,0.0,-0.0,-0.3,-0.3,-1.3,-8.3
6851,0.1,0.0,-0.0,0.5,0.5,-2.8,-18.6
6467,-0.0,0.0,-0.0,0.5,0.1,-1.5,-11.1
7960,0.0,0.0,-0.0,-0.2,-0.4,-0.1,-0.9
5679,0.0,0.0,-0.0,0.2,0.4,-4.9,-31.0
9141,-0.0,0.0,-0.0,-0.2,0.5,-3.6,-23.8
9901,-0.1,0.0,-0.0,-0.2,-0.2,-4.2,-26.2
6471,0.0,0.0,-0.0,0.4,0.3,-2.0,-10.7
8853,0.0,0.0,-0.0,0.1,0.4,-1.9,-13.6
6183,0.5,0.0,-0.0,0.3,0.4,-1.8,-11.3
9606,0.0,0.0,-0.0,-0.4,-0.1,-1.7,-12.3
9675,-0.0,0.0,-0.0,0.5,0.2,-1.8,-12.7
8852,-0.1,0.0,-0.0,0.2,-0.1,-4.1,-25.9
7113,-0.0,0.0,-0.0,-0.2,-0.1,-2.2,-15.1
7725,0.0,0.0,-0.0,0.0,0.3,-3.5,-21.7
7870,0.0,0.0,-0.0,0.3,0.0,-5.1,-31.2
5979,0.2,0.0,-0.0,-0.2,0.0,-5.8,-36.4
7997,-0.0,0.0,-0.0,0.3,0.2,-2.7,-14.8
9884,0.1,0.0,-0.0,0.1,0.2,-3.7,-21.7
6893,0.0,0.0,-0.0,0.4,0.1,-3.6,-24.1
8843,0.1,0.0,-0.0,0.1,-0.5,-3.9,-23.8
7559,0.0,0.0,-0.0,-6.0,0.4,0.0,-36.4
7781,0.0,0.0,-0.0,-0.3,0.1,-0.2,-1.6
6571,0.0,0.0,-0.0,-0.2,0.1,-1.3,-7.0
5715,0.0,0.0,-0.0,-0.2,-0.3,-1.1,-6.5
7617,0.0,0.0,-0.0,-0.4,0.5,-5.7,-36.3
8183,-0.0,0.0,-0.0,0.0,0.2,-3.0,-17.2
8141,0.2,0.0,-0.0,-0.0,-0.2,-1.9,-11.3
5359,0.0,0.0,-0.0,0.0,0.0,-1.0,-5.9
6796,0.1,0.0,-0.0,-0.1,0.3,-2.1,-15.1
6439,0.0,0.0,-0.0,0.2,0.4,-3.5,-21.4
8636,0.0,0.0,-0.0,-0.1,0.1,-0.1,-1.3
5818,0.0,0.0,-0.0,-0.2,0.0,-1.3,-7.5
8630,0.0,0.0,-0.0,0.2,0.2,-0.8,-3.0
5977,0.0,0.0,0.0,-0.1,0.5,-1.8,-13.1
6371,0.1,0.0,-0.0,0.2,0.5,-5.4,-32.7
6620,0.2,0.0,-0.0,-0.4,0.4,-3.4,-22.2
7158,0.0,0.0,-0.0,0.2,0.3,-2.4,-15.2
7822,0.0,0.0,-0.0,0.0,0.3,-8.2,-51.4
8207,0.0,0.0,0.0,-0.1,0.3,-5.7,-36.1
7524,0.0,0.0,-0.1,-0.2,0.3,0.4,-53.4
7024,-0.1,0.0,-0.0,0.4,0.2,-6.9,-44.5
9527,0.0,0.0,-0.0,0.1,-0.4,-1.8,-12.5
6027,-0.0,0.0,-0.0,-0.0,-0.2,-0.1,-0.4
7695,-0.0,0.0,-0.0,0.2,0.5,-4.3,-27.1
5459,-0.0,0.0,-0.0,-0.4,-0.1,-1.6,-11.7
8869,-0.0,0.0,-0.0,-0.2,0.0,-2.6,-17.3
8925,0.0,0.0,0.0,0.2,-0.3,-3.3,-19.7
8758,0.1,0.0,-0.1,0.3,-0.5,-0.3,-54.2
9574,-0.1,0.0,-0.0,-0.3,-0.3,-6.2,-40.4
9683,-0.1,0.0,-0.1,-0.4,0.3,0.4,-48.1
6418,-0.1,0.0,-0.1,-0.1,-0.2,-0.2,-73.4
5666,-0.0,0.0,-0.0,0.5,-0.2,-3.1,-20.7
9225,0.0,0.0,-0.0,0.0,-4.9,-0.1,-9.9
9485,-0.0,0.0,0.0,0.4,-0.3,-2.5,-17.2
7220,0.1,0.0,-0.0,0.1,0.1,-2.4,-16.7
7230,0.1,0.0,-0.0,0.1,-0.1,-5.5,-33.4
8877,-0.0,0.0,-0.0,-0.1,-0.2,-7.0,-44.2
