,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,0.0,0.017407775,3.0,3.0,3.0
2001,6.0,3.0,0.95819175,8.0,9.0,9.0
2002,1.0,2.0,0.6235838,1.0,1.0,1.0
2003,9.0,0.0,0.25264955,8.0,16.0,11.0
2004,5.0,3.0,0.92019105,8.0,10.0,9.0
2005,4.0,1.0,0.4427352,4.0,4.0,4.0
2006,3.0,2.0,0.8551513,4.0,8.0,7.0
2007,3.0,0.0,0.023586035,3.0,6.0,5.0
2008,2.0,3.0,0.9813415,3.0,3.0,3.0
2009,0.0,0.0,0.36491215,3.0,0.0,0.0
2010,2.0,2.0,0.71771,4.0,0.0,2.0
2011,3.0,1.0,0.4446292,4.0,5.0,4.0
2012,4.0,2.0,0.79505455,4.0,4.0,4.0
2013,6.0,2.0,0.68972635,7.0,7.0,7.0
2014,3.0,0.0,0.2529149,6.0,3.0,3.0
2015,2.0,1.0,0.5994984,4.0,2.0,3.0
2016,2.0,0.0,0.13415802,6.0,5.0,5.0
2017,2.0,0.0,0.13334823,3.0,0.0,2.0
2018,3.0,1.0,0.4279467,4.0,5.0,4.0
2019,2.0,1.0,0.568372,4.0,2.0,2.0
2020,1.0,1.0,0.48269165,2.0,4.0,4.0
2021,3.0,0.0,0.06370878,3.0,3.0,3.0
2022,3.0,1.0,0.5036049,3.0,3.0,3.0
2023,4.0,1.0,0.52868867,5.0,5.0,5.0
2024,2.0,2.0,0.79718375,3.0,3.0,3.0
2025,0.0,1.0,0.5090338,2.0,2.0,2.0
2026,10.0,1.0,0.46667814,10.0,11.0,14.0
2027,5.0,3.0,0.98672175,7.0,7.0,7.0
2028,6.0,0.0,0.3191589,7.0,10.0,9.0
2029,4.0,2.0,0.6833143,6.0,3.0,4.0
2030,8.0,2.0,0.827248,8.0,17.0,11.0
2031,2.0,3.0,0.9810991,2.0,2.0,2.0
2032,2.0,2.0,0.85964847,2.0,2.0,2.0
2033,1.0,2.0,0.7138983,1.0,1.0,1.0
2034,3.0,0.0,0.034629464,4.0,8.0,6.0
2035,4.0,0.0,0.3681389,4.0,4.0,4.0
2036,3.0,3.0,0.9491519,3.0,3.0,3.0
2037,3.0,0.0,0.34091794,4.0,2.0,3.0
2038,5.0,1.0,0.4382131,6.0,6.0,6.0
2039,2.0,1.0,0.5914203,4.0,2.0,3.0
2040,4.0,1.0,0.5013584,5.0,6.0,5.0
2041,3.0,2.0,0.6315783,3.0,8.0,5.0
2042,1.0,0.0,0.25505435,2.0,2.0,2.0
2043,4.0,1.0,0.42080367,4.0,5.0,4.0
2044,3.0,1.0,0.48048425,5.0,3.0,4.0
2045,5.0,1.0,0.5337614,9.0,6.0,7.0
2046,4.0,0.0,0.30437565,6.0,6.0,6.0
2047,4.0,0.0,0.23051298,4.0,6.0,5.0
2048,4.0,1.0,0.59931254,4.0,6.0,5.0
2049,3.0,2.0,0.7196425,3.0,3.0,3.0
2050,2.0,0.0,0.38806784,2.0,2.0,2.0
2051,4.0,0.0,0.38581073,4.0,1.0,4.0
2052,1.0,0.0,0.2357986,5.0,1.0,3.0
2053,5.0,3.0,0.93500745,5.0,6.0,5.0
2054,1.0,0.0,0.24119556,1.0,1.0,1.0
2055,2.0,0.0,0.27763367,2.0,4.0,3.0
2056,3.0,0.0,0.05498612,3.0,5.0,3.0
2057,2.0,0.0,0.010039449,3.0,1.0,2.0
2058,4.0,1.0,0.50215316,4.0,4.0,4.0
2059,0.0,2.0,0.7222557,1.0,1.0,1.0
2060,3.0,0.0,0.35367966,3.0,3.0,3.0
2061,3.0,1.0,0.564448,5.0,5.0,5.0
2062,1.0,1.0,0.59306633,1.0,1.0,1.0
2063,6.0,0.0,0.1744833,5.0,16.0,11.0
2064,5.0,3.0,0.97138226,5.0,9.0,5.0
2065,1.0,2.0,0.6200594,2.0,2.0,2.0
2066,2.0,1.0,0.54080033,4.0,2.0,3.0
2067,5.0,0.0,0.16140258,5.0,7.0,6.0
2068,1.0,0.0,0.31413054,3.0,0.0,1.0
2069,1.0,0.0,0.13877618,3.0,1.0,1.0
2070,0.0,2.0,0.7504257,2.0,0.0,0.0
2071,1.0,1.0,0.47645485,3.0,1.0,1.0
2072,4.0,0.0,0.2787162,4.0,2.0,4.0
2073,5.0,0.0,0.017118335,7.0,7.0,7.0
2074,1.0,1.0,0.43546593,2.0,1.0,2.0
2075,3.0,2.0,0.60647666,4.0,3.0,3.0
2076,5.0,1.0,0.45221388,7.0,6.0,7.0
2077,4.0,2.0,0.8681506,5.0,5.0,5.0
2078,3.0,2.0,0.6332544,3.0,6.0,5.0
2079,6.0,0.0,0.07904482,6.0,8.0,8.0
2080,3.0,0.0,0.38402355,3.0,7.0,5.0
