,y
814,1.0
759,1.0
696,1.0
824,1.0
806,1.0
835,1.0
812,1.0
675,0.0
640,1.0
801,1.0
818,0.0
971,1.0
732,1.0
882,0.0
752,1.0
658,1.0
921,0.0
918,1.0
865,1.0
703,1.0
823,1.0
595,1.0
984,1.0
743,1.0
913,0.0
690,1.0
519,1.0
620,1.0
992,1.0
571,1.0
892,0.0
662,1.0
739,1.0
969,1.0
924,1.0
792,1.0
840,1.0
513,1.0
543,0.0
768,1.0
754,1.0
524,1.0
731,0.0
934,1.0
688,0.0
709,1.0
909,1.0
590,1.0
642,1.0
870,1.0
652,1.0
834,1.0
871,1.0
660,0.0
630,1.0
716,1.0
975,1.0
531,1.0
785,1.0
528,1.0
887,1.0
659,0.0
518,1.0
968,1.0
873,1.0
980,1.0
564,1.0
880,1.0
767,1.0
964,1.0
987,1.0
989,1.0
849,0.0
529,1.0
926,1.0
730,0.0
991,1.0
511,1.0
952,0.0
632,0.0
765,1.0
610,1.0
645,1.0
551,1.0
738,1.0
847,0.0
958,1.0
581,1.0
525,0.0
510,1.0
876,1.0
546,0.0
557,1.0
959,0.0
631,1.0
623,1.0
793,1.0
776,1.0
533,1.0
883,1.0
