,h_post,h_post_individualized
1460,0.83034396,
1466,0.6039832,
1918,0.8069824,
1127,0.7822486,
1863,0.6441274,
1422,0.53389674,
1106,0.5583935,
1959,0.6746714,
1796,0.53594327,
1011,0.64716464,
1439,0.51328063,
1829,0.53101087,
1651,0.79824823,
1016,0.5645524,
1560,0.530797,
1272,0.7696908,
1542,0.5498825,
1098,0.667571,
1267,0.5440545,
1048,0.7047597,
1734,0.67727506,
1847,0.7572567,
1952,0.8478394,
1171,0.5355082,
1580,0.5685324,
1179,0.7243418,
1331,0.71941596,
1278,0.51244146,
1326,0.5723767,
1219,0.5291494,
1562,0.71309006,
1502,0.6611856,
1947,0.68810713,
1457,0.7390714,
1906,0.5784605,
1593,0.553957,
1282,0.53598315,
1903,0.55650127,
1858,0.56942946,
1357,0.64180803,
1911,0.86304647,
1093,0.5668613,
1492,0.6096918,
1818,0.54429734,
1324,0.5829467,
1671,0.5891463,
1351,0.58972853,
1268,0.63849527,
1394,0.5676402,
1375,0.54399484,
1494,0.6747001,
1470,0.6139945,
1743,0.6211722,
1305,0.53819025,
1809,0.5443256,
1484,0.52544713,
1704,0.5616487,
1211,0.6824361,
1114,0.56946206,
1894,0.6125238,
1685,0.7902244,
1010,0.5998416,
1057,0.6798924,
1316,0.9837358,
1781,0.61101305,
1238,0.5556439,
1981,0.52440566,
1533,0.44526204,
1627,0.7905199,
1578,0.5973899,
1559,0.6208284,
1687,0.58026373,
1253,0.5315378,
1319,0.66752553,
1759,0.5094328,
1005,0.56293887,
1206,0.5817001,
1295,0.794093,
1415,0.5925096,
1739,0.53055704,
1557,0.6822884,
1361,0.57590747,
1964,0.65501654,
1313,0.6578808,
1286,0.47676504,
1145,0.8122753,
1976,0.50841224,
1668,0.7395974,
1452,0.77341646,
1146,0.5766903,
1174,0.64202833,
1403,0.7346157,
1738,0.9161737,
1549,0.66459405,
1141,0.5947852,
1049,0.5716259,
1368,0.69725585,
1443,0.6391672,
1190,0.6228675,
1961,0.5656475,
