,x1,x2
2985,2.1,0.0
2907,2.9,3.3
3625,1.7,-0.0
3484,0.9,-0.0
3043,0.1,3.1
3845,1.3,3.5
2810,0.8,2.6
3909,1.8,0.0
3408,1.3,0.0
3817,0.6,1.3
2417,1.1,-0.0
3782,1.6,-0.0
3297,1.6,0.0
3611,1.7,-0.0
3286,1.8,0.0
3849,0.0,2.0
2737,1.3,1.5
2918,1.7,-0.0
2592,0.5,2.8
3547,1.4,-0.0
3162,0.5,2.1
3436,1.3,0.0
2883,0.2,2.3
2378,2.1,0.0
3459,1.3,-0.0
2817,2.1,-0.0
3935,0.7,-0.0
2961,1.8,0.0
2419,2.3,0.0
3695,1.7,-0.0
2725,-0.0,3.1
3332,0.9,0.0
2467,0.9,0.0
2183,1.9,0.0
2286,1.5,5.2
2441,2.7,0.0
2066,0.4,2.6
2383,0.2,1.8
2962,1.4,-0.0
3218,2.1,0.0
3149,1.3,2.7
2755,1.1,-0.0
2957,1.4,2.1
2618,1.3,-0.0
3770,1.9,3.6
2070,0.7,1.3
2219,2.1,0.0
2384,0.2,3.1
3371,3.1,4.1
3622,0.5,2.8
2331,2.3,2.1
3500,0.2,2.6
2178,1.3,-0.0
2728,1.4,-0.0
2189,1.3,-0.0
2052,2.3,3.4
2700,1.6,-0.0
2051,1.2,-0.0
3990,2.0,-0.0
3890,0.9,0.0
3127,1.8,0.0
2091,1.1,-0.0
2095,1.7,-0.0
3859,1.9,0.0
2966,3.2,3.3
2447,3.3,4.7
2722,1.6,-0.0
3618,1.1,-0.0
2258,0.9,2.6
2373,2.0,0.0
3963,2.6,4.7
2223,1.0,-0.0
3913,1.4,-0.0
2336,1.5,4.2
2733,0.8,-0.0
2785,1.8,0.0
3211,1.7,-0.0
2656,1.0,0.0
2809,1.9,0.0
3897,1.9,-0.0
3177,1.8,-0.0
3022,1.6,0.0
2639,3.0,-0.0
2034,2.4,-0.0
2031,1.0,-0.0
3769,2.5,0.0
3742,1.2,-0.0
2528,1.5,2.1
2858,1.4,-0.0
2169,4.0,5.2
3743,0.9,2.6
3844,1.0,0.0
3068,1.7,-0.0
2671,1.0,1.8
2780,-0.0,2.6
3612,2.5,0.0
3338,1.0,0.0
2840,0.7,5.2
2775,1.6,0.0
2880,0.9,0.0
2829,1.6,0.0
3335,0.1,2.1
2566,1.1,2.3
3751,0.9,2.3
3601,2.1,2.4
2346,3.0,4.2
3116,2.1,-0.0
2403,2.2,0.0
3872,1.7,4.1
3490,0.7,0.0
3106,2.1,2.2
2108,-0.0,2.6
2021,1.2,-0.0
3533,0.9,0.0
3765,2.0,0.0
2456,0.8,1.8
2756,0.7,0.0
3871,0.8,1.4
3422,0.5,3.1
3234,1.1,0.0
3373,1.1,1.3
3201,1.1,-0.0
2440,0.6,1.3
3347,1.0,2.5
3158,3.3,0.0
2279,0.7,2.1
2418,1.1,-0.0
2200,1.1,-0.0
3197,0.1,3.1
3745,2.8,-0.0
3143,2.1,2.1
3530,0.7,1.4
3275,3.1,0.0
2111,2.1,3.5
3729,2.3,3.6
2168,2.5,0.0
2862,1.8,-0.0
3613,2.3,0.0
3119,3.0,3.6
2971,0.8,3.1
2613,1.4,2.1
2084,0.2,3.5
3854,2.2,0.0
3200,3.1,3.1
3135,2.0,0.0
3584,0.2,2.3
2513,2.1,3.6
2229,2.1,-0.0
2797,2.7,4.7
3797,3.7,-0.0
3483,1.2,-0.0
3391,1.5,-0.0
3583,0.9,3.6
3349,1.4,-0.0
2514,1.3,2.3
2127,2.2,2.1
3454,2.7,0.0
2079,1.8,-0.0
2015,3.0,-0.0
3678,1.5,0.0
3531,2.3,-0.0
3800,1.5,0.0
2477,1.3,-0.0
3607,0.8,4.2
2479,1.9,2.2
2485,1.9,0.0
3832,0.8,2.6
3361,2.2,-0.0
2560,-0.0,2.1
2340,1.0,-0.0
2943,1.8,-0.0
3421,1.3,-0.0
2355,2.7,0.0
2874,1.1,-0.0
2708,2.4,0.0
3920,0.5,4.2
2055,3.3,5.2
2601,3.3,2.4
2449,1.1,-0.0
3294,1.2,-0.0
2636,1.2,-0.0
3315,2.5,4.7
3784,1.8,-0.0
2588,1.0,3.8
2541,2.5,-0.0
3775,2.0,3.1
2568,1.0,3.6
3406,1.3,2.1
3594,1.0,-0.0
2732,1.8,-0.0
2082,0.3,2.1
2644,1.5,2.5
2014,1.5,-0.0
2193,0.9,0.0
3462,1.4,1.5
2239,2.0,0.0
2087,1.5,-0.0
2380,2.7,0.0
3364,0.5,2.6
2705,1.0,-0.0
