,y
2473,1.0
3920,1.0
2538,1.0
3980,1.0
3105,1.0
2269,0.0
3348,1.0
2289,0.0
2275,0.0
2431,0.0
2736,1.0
2444,1.0
3225,1.0
3829,0.0
3989,1.0
2382,0.0
3626,0.0
3234,0.0
3090,1.0
2429,1.0
3359,0.0
2034,1.0
2752,0.0
2706,1.0
2586,0.0
3024,0.0
2928,1.0
2816,0.0
3415,1.0
2829,0.0
3365,0.0
2440,1.0
2043,1.0
2717,1.0
2349,0.0
3631,1.0
3742,0.0
3156,1.0
2488,1.0
3485,0.0
3826,0.0
2591,1.0
3119,0.0
3645,0.0
3249,0.0
3042,0.0
2122,0.0
3894,1.0
3605,1.0
2803,1.0
2939,0.0
3603,0.0
2864,1.0
2869,0.0
3231,0.0
3697,0.0
3229,0.0
2555,0.0
3071,1.0
3519,1.0
3797,0.0
3470,0.0
3074,0.0
2091,0.0
2284,1.0
2288,1.0
2882,1.0
3425,1.0
3196,0.0
2511,0.0
2481,0.0
3446,0.0
3535,1.0
3793,0.0
3204,1.0
2065,0.0
3868,1.0
3352,0.0
3562,1.0
3015,1.0
3095,0.0
2052,1.0
3586,0.0
3215,1.0
2974,1.0
3308,0.0
3028,1.0
3023,0.0
3656,0.0
3536,1.0
3403,0.0
2579,0.0
2835,0.0
2144,0.0
3892,0.0
3014,0.0
3123,1.0
3840,1.0
2170,1.0
2459,0.0
3904,1.0
3879,0.0
2223,0.0
3144,0.0
3914,1.0
2008,0.0
2308,1.0
2740,0.0
2926,0.0
3871,1.0
2575,0.0
3696,0.0
2453,0.0
2352,0.0
2761,0.0
2422,1.0
2663,1.0
3397,0.0
2720,0.0
2767,0.0
3037,0.0
2800,1.0
2389,0.0
2239,1.0
3710,0.0
3526,0.0
2776,0.0
3278,1.0
3549,1.0
2096,0.0
3322,0.0
3689,1.0
3085,0.0
2679,1.0
2851,0.0
2988,1.0
3945,1.0
2241,0.0
3257,1.0
3569,1.0
2105,0.0
2439,0.0
3783,0.0
2650,0.0
2799,1.0
3807,1.0
3220,1.0
2305,0.0
2131,0.0
2759,1.0
2479,1.0
2466,0.0
2809,0.0
3620,0.0
2526,1.0
3075,0.0
3407,0.0
2405,1.0
3251,1.0
2534,0.0
2282,1.0
3940,0.0
2954,0.0
2938,0.0
3864,1.0
3691,1.0
2180,1.0
2480,0.0
2627,1.0
3749,0.0
2361,0.0
3801,0.0
3335,1.0
2852,0.0
3953,0.0
2364,0.0
2215,1.0
3381,0.0
2577,1.0
3497,0.0
3110,0.0
3239,1.0
2570,0.0
3455,0.0
2354,1.0
2862,1.0
2644,0.0
3837,1.0
2367,1.0
3003,1.0
3289,0.0
2943,1.0
2020,1.0
2762,0.0
3734,0.0
2390,0.0
3650,0.0
2950,1.0
3999,1.0
2774,1.0
