,0
857,1.0
608,1.0
984,1.0
990,1.0
583,1.0
870,1.0
580,1.0
979,1.0
722,1.0
623,1.0
766,1.0
651,1.0
998,1.0
908,1.0
648,1.0
791,0.0
605,1.0
752,1.0
713,0.0
754,1.0
620,1.0
750,1.0
506,1.0
587,1.0
926,1.0
730,1.0
995,1.0
936,1.0
559,1.0
945,1.0
662,1.0
809,1.0
847,1.0
818,1.0
691,0.0
877,1.0
811,1.0
565,1.0
839,1.0
674,1.0
603,1.0
617,1.0
856,1.0
848,1.0
645,1.0
756,1.0
614,1.0
988,1.0
776,1.0
878,1.0
671,1.0
924,1.0
929,1.0
925,1.0
543,1.0
531,1.0
885,1.0
911,1.0
547,1.0
649,1.0
749,1.0
627,0.0
739,1.0
795,1.0
683,1.0
922,1.0
769,0.0
523,1.0
679,1.0
712,1.0
717,1.0
733,1.0
716,1.0
599,1.0
741,0.0
592,1.0
815,1.0
666,1.0
718,1.0
947,1.0
975,0.0
686,1.0
954,1.0
514,1.0
551,1.0
560,1.0
844,1.0
783,1.0
670,1.0
838,1.0
510,1.0
858,1.0
549,1.0
935,1.0
