,age,gender,experience,loan_amount,loan_duration,income,saving
7706,-33.099655,1.0,-0.36677176,5.010719,12.740934,2.2855654,25.089392
9237,-31.840656,1.0,-0.39248085,1.9465989,1.7961572,1.0272865,1.5489553
7250,-32.141224,1.0,-0.37341374,4.396667,10.678854,1.6886014,21.000858
6760,-30.332262,1.0,-0.3663991,5.9850616,15.946177,3.5365014,31.189837
7007,-32.761833,1.0,-0.3875727,2.1274216,3.3213384,0.7896216,6.1836104
5240,-32.708954,1.0,-0.36989963,4.8030477,12.113432,2.084218,22.981335
7733,-33.54089,1.0,-0.37835258,3.3087635,7.209223,0.45402426,13.790413
5612,-31.868942,1.0,-0.3754498,4.2972817,10.412739,1.5942568,19.728756
8922,-32.687996,1.0,-0.39145327,1.8205215,1.4437615,-3.919346,-2.3443341
6093,-32.721565,1.0,-0.39117527,1.0550936,0.9584598,-1.9853216,-3.4124365
7584,-32.0665,1.0,-0.36687967,5.4485774,13.867559,2.7489731,27.215645
6924,-32.962368,1.0,-0.3824309,2.7689013,5.4452605,0.03137517,11.412767
9670,-30.82498,1.0,-0.38491902,3.1538382,6.1894813,0.3894364,13.232921
5150,-31.959936,1.0,-0.37325758,4.4838033,10.849951,1.6805891,21.561502
5540,-31.187904,1.0,-0.38066107,3.7715092,8.060134,0.8816222,15.93171
5681,-32.532455,1.0,-0.3880561,2.0276756,3.3062418,0.29505908,5.077255
7769,-31.80229,1.0,-0.34078866,9.096164,24.854723,6.229555,48.741077
6427,-32.15467,1.0,-0.33383694,9.101413,26.83683,6.637269,52.91913
5691,-32.52385,1.0,-0.34588233,7.8320866,22.688122,5.1441445,43.128944
9028,-30.983376,1.0,-0.35963616,6.8332753,18.498116,4.170105,35.075497
7531,-32.69527,1.0,-0.39197862,1.4234624,0.93581134,-2.1194031,-3.700345
5947,-29.255932,1.0,-0.3837446,3.7131698,9.446773,0.9831418,17.731102
8891,-33.20316,1.0,-0.39156246,1.2314782,0.46582127,0.87908137,1.8184981
6348,-33.0242,1.0,-0.3653975,5.1175046,13.114742,2.3933256,26.993492
7738,-31.826067,1.0,-0.3786069,3.7444057,8.638071,1.0393515,17.078531
7425,-33.31852,1.0,-0.36148626,5.5598955,14.466503,2.8348663,29.351276
9280,-31.563572,1.0,-0.3643666,5.8768024,15.568568,3.502755,30.385609
7062,-29.30677,1.0,-0.3969679,2.1724203,1.505589,0.90736204,3.6495724
5855,-32.28845,1.0,-0.36475527,5.562922,14.579117,2.8597503,28.658442
6900,-29.872835,1.0,-0.3873845,3.1536188,6.6812506,0.4950655,12.410835
5586,-32.029,1.0,-0.36132163,6.0193152,16.569954,3.52624,31.415388
9461,-32.94984,1.0,-0.38535655,1.8169107,3.6754048,0.07676053,7.2818832
8001,-32.121944,1.0,-0.36084074,6.050609,16.877872,3.5556126,32.15405
5315,-32.64135,1.0,-0.3597902,5.895232,16.447298,3.1836698,31.545002
8782,-30.714409,1.0,-0.39367786,1.5734069,1.8620498,0.88380724,2.1557875
5558,-31.409657,1.0,-0.38993657,1.8253503,3.4491649,0.120110944,4.9688334
6338,-31.96576,1.0,-0.3753878,4.07153,9.535448,1.3660337,20.012484
9824,-32.149197,1.0,-0.3667367,5.23908,13.542232,2.5374868,26.894644
8969,-32.310482,1.0,-0.38749826,1.9939969,3.4316037,0.2675225,5.6129313
6949,-31.358084,1.0,-0.36841196,5.394388,13.787512,2.6218605,27.176867
5679,-31.922451,1.0,-0.3627633,5.963525,15.756562,3.2717838,30.69245
5716,-33.451008,1.0,-0.37589222,3.5949216,8.164974,0.8524084,16.608759
8811,-32.95339,1.0,-0.3169338,10.883386,32.6738,8.209411,63.821533
6931,-31.663805,1.0,-0.38449875,2.9006512,5.885263,0.19400644,11.330536
7154,-32.42809,1.0,-0.35513625,6.7927036,18.485416,4.09562,36.209785
7224,-31.648912,1.0,-0.39129868,1.7127482,2.1486113,-0.00029919148,3.7243176
7576,-32.316406,1.0,-0.39089775,1.839833,1.4309733,0.009808874,2.7521698
5795,-31.31556,1.0,-0.3843338,3.248988,5.851363,0.44938526,12.044253
