,years_experience,degree
200,1.0,0.0
208,0.0,2.0
378,2.0,0.0
280,0.0,1.0
373,3.0,0.0
272,0.0,3.0
398,1.0,0.0
304,0.0,1.0
335,2.0,0.0
305,1.0,0.0
374,1.0,1.0
248,0.0,3.0
236,1.0,0.0
255,2.0,1.0
298,2.0,0.0
361,0.0,2.0
321,3.0,0.0
365,0.0,2.0
219,0.0,3.0
246,0.0,2.0
384,0.0,2.0
230,1.0,1.0
309,1.0,1.0
259,0.0,3.0
294,2.0,0.0
389,0.0,2.0
375,0.0,3.0
267,1.0,0.0
281,1.0,1.0
257,0.0,3.0
288,2.0,0.0
243,0.0,3.0
366,0.0,3.0
251,0.0,1.0
273,0.0,2.0
284,0.0,3.0
312,0.0,3.0
271,1.0,0.0
233,0.0,1.0
360,0.0,3.0
346,0.0,1.0
210,2.0,0.0
371,2.0,0.0
382,1.0,1.0
218,0.0,2.0
397,3.0,0.0
278,1.0,1.0
306,1.0,2.0
363,0.0,1.0
333,0.0,3.0
