,h_post,h_post_individualized
1303,0.64,
1992,1.0,
1227,0.64,
1030,0.68,
1319,0.68,
1661,1.0,
1660,0.68,
1189,0.68,
1327,0.68,
1883,0.66,
1216,0.64,
1567,1.0,
1254,0.64,
1177,0.68,
1998,0.68,
1742,0.68,
1977,0.68,
1746,0.68,
1607,0.68,
1677,0.64,
1257,0.64,
1312,0.64,
1077,0.68,
1594,0.68,
1827,1.0,
1855,0.68,
1569,0.68,
1649,0.64,
1014,0.64,
1687,1.0,
1427,0.68,
1806,0.64,
1150,0.64,
1070,1.0,
1060,0.68,
1568,0.68,
1879,0.68,
1761,0.64,
1625,0.64,
1276,1.0,
1711,0.68,
1201,0.68,
1902,0.64,
1985,0.68,
1081,1.0,
1884,0.64,
1707,1.0,
1210,0.68,
1971,0.68,
1492,0.68,
1205,0.64,
1284,1.0,
1040,0.64,
1287,0.64,
1557,0.72,
1664,0.64,
1331,0.68,
1642,0.68,
1440,0.64,
1892,0.68,
1214,0.68,
1814,0.68,
1591,0.76,
1026,0.64,
1962,1.0,
1084,0.68,
1370,0.68,
1923,0.68,
1667,1.0,
1766,0.64,
1900,0.68,
1563,0.68,
1447,0.64,
1459,1.0,
1012,0.64,
1505,0.68,
1858,1.0,
1439,0.64,
1619,1.0,
1438,0.68,
1575,0.68,
1178,1.0,
1685,0.68,
1133,0.64,
1302,0.68,
1895,0.64,
1206,1.0,
1931,0.68,
1433,0.64,
1437,0.64,
1659,0.64,
1504,0.64,
1313,0.68,
1198,0.64,
1831,0.62,
1344,0.68,
1982,0.68,
1093,0.64,
1696,0.68,
1896,0.68,
