,years_experience,degree,nr_commits,nr_languages,nr_stars
3740,2.0,0.0,23.0,3.0,5.0
2689,2.0,0.0,24.0,0.0,5.0
2894,2.0,0.0,24.0,0.0,5.0
3142,2.0,0.0,22.0,1.0,3.0
3500,1.0,0.0,15.0,11.0,3.0
2556,1.0,1.0,17.0,2.0,2.0
3945,1.0,1.0,15.0,13.0,4.0
3938,1.0,1.0,14.0,4.0,3.0
3131,3.0,0.0,34.0,1.0,4.0
3752,2.0,1.0,25.0,1.0,4.0
2829,0.0,1.0,1.0,0.0,2.0
2047,2.0,0.0,24.0,4.0,1.0
3620,3.0,0.0,32.0,4.0,6.0
3549,3.0,1.0,36.0,4.0,4.0
3382,1.0,1.0,20.0,5.0,4.0
2000,1.0,1.0,12.0,1.0,4.0
3499,2.0,0.0,24.0,9.0,2.0
3702,2.0,1.0,22.0,12.0,2.0
2899,1.0,1.0,12.0,1.0,3.0
3818,3.0,0.0,35.0,7.0,2.0
3082,1.0,1.0,11.0,6.0,6.0
3784,1.0,0.0,16.0,5.0,5.0
2619,1.0,1.0,13.0,2.0,1.0
2951,2.0,1.0,24.0,0.0,1.0
3215,1.0,0.0,12.0,5.0,2.0
3785,3.0,0.0,32.0,11.0,4.0
3848,2.0,0.0,23.0,2.0,6.0
2695,1.0,0.0,17.0,6.0,5.0
3810,2.0,0.0,23.0,0.0,3.0
3912,0.0,1.0,6.0,3.0,4.0
3024,1.0,0.0,13.0,9.0,5.0
3683,2.0,1.0,23.0,1.0,6.0
2015,0.0,1.0,4.0,1.0,9.0
2202,2.0,0.0,26.0,1.0,4.0
3633,0.0,2.0,4.0,2.0,11.0
3118,2.0,0.0,22.0,0.0,3.0
3763,1.0,0.0,12.0,1.0,3.0
3940,2.0,1.0,25.0,5.0,0.0
2342,3.0,0.0,36.0,6.0,3.0
2801,0.0,2.0,2.0,1.0,8.0
2940,1.0,1.0,15.0,3.0,5.0
3222,2.0,0.0,24.0,3.0,3.0
3660,3.0,0.0,33.0,4.0,7.0
2090,0.0,0.0,2.0,2.0,3.0
2772,2.0,0.0,24.0,0.0,2.0
3389,2.0,0.0,29.0,2.0,1.0
3046,1.0,1.0,13.0,2.0,8.0
3789,1.0,0.0,13.0,0.0,1.0
2465,0.0,0.0,2.0,3.0,0.0
3000,2.0,0.0,21.0,8.0,6.0
3765,0.0,1.0,4.0,1.0,3.0
3726,1.0,0.0,11.0,1.0,6.0
3239,3.0,0.0,31.0,0.0,2.0
3460,1.0,0.0,12.0,0.0,6.0
2609,1.0,1.0,15.0,0.0,3.0
2613,0.0,2.0,1.0,4.0,1.0
2213,2.0,1.0,27.0,10.0,2.0
3857,2.0,0.0,30.0,4.0,6.0
2464,0.0,0.0,3.0,13.0,1.0
2398,2.0,0.0,24.0,8.0,3.0
3035,2.0,0.0,28.0,1.0,9.0
3156,0.0,2.0,2.0,8.0,3.0
3735,2.0,0.0,24.0,2.0,4.0
3426,4.0,0.0,43.0,3.0,2.0
2863,3.0,0.0,33.0,11.0,5.0
2915,3.0,0.0,33.0,3.0,7.0
3760,2.0,0.0,22.0,3.0,11.0
3680,2.0,1.0,23.0,0.0,5.0
3600,0.0,1.0,6.0,0.0,2.0
3206,1.0,2.0,11.0,10.0,5.0
3037,1.0,2.0,15.0,1.0,5.0
3427,2.0,0.0,30.0,2.0,4.0
2761,0.0,1.0,9.0,4.0,3.0
3486,0.0,1.0,4.0,1.0,1.0
3569,2.0,0.0,22.0,6.0,1.0
2027,0.0,1.0,5.0,5.0,6.0
2985,2.0,1.0,27.0,1.0,4.0
2584,1.0,1.0,14.0,2.0,8.0
3994,3.0,0.0,33.0,6.0,1.0
3854,2.0,0.0,22.0,7.0,5.0
2494,1.0,0.0,16.0,11.0,7.0
2565,2.0,1.0,27.0,4.0,5.0
3349,1.0,0.0,15.0,0.0,3.0
3966,1.0,0.0,14.0,7.0,2.0
2782,3.0,0.0,32.0,8.0,2.0
3097,1.0,1.0,11.0,3.0,3.0
2235,1.0,1.0,13.0,2.0,2.0
2725,2.0,0.0,32.0,8.0,4.0
2400,0.0,1.0,5.0,2.0,1.0
2672,1.0,0.0,17.0,1.0,2.0
2776,0.0,0.0,4.0,5.0,4.0
3446,2.0,0.0,29.0,10.0,10.0
2548,0.0,0.0,4.0,7.0,4.0
3741,2.0,0.0,27.0,5.0,4.0
2786,2.0,0.0,26.0,4.0,1.0
2268,1.0,2.0,18.0,3.0,1.0
2935,1.0,1.0,15.0,4.0,2.0
2799,0.0,0.0,4.0,3.0,3.0
2913,1.0,2.0,13.0,5.0,2.0
2575,0.0,0.0,0.0,3.0,3.0
3478,3.0,0.0,31.0,16.0,1.0
3734,1.0,0.0,13.0,1.0,9.0
3666,3.0,0.0,34.0,2.0,8.0
2543,1.0,0.0,13.0,2.0,1.0
2059,3.0,0.0,35.0,6.0,6.0
2781,2.0,0.0,23.0,7.0,2.0
3984,1.0,1.0,13.0,2.0,0.0
3739,3.0,0.0,33.0,4.0,3.0
2596,0.0,0.0,2.0,1.0,1.0
2711,0.0,2.0,4.0,1.0,5.0
2974,3.0,0.0,33.0,9.0,3.0
2154,1.0,1.0,14.0,2.0,3.0
3664,1.0,0.0,15.0,4.0,8.0
3653,3.0,0.0,30.0,3.0,5.0
2891,1.0,0.0,14.0,4.0,7.0
2870,2.0,0.0,23.0,3.0,11.0
2323,0.0,1.0,3.0,1.0,3.0
2641,2.0,0.0,24.0,2.0,8.0
2785,4.0,0.0,49.0,5.0,5.0
3379,2.0,0.0,24.0,1.0,5.0
3508,3.0,1.0,36.0,8.0,6.0
2026,2.0,1.0,22.0,1.0,4.0
2922,2.0,1.0,28.0,2.0,2.0
2638,0.0,0.0,5.0,2.0,7.0
2582,1.0,0.0,15.0,3.0,4.0
2534,2.0,1.0,25.0,0.0,1.0
3434,1.0,1.0,13.0,8.0,4.0
3492,2.0,0.0,26.0,8.0,2.0
3534,1.0,0.0,14.0,3.0,11.0
3316,2.0,0.0,21.0,2.0,4.0
3880,2.0,0.0,22.0,1.0,6.0
2406,1.0,0.0,14.0,5.0,5.0
3345,1.0,0.0,12.0,14.0,5.0
3615,1.0,0.0,12.0,4.0,2.0
2443,0.0,1.0,5.0,2.0,4.0
3891,2.0,0.0,22.0,5.0,2.0
3570,1.0,1.0,11.0,3.0,4.0
3397,3.0,0.0,35.0,5.0,1.0
3804,2.0,0.0,26.0,1.0,5.0
3287,2.0,0.0,23.0,11.0,2.0
3194,2.0,0.0,28.0,6.0,1.0
2834,2.0,0.0,23.0,3.0,3.0
2263,0.0,1.0,4.0,14.0,8.0
3494,3.0,0.0,32.0,1.0,4.0
2655,2.0,0.0,23.0,5.0,4.0
3681,1.0,0.0,15.0,2.0,5.0
3967,0.0,2.0,2.0,0.0,4.0
3261,0.0,0.0,1.0,10.0,6.0
3885,1.0,1.0,15.0,0.0,2.0
2924,1.0,0.0,16.0,6.0,4.0
3407,2.0,0.0,27.0,3.0,4.0
2108,2.0,0.0,26.0,6.0,3.0
2474,1.0,2.0,12.0,1.0,6.0
2926,1.0,0.0,14.0,2.0,1.0
2934,3.0,0.0,33.0,1.0,1.0
3597,0.0,1.0,4.0,2.0,3.0
2365,1.0,1.0,16.0,3.0,5.0
3388,2.0,0.0,26.0,11.0,2.0
3890,3.0,0.0,32.0,2.0,6.0
2146,1.0,0.0,14.0,2.0,4.0
2520,2.0,0.0,23.0,2.0,3.0
2911,1.0,0.0,13.0,6.0,9.0
3851,0.0,2.0,7.0,12.0,3.0
3559,1.0,0.0,14.0,3.0,5.0
3303,1.0,0.0,16.0,5.0,3.0
2642,2.0,0.0,21.0,3.0,1.0
2344,0.0,1.0,4.0,6.0,6.0
3745,2.0,0.0,25.0,6.0,3.0
3456,2.0,1.0,25.0,3.0,21.0
3969,1.0,0.0,18.0,2.0,13.0
2544,2.0,0.0,28.0,4.0,6.0
3025,2.0,0.0,26.0,5.0,3.0
2462,2.0,0.0,24.0,4.0,4.0
3435,2.0,0.0,27.0,6.0,3.0
3535,1.0,0.0,15.0,12.0,4.0
2107,2.0,0.0,24.0,5.0,4.0
2780,2.0,0.0,22.0,2.0,3.0
3636,2.0,1.0,22.0,2.0,8.0
3321,3.0,0.0,33.0,1.0,3.0
3974,1.0,0.0,12.0,4.0,10.0
2207,1.0,0.0,15.0,11.0,2.0
2919,2.0,0.0,22.0,0.0,2.0
3623,2.0,0.0,21.0,8.0,3.0
3874,0.0,0.0,8.0,6.0,3.0
2479,3.0,0.0,33.0,3.0,3.0
3403,1.0,0.0,12.0,8.0,5.0
2383,2.0,2.0,28.0,2.0,4.0
3959,1.0,0.0,13.0,2.0,6.0
2239,2.0,0.0,23.0,0.0,0.0
3292,1.0,1.0,15.0,6.0,8.0
2119,2.0,0.0,22.0,1.0,3.0
3144,3.0,0.0,33.0,4.0,5.0
3172,2.0,0.0,24.0,3.0,4.0
3605,0.0,0.0,3.0,2.0,6.0
3017,0.0,0.0,2.0,0.0,5.0
3799,1.0,2.0,15.0,5.0,6.0
2762,2.0,0.0,21.0,5.0,0.0
2241,3.0,0.0,31.0,2.0,3.0
2507,2.0,0.0,26.0,8.0,3.0
3995,1.0,2.0,11.0,2.0,3.0
