,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,1.0,0.0,1.0,1.0,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",1.0,5.3660000000000005
1,1.0,0.95,0.95,0.18000000715255737,0.0,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.800000011920929,4.809
2,1.0,0.95,0.95,0.07999999821186066,0.0,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.7919999957084656,4.9639999999999995
3,1.0,0.95,0.95,1.0,0.0,0.91,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.9100000262260437,3.734000000000001
4,1.0,0.95,0.95,0.15000000596046448,0.0,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.8079999685287476,4.879999999999999
5,1.0,0.95,0.95,1.0,0.0,1.0,1.0,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",1.0,4.710000000000001
6,1.0,0.95,0.95,0.17000000178813934,0.0,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.9360000491142273,3.829
7,1.0,0.95,0.95,0.07999999821186066,0.0,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.9360000491142273,3.9970000000000003
8,1.0,0.95,0.95,1.0,0.0,0.93,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.9300000071525574,3.2260000000000004
9,1.0,0.95,0.95,0.15000000596046448,0.0,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.9420000314712524,3.8870000000000005
10,1.0,0.95,0.95,1.0,0.0,1.0,1.0,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",1.0,4.944
11,1.0,0.95,0.95,0.14000000059604645,0.0,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.8520000576972961,4.140000000000001
12,1.0,0.95,0.95,0.07000000029802322,0.0,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.8600000143051147,4.188
13,1.0,0.95,0.95,1.0,0.0,0.95,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.949999988079071,3.5239999999999996
14,1.0,0.95,0.95,0.10999999940395355,0.0,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.32740557827167566, 0.6548111565433513, 4.0433220233820855], [-2.0005129444307608]]",0.8739999532699585,4.183
