,y_hat
1241,False
1629,False
1979,False
1190,False
1483,False
1151,False
1219,False
1447,False
1977,False
1457,False
1818,False
1491,False
1792,False
1158,False
1666,False
1512,False
1874,False
1053,False
1025,False
1231,False
1479,False
1951,False
1916,False
1145,False
1622,False
1549,False
1272,False
1934,False
1467,False
1808,False
1460,False
1965,False
1334,False
1259,False
1298,False
1111,False
1270,False
1346,False
1002,False
1038,False
1353,False
1337,False
1724,False
1345,False
1369,False
1791,False
1507,False
1074,False
1114,False
1794,False
1700,False
1157,False
1531,False
1960,False
1203,False
1171,False
1519,False
1720,False
1580,False
1398,False
1154,False
1218,False
1348,False
1449,False
1993,False
1427,False
1048,False
1253,False
1189,False
1357,False
1031,False
1692,False
1864,False
1779,False
1969,False
1942,False
1470,False
1918,False
1010,False
1803,False
1459,False
1361,False
1889,False
1974,False
1879,False
1513,False
1476,False
1179,False
1651,False
1954,False
1688,False
1843,False
1589,False
1305,False
1246,False
1319,False
1964,False
1281,False
1554,False
1628,False
