,age,gender,experience,loan_amount,loan_duration,income,saving
7090,-32.059006,1.0,-0.3814731,3.1263218,6.7697277,0.41231814,13.848074
8637,-32.26135,1.0,-0.3834495,2.7500207,5.56035,0.2288445,11.39018
8484,-31.315458,1.0,-0.3830615,3.2543635,7.0124645,0.6585692,13.482351
6010,-31.771189,1.0,-0.39152735,1.8301951,2.1882854,-0.98633087,2.5644705
5135,-31.205084,1.0,-0.37144545,5.023434,12.754972,2.3422885,24.089014
8779,-33.34363,1.0,-0.3907889,1.6213002,0.96065706,-1.3314263,0.8992233
7250,-32.241222,1.0,-0.3732217,4.5892286,10.461416,1.9787934,20.600859
6008,-31.334425,1.0,-0.37363082,4.559939,11.281788,1.8730563,21.97581
8001,-32.221943,1.0,-0.36063224,6.250609,16.477873,3.3556128,32.15405
8537,-32.898376,1.0,-0.37679437,3.9419482,8.078139,1.1116033,16.538969
8313,-33.39585,1.0,-0.34407604,7.8560686,21.809679,5.146649,43.614437
5147,-30.838106,1.0,-0.38880306,2.436419,4.1432786,-0.2491822,7.5351944
5277,-32.115387,1.0,-0.37359655,4.37934,10.520809,1.671757,20.680578
5188,-32.899975,1.0,-0.3565182,6.3534245,17.91555,3.6433167,34.211456
7837,-30.75956,1.0,-0.39336544,1.908027,2.5773103,-0.78254807,2.392332
9121,-32.67871,1.0,-0.38584933,2.3299885,4.081337,-0.40404665,7.2354603
7815,-31.674734,1.0,-0.3905719,1.9229351,2.708397,-0.79007363,3.9248219
8684,-33.265236,1.0,-0.36414114,5.418237,13.952262,2.691801,27.19041
6340,-32.406464,1.0,-0.35887903,6.4114842,17.119976,3.7112026,33.49205
8560,-33.25183,1.0,-0.34900331,7.195612,19.877762,4.484628,39.842587
8522,-32.865704,1.0,-0.34892893,7.5319285,20.993273,4.8302407,40.210876
5029,-32.600758,1.0,-0.37008125,4.71408,11.624241,1.9977399,23.099354
6356,-32.55208,1.0,-0.36415216,5.6541305,14.868573,2.9449291,28.226809
6731,-32.099846,1.0,-0.3738422,4.3492217,10.421883,1.5417937,20.785128
7148,-31.014002,1.0,-0.38071132,3.5307941,8.941949,0.845691,16.423765
8670,-31.678848,1.0,-0.39351094,1.1331043,1.4167147,-1.4829533,0.8652644
9768,-32.22261,1.0,-0.30932796,12.041366,35.4546,9.3953,69.943054
9050,-30.334887,1.0,-0.37663448,4.5207877,10.987439,2.361931,21.839281
6739,-33.690468,1.0,-0.37826377,3.259428,7.17467,0.50697505,13.750803
7144,-32.505634,1.0,-0.37357855,4.2458334,10.213408,1.6283642,20.728163
5244,-32.679337,1.0,-0.37842682,3.4723535,7.5116134,0.74572563,15.575539
5381,-31.99396,1.0,-0.3930062,1.4036402,0.82426953,-1.4300402,0.92620766
7490,-30.726414,1.0,-0.3620755,6.5084043,17.651522,3.850064,33.35488
8585,-32.043762,1.0,-0.36889696,5.0751615,12.8774395,2.6741288,24.896263
7400,-32.12064,1.0,-0.38811538,2.1615777,3.5134335,-0.56065965,5.7219987
7262,-32.642162,1.0,-0.39142618,1.4405562,1.1056889,-1.2981538,1.159303
5159,-32.7471,1.0,-0.3687972,4.84547,12.061405,2.126806,24.089457
8854,-31.377817,1.0,-0.35143486,7.644406,21.684065,4.578535,41.348446
5046,-31.999498,1.0,-0.37623465,4.3348775,9.393566,0.9276558,19.074
7592,-30.648602,1.0,-0.38541847,3.0594435,6.430688,0.38534752,13.000291
8131,-32.34783,1.0,-0.3846171,2.63762,4.675918,-0.086919546,9.203005
5499,-33.123795,1.0,-0.35831022,6.3373594,15.911423,3.6179187,32.59011
8794,-31.648487,1.0,-0.38690752,2.5255609,4.565225,-0.18308389,7.779203
6851,-30.301624,1.0,-0.3807488,4.009783,9.305592,1.0450764,18.249922
6467,-31.593925,1.0,-0.38542902,2.7801902,5.471906,0.074484,11.04566
7960,-33.773388,1.0,-0.390525,1.3208481,0.87301266,-1.4436401,0.12639865
5679,-31.922451,1.0,-0.3627633,5.763525,15.456562,3.4717839,30.89245
9141,-31.230206,1.0,-0.37283203,4.914913,11.47886,2.2316883,23.397133
9901,-29.625404,1.0,-0.37373224,5.339471,13.922117,2.7021165,25.964933
6471,-31.647776,1.0,-0.38524884,2.8887324,5.2204866,0.1817654,11.123699
8853,-33.39375,1.0,-0.37950638,2.9745104,6.7694635,0.12970905,13.12869
6183,-29.43511,1.0,-0.38967308,2.9747636,5.8924694,0.3273564,10.603379
9606,-32.34278,1.0,-0.3827971,2.9227357,6.0022,0.20014381,12.08262
9675,-33.203075,1.0,-0.38076523,2.8451805,5.6353474,0.10358276,12.429096
8852,-31.271032,1.0,-0.369686,5.248176,13.306784,2.5669744,26.123524
7113,-31.781557,1.0,-0.38067788,3.5475883,7.670493,0.7416377,14.602945
7725,-31.006008,1.0,-0.37490064,4.6007977,11.268965,1.9217288,22.057692
7870,-33.396267,1.0,-0.35961258,5.884707,15.520453,3.1597407,30.893625
5979,-33.050133,1.0,-0.35375863,6.852525,18.60542,4.0491858,36.199738
7997,-30.926308,1.0,-0.38278222,3.5471344,7.014631,0.86242115,14.711464
9884,-32.869843,1.0,-0.37129354,4.4510345,10.805658,1.7268817,21.482248
6893,-33.08787,1.0,-0.36823624,4.9183335,12.307724,2.1942072,24.233826
8843,-28.834171,1.0,-0.37814113,5.1145973,12.016404,2.4318745,24.008955
7559,-32.167805,1.0,-0.3556289,6.7198524,18.255993,3.8288891,36.758114
7781,-32.404057,1.0,-0.39144155,1.4196697,1.1464136,-1.3131139,1.7420826
6571,-31.055637,1.0,-0.38890043,2.2286775,4.1126585,-0.46577734,6.604292
5715,-32.129093,1.0,-0.38718903,2.1072104,4.1873064,-0.61431783,7.036127
7617,-31.761353,1.0,-0.35713172,6.770094,18.567314,4.088224,35.45932
8183,-31.877941,1.0,-0.37850767,3.740518,8.42885,1.0341988,16.778128
8141,-32.827904,1.0,-0.38275772,2.7632382,5.4173727,0.028640509,11.113678
5359,-31.62448,1.0,-0.38909924,2.2817845,3.2463953,-0.42840984,5.8196077
6796,-33.295055,1.0,-0.37797534,3.3361745,7.2303615,0.59520495,15.116787
6439,-32.134727,1.0,-0.3733079,4.4142714,10.735632,1.7064786,21.20787
8636,-33.342197,1.0,-0.39040303,1.3774667,1.0326474,-1.286883,0.9974415
5818,-32.74449,1.0,-0.38503742,2.4358275,4.3474445,-0.29901242,7.627963
8630,-32.050915,1.0,-0.39091545,1.7304548,2.0076196,-0.99278176,2.8951564
5977,-32.371464,1.0,-0.38212696,3.0161433,6.2077284,0.19349614,12.179811
6371,-32.519337,1.0,-0.36007196,6.2145543,16.587692,3.5102494,31.81409
6620,-32.773636,1.0,-0.37091774,4.536821,11.1777115,1.8153872,22.172928
7158,-31.243887,1.0,-0.38161337,3.5046868,7.9042277,0.8123041,15.514414
7822,-32.118824,1.0,-0.3359232,9.557128,26.37385,6.4871297,51.668346
8207,-32.516186,1.0,-0.3560525,6.836203,17.689743,4.2337155,35.11988
7524,-32.83155,1.0,-0.3320182,9.862972,27.491762,7.179025,53.38874
7024,-32.791313,1.0,-0.3437956,7.6885285,22.821999,4.9937844,44.879448
9527,-31.717293,1.0,-0.38341337,3.1503367,6.6752253,0.44335398,12.190604
6027,-32.899643,1.0,-0.39202416,1.1548425,0.42013544,-1.4907628,0.32015896
7695,-31.917995,1.0,-0.36695826,5.1908097,13.594942,2.49499,27.410925
5459,-31.369562,1.0,-0.3849118,3.0452762,5.8113675,0.3461531,11.875132
8869,-31.931099,1.0,-0.3779893,3.5989316,8.922206,0.8917385,17.667736
8925,-32.090904,1.0,-0.37552002,3.9148967,9.85306,1.6084213,19.37015
8758,-32.585625,1.0,-0.3322239,9.522538,27.368216,6.8444314,53.045113
9574,-31.795477,1.0,-0.35143107,7.790454,20.810719,5.2133822,40.377254
9683,-31.202568,1.0,-0.34397602,8.735362,23.893576,6.0817547,47.362423
6418,-32.430492,1.0,-0.3033849,12.57797,37.912697,9.932577,73.29383
5666,-32.36299,1.0,-0.37429926,4.1904283,9.94104,1.4758232,19.515137
9225,-30.715164,1.0,-0.38788635,2.5471094,5.608616,-0.12867685,10.408397
9485,-33.2278,1.0,-0.37630317,3.5062323,7.885545,0.7685138,17.172482
7220,-33.47581,1.0,-0.37579352,3.6015322,8.123621,0.8585456,16.662
7230,-32.47995,1.0,-0.35887876,6.0861607,17.242706,3.3840337,32.968174
8877,-33.682404,1.0,-0.34247655,8.035505,22.511314,5.0149956,43.694576
