r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.4226666666666666,0.0,0.12718533333333334,0.0,0.0,0.0,0.0,,0.16677629727672133,0.0,0.04074703151253273
individualized,acceptance,0.85,0.85,1.0,1.0,,0.8066666666666666,0.0,0.420366,0.0,0.0,0.0,0.0,,0.25801614936537076,0.0,0.2944375789063788
individualized,acceptance,0.9,0.9,1.0,1.0,,0.6526666666666666,0.005,0.15764283333333332,0.0,0.0,0.0,0.0,,0.24826262975593674,0.008660254037844387,0.09617994573497808
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.4993333333333334,0.0016666666666666668,0.11399016666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.2976060035236745,0.002886751345948129,0.019276386165029323
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.42500000000000004,0.0,9.774497487437186,0.0,0.0,0.0,0.0,,0.23758787847868001,0.0,0.03464467897773287
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.7645000000000001,0.0,0.40568975,0.0,0.0,0.0,0.0,,0.32739043968937154,0.0,0.41930760372920145
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.5475000000000001,0.0,0.09929125,0.0,0.0,0.0,0.0,,0.32314779900225216,0.0,0.005191224434081029
subpopulation,acceptance,0.95,0.95,1.0,1.0,,0.529,0.0025,0.11631775,0.0,0.0,0.0,0.0,,0.40587929240107834,0.0035355339059327377,0.025436398686233062
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.42333333333333334,0.0016666666666666668,9.616666666666667,0.0,0.0,0.0,0.0,,0.16089230352423123,0.002886751345948129,0.10408329997330641
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.8093333333333333,0.0033333333333333335,0.4369761666666667,0.0,0.0,0.0,0.0,,0.26601190449551937,0.002886751345948129,0.2984841743628686
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.64,0.0016666666666666668,0.15883199999999997,0.0,0.0,0.0,0.0,,0.2609271929102063,0.002886751345948129,0.09967096494466177
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.4793333333333334,0.0016666666666666668,0.11203799999999998,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.3039808107978748,0.002886751345948129,0.018316908875407985
individualized,improvement,0.75,0.75,0.9983333333333334,0.9282328308207705,0.9298994974874372,0.9268994974874372,0.9298994974874372,0.12504216666666665,0.0,0.0,0.0028867513459481316,0.012443715187142799,0.009849630799588841,0.01136268913044551,0.009849630799588841,0.042591561459793106
individualized,improvement,0.85,0.85,0.9983333333333334,0.9449078726968173,0.9449078726968173,0.931536013400335,0.9449078726968173,9.949916247906197,0.0,0.0,0.0028867513459481316,0.010001273034967806,0.010001273034967806,0.008727742485027943,0.010001273034967806,0.10000010521614343
individualized,improvement,0.9,0.9,1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,10.725,0.0,0.0,0.0,0.017559422921421246,0.017559422921421246,0.017559422921421243,0.017559422921421246,0.2610076627227638
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9733333333333333,0.9716666666666667,0.9726666666666667,0.9716666666666667,11.549999999999999,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.00763762615825974,0.010408329997330672,0.00873689494805422,0.010408329997330672,0.1322875655532294
subpopulation,improvement,0.75,0.75,1.0,0.9249999999999999,,0.9213333333333334,0.9266666666666667,0.14023975,0.0,0.0,0.0,0.013228756555322902,,0.008504900548115412,0.011547005383792462,0.058142915743235664
subpopulation,improvement,0.85,0.85,0.9983333333333334,0.924891122278057,,0.9128693467336683,0.9282244556113902,9.666624790619766,0.0,0.0,0.0028867513459481316,0.008471672291626675,,0.013766756068045097,0.007496088444614229,0.5125130273961434
subpopulation,improvement,0.9,0.9,1.0,0.9516666666666667,,0.9513333333333334,0.9533333333333333,10.666666666666666,0.0,0.0,0.0,0.0256580071972344,,0.02608320021265288,0.023629078131263023,0.15275252316519491
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9783333333333334,,0.9776666666666668,0.9766666666666666,11.008333333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0028867513459481316,,0.002516611478423644,0.0028867513459481316,0.3262795325075315
