,0
1003,1.0
1490,1.0
1330,1.0
1813,1.0
1727,1.0
1962,1.0
1769,1.0
1677,1.0
1378,1.0
1478,1.0
1840,1.0
1235,1.0
1041,1.0
1432,1.0
1390,1.0
1807,1.0
1284,1.0
1661,1.0
1080,1.0
1423,1.0
1263,1.0
1593,1.0
1730,1.0
1399,1.0
1786,0.0
1966,1.0
1221,1.0
1240,1.0
1237,1.0
1978,1.0
1381,1.0
1247,1.0
1217,1.0
1270,1.0
1268,1.0
1811,1.0
1547,1.0
1493,1.0
1309,1.0
1563,1.0
1816,1.0
1502,1.0
1980,1.0
1168,1.0
1691,1.0
1335,1.0
1992,1.0
1122,1.0
1672,1.0
1836,0.0
1070,1.0
1209,1.0
1107,1.0
1204,1.0
1863,1.0
1030,1.0
1512,1.0
1838,1.0
1161,1.0
1587,1.0
1941,0.0
1149,1.0
1273,1.0
1356,1.0
1457,1.0
1410,1.0
1975,1.0
1133,1.0
1792,1.0
1243,1.0
1985,1.0
1526,1.0
1810,1.0
1447,1.0
1808,1.0
1682,1.0
1680,1.0
1775,1.0
1069,1.0
1188,1.0
1636,1.0
1360,1.0
1386,1.0
1059,1.0
1577,1.0
1828,1.0
1014,1.0
1082,1.0
1675,1.0
1108,1.0
1340,1.0
1686,1.0
1218,1.0
1524,1.0
1285,1.0
1915,1.0
1821,1.0
1154,1.0
1092,1.0
1421,1.0
