,y
3454,0.0
2524,0.0
2250,1.0
3674,0.0
2751,0.0
3840,1.0
3602,0.0
2016,1.0
2249,0.0
3316,0.0
2018,0.0
2208,0.0
2352,0.0
2353,0.0
3383,0.0
2684,1.0
3994,1.0
2253,1.0
2816,1.0
2403,0.0
3392,0.0
3332,0.0
3696,0.0
3697,1.0
2418,1.0
3449,0.0
2815,1.0
2765,0.0
3035,0.0
3413,0.0
3090,0.0
3437,0.0
2805,0.0
3915,0.0
2346,0.0
3974,0.0
2256,0.0
2276,0.0
3289,0.0
3772,0.0
3782,0.0
3805,0.0
2706,0.0
2764,0.0
2240,0.0
2580,0.0
2293,0.0
2861,0.0
3276,0.0
3176,0.0
2306,0.0
2181,0.0
3968,0.0
2278,0.0
3398,0.0
2333,0.0
2337,0.0
3802,0.0
2457,0.0
3580,0.0
3589,0.0
2928,0.0
2329,1.0
3241,0.0
3943,0.0
3232,0.0
3163,0.0
3982,1.0
3205,0.0
2358,0.0
2923,0.0
3587,0.0
3306,0.0
2227,0.0
2900,0.0
3485,0.0
2289,0.0
2101,0.0
3031,1.0
3890,0.0
2271,0.0
3066,0.0
3524,0.0
3038,1.0
2865,0.0
2890,0.0
3692,1.0
2936,0.0
2906,0.0
2448,0.0
3907,0.0
3735,0.0
2444,0.0
2185,0.0
3598,0.0
2908,0.0
3009,0.0
3311,0.0
3265,0.0
3565,0.0
2732,0.0
3397,0.0
3012,0.0
3991,0.0
3307,0.0
3342,1.0
3568,0.0
2968,0.0
2592,0.0
3898,1.0
2347,1.0
2180,0.0
3662,0.0
2065,0.0
3853,0.0
3182,0.0
2854,0.0
2712,0.0
3874,1.0
3900,0.0
2265,0.0
2137,0.0
3726,0.0
3505,0.0
3064,1.0
2183,0.0
2351,0.0
2866,0.0
3821,0.0
3778,0.0
2536,0.0
2058,0.0
3099,0.0
2679,0.0
3783,0.0
3195,0.0
2521,0.0
2938,0.0
3923,0.0
3322,0.0
2954,1.0
3046,0.0
2226,0.0
3981,0.0
2216,0.0
3931,0.0
2694,1.0
3711,0.0
2150,0.0
2316,1.0
3092,0.0
2075,0.0
3732,0.0
3253,1.0
3677,0.0
3347,0.0
2435,0.0
3743,0.0
2564,0.0
3431,0.0
3828,0.0
3366,0.0
3283,0.0
3625,0.0
2078,0.0
3371,1.0
3774,1.0
3996,0.0
2231,0.0
3511,0.0
2035,0.0
3498,0.0
2791,1.0
2966,0.0
2844,0.0
2501,0.0
3025,1.0
2600,0.0
2115,0.0
3282,0.0
3037,0.0
2135,0.0
2730,0.0
2090,0.0
2203,0.0
2152,0.0
3817,0.0
3990,0.0
2112,0.0
2361,0.0
3792,0.0
3238,0.0
2723,0.0
3227,0.0
2975,0.0
3203,0.0
3687,0.0
2722,1.0
2192,1.0
2620,0.0
