,0
1524,0.0
1479,0.0
1154,0.0
1298,0.0
1158,0.0
1744,0.0
1561,0.0
1592,0.0
1809,0.0
1884,0.0
1518,0.0
1229,0.0
1161,0.0
1439,0.0
1204,0.0
1704,0.0
1964,0.0
1336,0.0
1608,0.0
1182,0.0
1578,0.0
1270,0.0
1779,0.0
1549,0.0
1006,0.0
1805,0.0
1332,0.0
1250,0.0
1059,0.0
1084,0.0
1728,0.0
1042,0.0
1714,0.0
1065,0.0
1434,0.0
1218,0.0
1546,0.0
1554,0.0
1473,0.0
1119,0.0
1368,0.0
1453,0.0
1947,0.0
1529,0.0
1034,0.0
1794,0.0
1781,0.0
1541,0.0
1742,0.0
1743,0.0
1978,0.0
1440,0.0
1449,0.0
1519,0.0
1883,0.0
1226,0.0
1306,0.0
1485,0.0
1212,0.0
1734,0.0
1693,0.0
1959,0.0
1257,0.0
1108,0.0
1016,0.0
1443,0.0
1235,0.0
1642,0.0
1918,0.0
1103,0.0
1859,0.0
1147,0.0
1470,0.0
1607,0.0
1256,0.0
1688,0.0
1686,0.0
1244,0.0
1338,0.0
1007,0.0
1316,0.0
1980,0.0
1902,0.0
1303,0.0
1238,0.0
1733,0.0
1272,0.0
1375,0.0
1629,0.0
1455,0.0
1259,0.0
1894,0.0
1500,0.0
1279,0.0
1413,0.0
1681,0.0
1652,0.0
1405,0.0
1821,0.0
1961,0.0
