,0
1679,1.0
1386,1.0
1110,1.0
1835,1.0
1983,1.0
1112,1.0
1569,1.0
1438,1.0
1162,1.0
1434,1.0
1006,1.0
1495,1.0
1128,1.0
1659,1.0
1795,1.0
1343,1.0
1231,1.0
1529,1.0
1793,1.0
1404,1.0
1642,1.0
1285,1.0
1824,1.0
1454,1.0
1737,1.0
1176,1.0
1605,1.0
1674,1.0
1087,1.0
1926,1.0
1468,1.0
1202,1.0
1373,1.0
1886,1.0
1306,1.0
1400,1.0
1711,1.0
1067,1.0
1906,1.0
1111,1.0
1460,1.0
1439,1.0
1742,1.0
1146,1.0
1263,1.0
1902,1.0
1329,1.0
1284,1.0
1658,1.0
1901,1.0
1942,1.0
1733,1.0
1075,1.0
1045,1.0
1234,1.0
1077,1.0
1427,1.0
1752,1.0
1565,1.0
1178,1.0
1370,1.0
1563,1.0
1002,1.0
1633,1.0
1989,1.0
1361,1.0
1331,1.0
1766,1.0
1103,1.0
1170,1.0
1209,1.0
1999,1.0
1771,1.0
1383,1.0
1769,1.0
1420,1.0
1105,1.0
1036,1.0
1798,1.0
1224,1.0
1167,1.0
1459,1.0
1347,1.0
1398,1.0
1635,1.0
1072,1.0
1147,1.0
1892,1.0
1934,1.0
1931,1.0
1872,1.0
1811,1.0
1320,1.0
1532,1.0
1470,1.0
1567,1.0
1376,1.0
1976,1.0
1900,1.0
1362,1.0
