,x1,x2
1352,1.7,-0.0
1622,2.3,-0.0
1682,4.1,2.0
1427,1.6,2.1
1243,1.7,4.4
1103,2.9,3.5
1423,2.0,-0.0
1911,1.7,2.2
1846,2.7,4.7
1995,3.5,0.0
1483,2.2,2.7
1408,2.0,0.0
1230,1.6,1.9
1810,1.8,0.0
1732,1.8,2.2
1175,2.1,0.0
1008,2.5,0.0
1211,2.2,-0.0
1683,1.8,2.5
1700,2.7,-0.0
1147,2.0,-0.0
1671,1.6,2.1
1830,2.3,-0.0
1927,2.3,2.8
1838,2.2,2.1
1222,2.6,3.2
1855,2.0,-0.0
1235,1.0,5.1
1431,0.5,3.6
1881,1.8,-0.0
1566,1.8,2.3
1657,0.2,3.3
1570,2.8,0.0
1170,2.7,3.4
1646,2.1,4.8
1234,2.6,0.0
1105,1.5,2.6
1901,2.0,0.0
1137,2.2,-0.0
1635,2.0,0.0
1204,1.9,-0.0
1594,2.3,3.3
1351,2.0,0.0
1063,2.1,0.0
1630,3.8,4.6
1661,3.2,3.8
1897,1.7,-0.0
1802,1.9,2.5
1862,2.0,-0.0
1763,2.8,1.4
1841,1.8,-0.0
1005,1.9,0.0
1822,0.6,-0.0
1364,2.2,3.3
1271,2.4,3.0
1917,2.4,3.0
1127,3.3,4.1
1219,3.0,0.0
1043,1.8,2.5
1502,3.7,-0.0
1623,1.7,2.1
1342,1.5,1.9
1829,1.8,-0.0
1453,2.9,3.6
1011,2.3,0.0
1593,2.2,-0.0
1329,2.5,1.8
1297,0.2,4.1
1865,2.1,-0.0
1480,1.9,-0.0
1451,1.8,0.0
1536,3.0,0.0
1521,2.0,3.0
1952,1.5,1.9
1942,1.8,-0.0
1686,1.7,-0.0
1636,1.8,2.2
1961,2.2,0.0
1941,2.0,3.6
1009,1.1,4.7
1615,-0.0,-0.0
1966,2.5,-0.0
1111,1.8,1.8
1493,3.0,2.7
1278,2.1,2.6
1174,1.9,2.3
1069,0.9,2.3
1091,2.2,0.0
1878,2.6,3.3
1747,1.6,2.0
1794,3.0,3.7
1298,1.7,2.1
1240,2.0,-0.0
1122,4.2,5.3
1620,2.8,-0.0
1554,1.7,0.0
1373,0.2,3.6
1381,3.0,3.8
1498,2.0,2.5
1039,1.9,2.3
