,y
2573,0.0
2028,0.0
2060,0.0
3945,0.0
2212,0.0
2089,0.0
3925,1.0
3629,0.0
3382,0.0
3278,0.0
2092,0.0
3993,0.0
3229,0.0
2049,0.0
3918,1.0
2485,0.0
2094,1.0
2618,0.0
3746,1.0
2114,1.0
2218,1.0
3222,0.0
2373,0.0
2815,1.0
2111,0.0
2474,0.0
2881,0.0
2667,0.0
3505,1.0
2922,0.0
2051,1.0
2553,0.0
3745,0.0
3790,0.0
2690,0.0
2182,0.0
3331,0.0
3911,1.0
3901,0.0
3634,1.0
2800,0.0
2857,1.0
3654,0.0
3865,0.0
3094,0.0
3590,0.0
2944,0.0
2086,0.0
3676,0.0
2074,0.0
3498,1.0
3030,1.0
2763,0.0
3107,0.0
3085,0.0
2149,1.0
2655,1.0
2118,0.0
3220,0.0
2040,1.0
2002,0.0
3216,0.0
3973,0.0
2088,1.0
3263,0.0
2289,0.0
3227,0.0
3772,0.0
3536,1.0
3831,0.0
2942,1.0
3348,0.0
3461,0.0
3686,0.0
3585,1.0
2403,0.0
2380,0.0
3733,1.0
3474,1.0
2983,1.0
3003,0.0
2161,0.0
3340,0.0
2054,0.0
2422,1.0
2623,0.0
3675,0.0
3012,0.0
2083,0.0
3290,0.0
2812,0.0
2521,1.0
3428,0.0
3604,0.0
3042,1.0
3766,0.0
2115,0.0
2260,0.0
2653,1.0
2401,0.0
2941,0.0
3875,0.0
3521,0.0
2245,0.0
3090,1.0
3439,1.0
2364,0.0
2203,0.0
2343,0.0
2525,0.0
3218,0.0
3288,1.0
2420,0.0
3202,0.0
3959,0.0
3597,0.0
2019,1.0
3958,0.0
2921,0.0
2724,1.0
2977,1.0
3975,1.0
2972,0.0
2776,1.0
2466,0.0
3027,0.0
2928,0.0
3877,0.0
2451,0.0
2625,0.0
3599,0.0
3709,0.0
3250,0.0
2736,0.0
3840,0.0
2126,0.0
3361,0.0
2720,0.0
3062,0.0
2135,0.0
3768,1.0
2108,0.0
3562,0.0
3740,0.0
2909,0.0
3515,0.0
2559,0.0
2832,0.0
2907,1.0
3509,0.0
2163,0.0
2994,0.0
3057,1.0
2898,0.0
2048,0.0
3547,0.0
2033,0.0
2551,0.0
2068,0.0
2965,0.0
2398,0.0
3246,0.0
2419,0.0
3047,0.0
3724,0.0
2628,0.0
2301,1.0
3342,1.0
3803,0.0
3468,0.0
2143,0.0
2041,0.0
2217,0.0
3149,1.0
2606,0.0
3757,0.0
2768,0.0
2169,0.0
2103,0.0
2443,1.0
3367,0.0
2147,1.0
3365,0.0
2735,1.0
3309,1.0
3915,0.0
3482,1.0
3253,1.0
3142,0.0
2178,0.0
2560,1.0
3943,0.0
2747,0.0
2008,0.0
2852,0.0
2459,1.0
3000,1.0
3699,0.0
2750,0.0
2434,0.0
