,0
1157,0.0
1133,1.0
1996,1.0
1220,1.0
1257,1.0
1974,1.0
1034,0.0
1460,0.0
1662,0.0
1614,1.0
1114,1.0
1552,1.0
1956,1.0
1397,1.0
1229,1.0
1286,0.0
1607,1.0
1483,0.0
1758,0.0
1883,0.0
1109,0.0
1968,0.0
1889,0.0
1448,1.0
1409,1.0
1108,1.0
1665,1.0
1562,0.0
1194,0.0
1292,1.0
1926,0.0
1668,0.0
1171,0.0
1099,0.0
1131,1.0
1300,1.0
1015,0.0
1485,1.0
1344,1.0
1165,1.0
1005,1.0
1093,0.0
1731,0.0
1894,1.0
1522,1.0
1391,1.0
1903,0.0
1337,1.0
1845,1.0
1014,1.0
1002,1.0
1693,1.0
1864,1.0
1578,0.0
1868,1.0
1450,1.0
1954,1.0
1628,1.0
1904,0.0
1070,1.0
1779,0.0
1934,1.0
1554,1.0
1747,0.0
1592,1.0
1606,0.0
1000,1.0
1084,0.0
1303,1.0
1323,0.0
1230,1.0
1020,0.0
1100,1.0
1057,0.0
1111,0.0
1601,1.0
1132,1.0
1089,1.0
1146,0.0
1371,1.0
1700,1.0
1847,0.0
1528,1.0
1044,1.0
1309,1.0
1304,0.0
1359,1.0
1981,0.0
1634,1.0
1642,0.0
1439,1.0
1998,0.0
1501,1.0
1730,1.0
1424,1.0
1608,1.0
1882,1.0
1542,0.0
1322,1.0
1568,0.0
