,y
2719,1.0
2747,1.0
2193,1.0
2460,1.0
2824,1.0
2676,1.0
2271,1.0
2167,1.0
2877,1.0
2010,1.0
2772,1.0
3476,1.0
2487,1.0
2456,1.0
2398,1.0
2085,1.0
2252,1.0
2811,1.0
2537,1.0
2224,1.0
2318,1.0
2931,1.0
3701,1.0
2174,1.0
3056,1.0
2104,1.0
3179,1.0
3672,1.0
3399,1.0
2911,1.0
2708,1.0
2587,1.0
2928,1.0
3750,1.0
3768,1.0
2478,0.0
3682,0.0
3839,1.0
2248,1.0
2024,1.0
3749,1.0
2404,1.0
3840,1.0
3935,1.0
2796,1.0
3525,1.0
3930,1.0
2293,1.0
2348,1.0
2573,0.0
3683,1.0
2197,1.0
2283,1.0
3965,1.0
2534,1.0
3596,1.0
2419,1.0
3798,1.0
2492,1.0
3742,1.0
2920,1.0
2119,1.0
3784,1.0
2993,1.0
3536,1.0
3425,1.0
2190,1.0
2813,1.0
3893,1.0
3554,1.0
2314,1.0
2995,1.0
2253,1.0
2567,1.0
2809,1.0
2568,1.0
3990,1.0
2337,1.0
3089,1.0
2090,1.0
3289,1.0
2881,1.0
2273,1.0
2116,1.0
3639,1.0
3828,1.0
3300,1.0
2471,1.0
2198,1.0
2862,1.0
3393,1.0
3711,1.0
2298,1.0
3818,1.0
3501,1.0
3450,1.0
2240,1.0
3547,1.0
2108,1.0
3602,1.0
2558,1.0
3413,0.0
2715,1.0
3574,1.0
2929,1.0
3997,1.0
3883,1.0
2765,1.0
2575,1.0
3193,1.0
2917,1.0
3215,1.0
2105,0.0
3998,0.0
3435,1.0
3950,1.0
2354,1.0
2536,1.0
3957,1.0
3134,1.0
3486,1.0
3852,1.0
3769,0.0
3198,1.0
3714,1.0
3140,1.0
2393,1.0
2371,1.0
2615,1.0
3261,1.0
3627,1.0
3513,1.0
2401,1.0
3909,1.0
3207,1.0
3872,0.0
2164,1.0
3506,1.0
3576,1.0
3301,1.0
2310,0.0
3153,1.0
2336,1.0
2584,1.0
2172,1.0
3052,1.0
3323,1.0
3143,1.0
3395,1.0
2396,1.0
3211,1.0
2242,1.0
2895,1.0
3165,1.0
3921,1.0
3939,1.0
2557,1.0
2996,1.0
3020,1.0
3386,0.0
2724,1.0
3268,1.0
3899,1.0
3534,1.0
3988,1.0
3072,1.0
3684,1.0
3186,1.0
3616,1.0
3203,1.0
3241,1.0
3169,1.0
2709,1.0
3826,1.0
3219,1.0
2408,0.0
2457,1.0
3763,1.0
2889,1.0
2960,0.0
3358,1.0
2815,1.0
2685,1.0
2256,1.0
2229,1.0
2112,1.0
3013,1.0
3117,1.0
3842,1.0
2609,1.0
2523,1.0
2304,1.0
3341,1.0
3707,1.0
2552,1.0
2666,1.0
2624,1.0
3874,1.0
3735,1.0
2545,1.0
