,y_hat
1905,False
1311,False
1759,False
1923,False
1204,False
1276,False
1091,False
1084,False
1247,False
1070,False
1490,False
1287,False
1231,False
1081,False
1446,False
1680,False
1486,False
1672,False
1946,False
1985,False
1671,False
1242,False
1472,False
1700,False
1863,False
1455,False
1994,False
1658,False
1107,False
1383,False
1717,False
1846,False
1909,False
1987,False
1732,False
1325,False
1545,False
1105,False
1733,False
1594,False
1941,False
1034,False
1450,False
1195,False
1286,False
1238,False
1674,False
1878,False
1897,False
1652,False
1399,False
1504,False
1499,False
1470,False
1844,False
1872,False
1304,False
1418,False
1623,False
1963,False
1845,False
1188,False
1408,False
1230,False
1603,False
1536,False
1742,False
1880,False
1137,False
1966,False
1788,False
1749,False
1073,False
1821,False
1747,False
1467,False
1586,False
1527,False
1352,False
1992,False
1223,False
1451,False
1031,False
1547,False
1430,False
1209,False
1518,False
1862,False
1952,False
1367,False
1234,False
1088,False
1349,False
1622,False
1041,False
1955,False
1149,False
1396,False
1100,False
1528,False
