,0
1418,1.0
1981,1.0
1038,1.0
1335,1.0
1031,1.0
1235,1.0
1802,1.0
1925,1.0
1996,1.0
1041,1.0
1257,1.0
1941,1.0
1273,1.0
1188,1.0
1978,1.0
1287,1.0
1528,1.0
1682,1.0
1286,1.0
1975,1.0
1127,1.0
1103,1.0
1333,1.0
1736,1.0
1779,1.0
1009,1.0
1931,1.0
1243,1.0
1958,1.0
1882,1.0
1563,1.0
1290,1.0
1325,1.0
1830,1.0
1521,1.0
1498,1.0
1084,1.0
1399,1.0
1382,1.0
1356,1.0
1233,1.0
1185,1.0
1278,1.0
1646,1.0
1927,1.0
1215,1.0
1813,1.0
1570,1.0
1029,1.0
1110,1.0
1036,1.0
1202,1.0
1168,1.0
1171,1.0
1221,1.0
1921,1.0
1455,1.0
1555,1.0
1620,1.0
1696,1.0
1135,1.0
1011,1.0
1073,1.0
1594,1.0
1909,1.0
1091,1.0
1070,1.0
1008,1.0
1412,1.0
1271,1.0
1676,1.0
1675,1.0
1311,1.0
1502,1.0
1222,1.0
1353,1.0
1536,1.0
1270,1.0
1000,1.0
1995,1.0
1737,1.0
1446,1.0
1061,1.0
1449,1.0
1159,1.0
1170,1.0
1396,1.0
1149,1.0
1880,1.0
1680,1.0
1649,1.0
1219,1.0
1567,1.0
1917,1.0
1218,1.0
1476,1.0
1360,1.0
1276,1.0
1217,1.0
1776,1.0
