,0
904,0.0
647,0.0
954,1.0
806,0.0
774,1.0
752,0.0
613,0.0
868,0.0
856,0.0
650,0.0
951,0.0
880,0.0
634,0.0
619,0.0
601,0.0
688,0.0
949,1.0
831,0.0
533,0.0
772,0.0
666,1.0
655,0.0
813,0.0
552,0.0
579,0.0
590,0.0
503,0.0
770,0.0
769,1.0
524,0.0
753,0.0
596,0.0
861,0.0
872,1.0
783,0.0
571,1.0
980,1.0
893,0.0
895,0.0
751,0.0
730,0.0
738,0.0
659,0.0
975,1.0
979,0.0
551,0.0
992,0.0
775,0.0
600,0.0
959,1.0
973,0.0
732,0.0
742,0.0
767,1.0
616,1.0
778,0.0
912,1.0
726,0.0
700,0.0
580,0.0
805,0.0
643,0.0
809,0.0
693,1.0
855,0.0
636,0.0
972,1.0
881,1.0
923,0.0
970,1.0
927,0.0
553,1.0
990,0.0
676,1.0
731,0.0
870,0.0
833,0.0
915,1.0
668,1.0
825,0.0
773,0.0
936,1.0
877,0.0
735,0.0
798,0.0
858,0.0
899,0.0
888,0.0
984,0.0
692,0.0
558,0.0
628,0.0
745,0.0
863,0.0
796,1.0
924,0.0
952,1.0
741,0.0
864,0.0
582,1.0
