,0
1415,1.0
1388,1.0
1214,1.0
1319,1.0
1650,1.0
1611,1.0
1034,1.0
1658,1.0
1492,1.0
1434,1.0
1858,1.0
1087,1.0
1103,1.0
1931,1.0
1440,1.0
1717,1.0
1100,1.0
1281,1.0
1071,1.0
1223,1.0
1861,1.0
1065,1.0
1871,1.0
1219,1.0
1642,1.0
1529,1.0
1575,1.0
1569,1.0
1369,1.0
1685,1.0
1077,1.0
1814,1.0
1206,1.0
1924,1.0
1816,1.0
1150,1.0
1697,1.0
1821,1.0
1386,1.0
1469,1.0
1587,1.0
1435,1.0
1533,1.0
1563,1.0
1627,1.0
1954,1.0
1356,1.0
1504,1.0
1166,1.0
1619,1.0
1953,1.0
1646,1.0
1254,1.0
1267,1.0
1988,1.0
1607,1.0
1971,1.0
1610,1.0
1667,1.0
1420,1.0
1363,1.0
1179,1.0
1745,1.0
1562,1.0
1923,1.0
1320,1.0
1040,1.0
1274,1.0
1872,1.0
1933,1.0
1067,1.0
1503,1.0
1081,1.0
1985,1.0
1076,1.0
1675,1.0
1312,1.0
1145,1.0
1484,1.0
1668,1.0
1210,1.0
1197,1.0
1331,1.0
1757,1.0
1146,1.0
1938,1.0
1258,1.0
1801,1.0
1468,1.0
1344,1.0
1895,1.0
1055,1.0
1629,1.0
1236,1.0
1168,1.0
1859,1.0
1625,1.0
1028,1.0
1306,1.0
1288,1.0
