,x1,x2
323,0.1,2.6
269,2.0999999046325684,0.6000000238418579
268,0.1,2.1
342,0.699999988079071,1.600000023841858
312,0.7,0.9
335,1.2999999523162842,0.699999988079071
304,1.2000000476837158,0.0
262,1.0,-0.0
203,1.600000023841858,5.0
297,1.7999999523162842,1.899999976158142
267,0.8,1.8
372,1.5,-0.0
217,1.100000023841858,-0.0
261,0.5,2.0
382,0.0,1.899999976158142
280,1.1,0.7
340,-0.0,4.2
210,0.2,1.9
282,2.8,0.0
370,0.8999999761581421,2.9000000953674316
226,0.1,2.6
366,2.2,3.2
265,0.8,1.3
236,0.4,2.7
386,1.3,-0.0
286,0.5,2.5999999046325684
349,0.1,1.4
279,0.1,1.3
287,0.1,2.1
251,1.7999999523162842,0.0
240,1.5,0.0
330,0.8999999761581421,2.0999999046325684
259,1.9,2.8
232,1.6,-0.0
258,0.8999999761581421,1.7999999523162842
248,0.4,1.7
352,1.2000000476837158,2.5999999046325684
365,0.8999999761581421,1.7000000476837158
249,1.399999976158142,-0.0
283,2.5,0.0
319,0.9,0.8
303,0.7,-0.0
301,1.0,0.6000000238418579
327,1.1,-0.0
231,1.1,2.5
324,1.7,2.0
273,1.4,0.1
381,1.100000023841858,0.0
299,0.10000000149011612,2.700000047683716
356,1.7000000476837158,0.0
