,y_hat
2549,False
2462,False
2048,False
2399,False
3649,False
2511,False
3916,False
2301,False
3666,False
3886,False
3971,False
3933,False
3499,False
2433,False
3995,False
3590,False
3893,False
3148,False
2482,False
3317,False
2812,False
3810,False
2739,False
2182,False
2583,False
2833,False
3794,False
3425,False
2030,False
3064,False
2937,False
3842,False
2327,False
2453,False
2063,False
3937,False
2248,False
3770,False
3422,False
3558,False
2099,False
2480,False
3786,False
3260,False
2331,False
2984,False
3394,False
3617,False
3158,False
2927,False
3407,False
3038,False
2600,False
3540,False
2615,False
2113,False
3417,False
3174,False
2189,False
2887,False
2312,False
2743,False
2047,False
2400,False
2764,False
2188,False
3343,False
2996,False
3427,False
2204,False
2321,False
2838,False
3822,False
2050,False
3177,False
2087,False
3550,False
3932,False
3448,False
3587,False
2330,False
2725,False
3351,False
3420,False
2639,False
2210,False
2785,False
2119,False
2473,False
3065,False
2276,False
2954,False
2683,False
3535,False
3161,False
3832,False
2505,False
3291,False
3395,False
3622,False
2784,False
2941,False
3555,False
2022,False
3469,False
2905,False
2109,False
2288,False
2431,False
3781,False
3817,False
3911,False
3457,False
3591,False
2581,False
2562,False
2115,False
3898,False
3253,False
3659,False
3604,False
3078,False
2561,False
3247,False
3408,False
2517,False
2798,False
2977,False
3999,False
3010,False
2209,False
2578,False
3545,False
3974,False
3435,False
3175,False
3367,False
3992,False
3921,False
3441,False
2290,False
2256,False
3132,False
3101,False
3296,False
2716,False
3815,False
2875,False
3508,False
3964,False
3922,False
2844,False
2588,False
2263,False
3447,False
3897,False
3402,False
3717,False
2089,False
2141,False
3552,False
3074,False
2944,False
3716,False
2541,False
3405,False
2914,False
2861,False
3513,False
2704,False
2185,False
3152,False
3083,False
3561,False
2252,False
2679,False
3412,False
3036,False
2825,False
2155,False
2307,False
2758,False
3197,False
3868,False
2982,False
3434,False
3741,False
3986,False
3216,False
3364,False
3589,False
2344,False
2850,False
3487,False
3286,False
3025,False
2990,False
3478,False
3729,False
2661,False
