,x1,x2
1832,0.0,4.2
1330,0.8,0.0
1365,1.5,-0.0
1838,1.9,3.7
1717,0.9,0.0
1272,2.1,4.1
1857,0.3,3.3
1890,1.2,2.3
1025,1.7,3.4
1710,1.0,1.9
1402,1.7,-0.0
1582,1.5,0.0
1399,1.7,0.0
1769,0.9,1.9
1669,2.1,2.7
1451,1.2,-0.0
1253,0.9,0.0
1184,1.4,2.8
1786,4.0,4.0
1791,1.2,0.0
1954,0.8,-0.0
1767,1.0,0.0
1238,1.1,-0.0
1782,1.1,-0.0
1354,1.3,2.7
1545,-0.0,3.6
1805,1.3,0.0
1220,1.1,2.2
1759,1.2,0.0
1127,0.7,9.0
1748,1.0,0.0
1493,2.2,5.2
1357,1.3,2.6
1969,0.1,3.2
1113,1.5,2.6
1383,1.2,0.0
1023,1.5,2.8
1575,1.0,0.0
1097,1.6,3.2
1107,1.1,2.6
1696,0.2,6.7
1304,1.3,2.7
1537,0.9,0.0
1963,1.6,3.3
1231,-0.0,3.7
1942,-0.0,4.7
1118,1.5,-0.0
1344,0.6,3.5
1234,2.0,4.1
1352,1.2,0.0
1335,3.5,6.9
1703,1.0,-0.0
1501,1.5,3.1
1429,1.3,-0.0
1100,1.3,0.0
1946,1.6,-0.0
1818,0.8,-0.0
1028,1.2,-0.0
1288,1.5,3.0
1675,2.6,5.6
1814,1.5,0.0
1148,1.7,-0.0
1410,1.1,0.0
1104,1.3,-0.0
1068,2.0,-0.0
1465,0.7,0.0
1876,1.8,3.5
1038,2.4,4.8
1691,1.4,-0.0
1171,2.1,0.0
1041,3.1,6.3
1872,1.1,0.0
1477,1.3,0.0
1257,2.3,4.7
1433,1.3,2.6
1605,1.0,0.0
1541,1.0,-0.0
1373,1.6,0.0
1382,2.8,0.0
1211,1.9,-0.0
1873,1.0,3.5
1479,1.0,2.0
1910,1.0,1.9
1992,0.8,-0.0
1674,1.3,0.0
1863,2.8,3.8
1603,2.1,4.3
1260,0.8,-0.0
1636,1.7,-0.0
1693,0.7,0.0
1423,1.5,3.0
1761,2.4,4.7
1482,1.3,-0.0
1925,1.7,5.0
1336,2.3,4.8
1263,2.3,4.5
1305,0.9,0.0
1454,1.8,3.8
1180,1.6,3.1
1061,2.4,0.0
