r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.32700000000000007,0.3345,1.5809999999999997,2.2425,0.0,0.18110149088287486,0.18605308382287028,0.15869073696974248,0.3772621767418518,0.0,0.75
individualized,acceptance,0.5361666666666666,0.5299999999999999,1.0534999999999999,2.119666666666667,0.0,0.2616354015291763,0.24080697664311967,0.8092108810439959,0.37401381436162673,0.0,0.85
individualized,acceptance,0.5198852596314908,0.6404472361809046,1.062997487437186,2.2233299832495814,0.0,0.2190808271912222,0.3734197889160025,0.7492741596709426,0.5963611389702302,0.0,0.9
individualized,acceptance,0.5186666666666667,0.49600000000000005,1.2458333333333333,2.2605,0.0,0.30915583988230483,0.5078486487133742,0.48130482371708405,0.3575825079614493,0.0,0.9499999999999998
subpopulation,acceptance,0.3347713567839196,0.3795979899497488,1.6245268006700169,2.3388961474036853,0.0,0.24676094378659286,0.1934136060610007,0.16440590342308237,0.5261811152105569,0.0,0.75
subpopulation,acceptance,0.5610168350168351,0.689818181818182,1.132074074074074,2.382909090909091,0.0,0.26352570810084425,0.39592880913218026,0.835796436417129,0.30693944068485873,0.0,0.85
subpopulation,acceptance,0.4363509212730318,0.9065519262981573,1.1826231155778895,2.5255259631490787,0.0,0.20669230121906101,0.6832246541099939,0.8237789292336796,0.3301155622591563,0.0,0.9
subpopulation,acceptance,0.468,0.643,1.2665,2.3775,0.0,0.2556623750183042,0.5461510779994855,0.6440716186884808,0.4587330378335531,0.0,0.9499999999999998
individualized,counterfactual,0.156,0.27616666666666667,2.182,2.6141666666666663,0.0,0.17011466721009094,0.31460305677684275,0.2930584412706789,0.7506006483699127,0.0,0.75
individualized,counterfactual,0.49966666666666665,0.7338333333333332,1.6231666666666669,2.856666666666667,0.0,0.38362883537780806,0.6765532745714362,1.0710015561768962,0.2289281182671394,0.0,0.85
individualized,counterfactual,0.3345,0.9525,1.6323333333333334,2.919333333333334,0.0,0.24348459910228407,0.9454738230115098,1.0282517120497945,0.47906845370294765,0.0,0.9
individualized,counterfactual,0.4146666666666666,0.6438333333333334,1.7429999999999997,2.8015000000000003,0.0,0.3359435716505576,0.7707795296538001,0.7799044813308871,0.8121311470446134,0.0,0.9499999999999998
individualized,improvement,0.999,0.8523333333333335,1.4655000000000002,3.3168333333333333,0.0,0.022787057730211675,0.09151138362702937,0.08757996346197008,0.19552514757271855,0.0,0.75
individualized,improvement,1.1138333333333332,1.0801666666666667,1.722166666666667,3.916166666666667,0.0,0.03575029137410386,0.07175711346851492,0.2988600564366764,0.33328378798455466,0.0,0.85
individualized,improvement,1.2018333333333333,1.1578333333333333,1.5238333333333334,3.8834999999999997,0.0,0.024193663082165428,0.19571748346362247,0.07175014517987639,0.2321567358488654,0.0,0.9
individualized,improvement,1.3458333333333332,1.1543333333333334,1.4588333333333334,3.9589999999999996,0.0,0.06418787528290161,0.06717948595615583,0.16586239276380088,0.18853182755174247,0.0,0.9499999999999998
subpopulation,improvement,1.088609715242881,0.8175879396984924,1.6306532663316584,3.536850921273032,0.0,0.051227534882388674,0.10555036845412226,0.0773134807697183,0.15128911089103061,0.0,0.75
subpopulation,improvement,1.2566666666666666,1.0146666666666668,1.7346666666666668,4.006,0.0,0.03940917828797422,0.04650089604871431,0.12004617167295814,0.14343901142994503,0.0,0.85
subpopulation,improvement,1.3151197654941373,1.113212730318258,1.5382797319933,3.9666122278056952,0.0,0.04212082186206519,0.039526199361078915,0.08486696551303909,0.14418664218727423,0.0,0.9
subpopulation,improvement,1.5046666666666668,1.082,1.4195,4.006166666666667,0.0,0.07846071203687434,0.09139338050427943,0.15326529287480578,0.11474573339925669,0.0,0.9499999999999998
