ix,goal_cost,intv_cost
1875,0.784,0.2
1210,0.762,4.0
1886,0.778,2.7
1788,0.766,0.4
1004,0.808,0.2
1201,0.766,4.0
1921,0.768,0.5
1879,0.766,3.1
1683,0.798,1.3
1646,0.762,5.3999999999999995
1884,0.762,7.5
1757,0.766,5.800000000000001
1795,0.762,0.2
1564,0.772,0.30000000000000004
1481,0.758,0.30000000000000004
1161,0.768,3.0
1223,0.762,4.2
1681,0.758,7.4
1935,0.776,2.0
1870,0.762,2.2
1660,0.766,8.1
1212,0.76,1.7000000000000002
1616,0.766,0.6000000000000001
1443,0.83,0.8
1541,0.766,1.6
1740,0.76,4.4
1638,0.766,0.7000000000000001
1900,0.83,3.3
1924,0.762,17.2
1288,0.758,4.6
1308,0.762,1.9
1888,0.756,1.0
1499,0.762,0.8
1641,0.76,1.6
1560,0.762,8.2
1781,0.76,3.4000000000000004
1588,0.76,9.8
1816,0.758,6.699999999999999
1505,0.76,18.3
1906,0.76,5.8
1807,0.76,2.9
1861,0.762,3.8000000000000003
1801,0.762,4.0
1736,0.768,2.8
1680,0.76,9.5
1435,0.766,3.1
1498,0.756,1.0
1225,0.762,0.2
1088,0.8,0.6000000000000001
1476,0.768,0.5
1645,0.774,4.4
1994,0.762,5.2
1464,0.83,2.2
1679,0.76,2.8
1067,0.76,4.6
1595,0.766,0.2
1907,0.756,2.4
1969,0.762,0.9
1016,0.768,1.7000000000000002
1821,0.76,13.5
1999,0.752,0.7
1263,0.78,1.0
1633,0.7799999713897705,1.0
1076,0.762,9.8
1568,0.762,5.0
1216,0.76,4.8999999999999995
1256,0.756,0.1
1502,0.774,0.1
1131,0.768,5.7
1674,0.762,6.3999999999999995
1793,0.76,0.4
1865,0.806,0.6
1940,0.762,3.7
1835,0.778,2.1
1745,0.798,2.2
1162,0.766,2.1
1276,0.76,5.0
1219,0.766,4.6
1332,0.766,3.5
1224,0.766,2.7
1293,0.778,0.6
1101,0.752,2.1999999999999997
1342,0.762,0.30000000000000004
1267,0.762,3.9
1982,0.762,2.8
1964,0.886,1.2000000000000002
1014,0.762,4.4
1998,0.766,12.2
1486,0.76,2.2
1557,0.762,3.5
1624,0.762,1.1
1132,0.772,0.1
1538,0.78,0.2
1315,0.766,0.6000000000000001
1991,0.762,6.0
1540,0.768,1.1
1484,0.762,6.9
1462,0.768,0.7999999999999999
1708,0.758,11.100000000000001
1629,0.752,4.9
