,x1,x2
3994,0.7,3.1
3725,1.8,0.0
3565,1.1,0.0
3144,1.8,2.8
2216,1.2,-0.0
2692,1.9,-0.0
2398,2.6,-0.0
2632,0.9,1.9
3913,1.8,-0.0
3343,1.9,3.1
3877,1.3,-0.0
2879,0.5,2.1
3974,1.3,2.6
3686,1.7,-0.0
3630,1.8,0.0
3765,1.9,3.6
3735,2.1,4.1
3479,0.7,2.6
2530,2.1,4.7
2915,1.0,-0.0
3489,1.7,4.6
3558,1.4,-0.0
2723,0.0,2.5
3277,0.4,1.8
3315,1.9,4.1
3569,0.1,1.8
2402,2.3,-0.0
2067,0.4,1.0
2548,1.9,0.0
2665,1.3,-0.0
2554,1.4,0.0
3813,0.7,2.8
3540,2.0,3.0
2894,1.7,-0.0
3379,1.1,2.6
3103,0.9,1.3
2750,2.5,2.5
3173,1.3,2.8
3126,2.6,-0.0
2902,0.7,4.6
2311,1.2,3.6
3377,1.0,0.0
3619,2.5,2.6
3047,2.1,0.0
3851,1.0,-0.0
2743,1.1,-0.0
3519,0.9,0.0
3081,1.5,0.0
2361,0.9,1.4
3835,2.0,-0.0
3214,0.1,1.8
3434,1.5,3.1
2002,0.1,2.1
2949,1.8,-0.0
2358,1.0,4.2
3232,3.7,0.0
2575,1.3,-0.0
2701,2.1,4.1
2724,0.9,2.1
3350,1.3,2.3
2621,0.7,4.7
3561,1.8,3.1
3219,0.7,-0.0
2817,0.0,1.7
3442,1.6,-0.0
2202,1.4,0.0
2927,1.0,-0.0
2191,1.2,2.1
2862,-0.0,4.2
2364,0.3,2.1
2445,1.1,-0.0
2452,2.3,-0.0
2187,1.1,-0.0
2906,1.3,0.0
2224,2.0,-0.0
2796,1.5,-0.0
3976,2.5,-0.0
3253,1.9,1.8
2058,2.0,-0.0
3305,1.0,-0.0
3409,2.3,0.0
2108,2.6,-0.0
3393,0.8,-0.0
3954,2.7,-0.0
2501,2.5,0.0
3304,1.0,4.2
3439,1.9,0.0
3258,2.0,4.5
3175,0.4,2.6
2090,2.5,-0.0
2298,1.7,0.0
2511,1.0,0.0
3385,0.8,-0.0
3514,2.2,0.0
3841,1.0,-0.0
3862,0.3,1.9
3533,1.2,0.0
3936,0.5,2.1
3815,0.9,0.0
2005,1.3,-0.0
2235,1.8,3.0
3303,1.6,0.0
2072,0.1,1.8
3070,1.6,0.0
2961,2.1,0.0
3195,1.8,0.0
2968,0.8,2.1
2077,1.5,0.0
2917,1.1,1.8
3745,0.8,-0.0
3053,2.7,0.0
2244,1.2,0.0
3566,1.3,2.6
3554,1.5,0.0
3340,2.6,-0.0
2781,1.3,-0.0
3578,3.1,2.6
3256,1.1,-0.0
2446,1.3,3.0
2391,2.4,0.0
2420,1.4,-0.0
2600,1.0,0.0
2996,0.8,2.1
3369,1.4,0.0
2012,0.8,5.1
3842,3.0,-0.0
3915,1.7,0.0
3824,2.8,2.6
3227,1.5,0.0
3684,1.1,-0.0
3201,2.4,0.0
3998,2.0,3.3
2111,1.1,2.6
3539,2.1,1.6
3172,1.9,-0.0
2672,0.5,2.1
3672,1.3,1.9
3728,0.9,-0.0
2254,1.4,-0.0
3248,1.7,0.0
3825,0.9,0.0
2595,1.3,-0.0
3592,1.4,-0.0
2633,1.8,0.0
3798,2.2,0.0
3573,1.0,0.0
3134,1.2,0.0
2988,1.2,0.0
3118,1.1,0.0
2686,0.9,-0.0
2496,2.1,0.0
2880,0.0,4.2
3601,0.9,-0.0
2589,2.3,2.3
2480,1.2,0.0
3036,1.0,0.9
3537,1.2,-0.0
3676,0.1,3.1
2836,0.4,2.6
3400,0.7,2.1
3501,1.5,1.8
3486,2.2,-0.0
3034,0.4,1.3
3996,2.3,2.1
2932,1.3,-0.0
2787,0.9,2.6
2001,0.8,-0.0
2659,1.1,-0.0
3636,2.7,4.7
3019,1.5,0.0
3599,0.9,0.0
2170,2.9,2.1
2852,1.1,0.0
3723,0.9,2.1
3184,0.7,-0.0
3168,3.3,3.5
3780,1.0,0.0
3468,0.9,2.8
2506,0.7,3.3
2657,1.1,-0.0
2394,0.6,3.1
2157,2.6,3.0
3657,1.1,-0.0
2738,1.8,0.0
2331,1.5,0.0
2610,2.0,0.0
2703,1.0,-0.0
3000,2.6,3.1
3675,2.4,0.0
2800,1.5,-0.0
3497,3.0,0.0
2313,0.8,0.0
3032,2.1,0.0
3965,1.0,0.0
2928,1.3,3.6
2353,0.9,0.0
3206,1.6,0.0
2812,1.6,0.0
2609,1.0,-0.0
2435,2.3,-0.0
