,y
0,1.0
1,0.0
2,1.0
3,1.0
4,1.0
5,0.0
6,1.0
7,1.0
8,0.0
9,0.0
10,1.0
11,0.0
12,1.0
13,0.0
14,0.0
15,0.0
16,1.0
17,1.0
18,0.0
19,0.0
20,1.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,1.0
27,1.0
28,1.0
29,1.0
30,0.0
31,0.0
32,1.0
33,1.0
34,0.0
35,1.0
36,1.0
37,0.0
38,0.0
39,0.0
40,1.0
41,1.0
42,1.0
43,0.0
44,1.0
45,1.0
46,0.0
47,0.0
48,1.0
49,1.0
50,0.0
51,1.0
52,1.0
53,0.0
54,0.0
55,1.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,0.0
67,0.0
68,1.0
69,1.0
70,0.0
71,0.0
72,1.0
73,0.0
74,1.0
75,1.0
76,1.0
77,0.0
78,0.0
79,0.0
80,1.0
81,1.0
82,1.0
83,1.0
84,0.0
85,0.0
86,1.0
87,1.0
88,1.0
89,1.0
90,0.0
91,1.0
92,1.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,1.0
104,0.0
105,1.0
106,0.0
107,1.0
108,1.0
109,1.0
110,0.0
111,0.0
112,1.0
113,1.0
114,0.0
115,0.0
116,0.0
117,1.0
118,0.0
119,1.0
120,0.0
121,0.0
122,0.0
123,1.0
124,1.0
125,1.0
126,1.0
127,0.0
128,1.0
129,0.0
130,0.0
131,0.0
132,1.0
133,1.0
134,1.0
135,0.0
136,1.0
137,0.0
138,1.0
139,1.0
140,1.0
141,0.0
142,1.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,1.0
152,0.0
153,0.0
154,0.0
155,0.0
156,1.0
157,1.0
158,0.0
159,0.0
160,0.0
161,0.0
162,1.0
163,1.0
164,1.0
165,0.0
166,1.0
167,1.0
168,0.0
169,1.0
170,0.0
171,0.0
172,1.0
173,1.0
174,0.0
175,1.0
176,1.0
177,0.0
178,1.0
179,1.0
180,0.0
181,0.0
182,0.0
183,0.0
184,1.0
185,0.0
186,1.0
187,0.0
188,1.0
189,0.0
190,1.0
191,1.0
192,0.0
193,1.0
194,1.0
195,0.0
196,1.0
197,0.0
198,0.0
199,0.0
200,0.0
201,1.0
202,1.0
203,0.0
204,0.0
205,1.0
206,0.0
207,1.0
208,1.0
209,0.0
210,1.0
211,1.0
212,0.0
213,0.0
214,0.0
215,0.0
216,1.0
217,0.0
218,0.0
219,1.0
220,0.0
221,0.0
222,0.0
223,1.0
224,1.0
225,0.0
226,0.0
227,1.0
228,0.0
229,0.0
230,1.0
231,1.0
232,0.0
233,1.0
234,0.0
235,1.0
236,1.0
237,1.0
238,1.0
239,0.0
240,1.0
241,0.0
242,0.0
243,1.0
244,0.0
245,1.0
246,0.0
247,1.0
248,0.0
249,1.0
