,x1,x2
814,2.2,-0.0
615,3.8,3.6
761,2.5,-0.0
826,2.0,2.2
944,2.2,0.0
989,1.7,2.4
940,1.7,2.8
803,3.2,3.6
749,2.5,-0.0
712,2.3,1.6
867,2.4,-0.0
657,2.9,0.0
925,2.9,-0.0
756,2.9,3.6
758,3.0,0.0
588,2.6,0.0
519,2.5,0.0
980,2.2,2.3
981,3.6,-0.0
762,4.0,-0.0
558,3.2,0.0
644,2.6,3.1
579,1.9,0.0
823,3.0,3.5
645,3.9,3.2
853,3.5,0.0
707,2.0,-0.0
849,2.8,0.0
846,1.8,2.1
975,2.9,0.0
647,2.0,3.0
911,1.6,2.7
857,1.9,1.3
574,3.2,3.1
721,2.8,2.2
567,3.2,0.0
956,2.0,0.0
861,3.4,3.4
683,2.3,2.1
549,1.3,1.0
744,2.2,0.0
968,2.4,0.0
554,3.0,1.7
581,2.0,0.0
791,2.0,2.6
570,2.1,2.1
557,1.9,0.0
850,1.9,2.2
746,3.5,0.0
614,1.8,0.0
505,2.4,0.0
869,1.3,1.8
934,2.7,3.1
573,1.4,1.1
689,3.0,0.0
748,1.9,1.3
982,1.9,0.0
694,2.1,0.0
928,4.2,0.0
828,1.6,1.1
919,3.6,-0.0
580,2.1,0.0
966,1.1,2.0
641,1.1,2.2
878,1.6,3.1
794,1.4,1.4
667,1.7,2.1
854,2.4,-0.0
947,1.2,0.9
889,2.9,0.0
774,0.7,0.3
681,1.2,2.1
526,1.8,1.1
952,2.2,2.9
602,2.9,-0.0
747,3.8,4.5
662,2.6,1.8
639,1.5,2.2
798,1.5,2.0
517,1.4,2.6
843,2.8,0.0
552,1.8,-0.0
585,3.1,2.9
696,1.9,1.8
836,2.0,2.0
551,1.7,1.0
563,2.5,0.0
742,2.0,0.0
880,2.7,-0.0
899,1.4,2.6
743,3.5,2.1
868,1.2,1.0
978,2.7,2.7
510,3.9,4.9
561,1.0,1.2
935,2.3,0.0
512,3.4,-0.0
717,2.4,0.0
851,0.5,2.0
701,2.3,0.0
