r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.16166666666666665,0.23466666666666666,3.7276666666666665,0.39633333333333326,3.7276666666666665,0.019008769905844325,0.08703064594344531,0.4769500323234429,0.08517237423797301,0.4769500323234429,0.75
individualized,acceptance,0.153,0.20266666666666663,3.773333333333334,0.35566666666666663,3.773333333333334,0.009848857801796113,0.07040123104984268,0.5213696705153968,0.06961561127601575,0.5213696705153968,0.9499999999999998
subpopulation,acceptance,0.15433333333333335,0.222,3.6449999999999996,0.37633333333333335,3.6449999999999996,0.01644181660685138,0.038742741255621,0.5296234511424122,0.024110855093366794,0.5296234511424122,0.75
subpopulation,acceptance,0.10266666666666668,0.25666666666666665,3.8446666666666665,0.3593333333333333,3.8446666666666665,0.03407834111768547,0.14172626197474247,0.38609109460505936,0.17450596933438503,0.38609109460505936,0.9499999999999998
individualized,counterfactual,0.049999999999999996,0.142,4.066999999999999,0.19199999999999998,4.066999999999999,0.021656407827707714,0.06102458520956945,0.4771991198650729,0.08046738469715543,0.4771991198650729,0.75
individualized,counterfactual,0.049999999999999996,0.142,4.066999999999999,0.19199999999999998,4.066999999999999,0.021656407827707714,0.06102458520956945,0.4771991198650729,0.08046738469715543,0.4771991198650729,0.9499999999999998
individualized,improvement,1.402,1.8399999999999999,,3.2419999999999995,0.0,0.1385965367532681,0.14672763884149434,,0.28490700237094907,0.0,0.75
individualized,improvement,1.8983333333333334,3.193,,5.091333333333334,0.0,0.146151747623261,0.20451650300159185,,0.33457634903461714,0.0,0.9499999999999998
subpopulation,improvement,1.122,1.6316666666666666,,2.7536666666666663,0.0,0.16105589091989167,0.23755490593404585,,0.3945026404643363,0.0,0.75
subpopulation,improvement,1.5786666666666669,1.7736666666666665,,3.3523333333333336,0.0,0.15628926173391863,0.3712335293765009,,0.40770741142801553,0.0,0.9499999999999998
