,x1,x2
721,2.0,0.0
632,2.9,-0.0
588,1.6,-0.0
743,2.5,3.0
852,4.0,-0.0
899,2.6,-0.0
782,3.2,0.0
912,0.6,1.3
892,2.7,2.7
515,2.2,-0.0
639,2.9,3.0
701,1.7,0.0
916,2.4,-0.0
616,2.1,2.1
769,2.3,-0.0
611,2.8,4.1
596,2.2,-0.0
593,2.0,0.0
506,2.1,0.0
584,3.4,-0.0
606,2.6,0.0
718,2.5,0.0
534,1.8,-0.0
619,3.2,4.2
996,0.9,1.8
975,2.5,-0.0
775,2.8,0.0
575,1.8,3.2
748,1.5,-0.0
925,1.4,2.0
948,3.6,0.0
968,3.1,-0.0
839,2.8,3.1
881,2.4,-0.0
887,2.7,4.0
516,1.8,2.8
866,1.5,-0.0
974,1.5,-0.0
669,2.0,0.0
904,2.2,0.0
732,1.5,2.0
943,3.6,4.2
713,2.0,2.2
759,2.7,-0.0
689,2.7,0.0
871,2.5,-0.0
776,2.3,2.6
656,2.3,0.0
757,3.1,-0.0
574,4.1,0.0
664,1.8,-0.0
918,2.2,2.5
810,2.3,0.0
821,1.4,0.0
829,0.9,1.1
841,2.8,-0.0
762,2.3,3.0
889,3.5,2.1
788,1.5,0.0
758,2.6,0.0
850,2.8,0.0
781,1.8,-0.0
535,1.5,2.1
564,1.7,1.7
784,4.0,-0.0
842,3.5,0.0
577,2.5,-0.0
654,1.9,2.7
787,2.0,3.1
910,1.0,0.0
992,3.9,3.5
614,3.2,3.3
786,3.9,0.0
554,1.9,0.0
705,2.6,-0.0
958,2.8,0.0
736,1.9,2.2
755,1.6,-0.0
876,3.1,3.4
712,3.2,0.0
811,2.1,0.0
563,0.7,3.5
603,5.2,5.0
602,3.1,2.5
583,4.0,0.0
668,2.4,0.0
704,3.4,-0.0
877,2.4,0.0
526,2.6,3.8
601,3.8,-0.0
878,2.0,2.4
901,3.1,0.0
977,2.9,-0.0
648,3.1,2.5
662,2.1,2.2
933,2.3,3.2
767,2.0,1.5
833,2.0,0.0
860,3.2,0.0
727,2.0,2.7
